date,percentage_change,constraining,litigious,negative,positive,superfluous,uncertainty,sentiment,p1_percentage_change,p2_percentage_change,p3_percentage_change,p4_percentage_change
29/05/2019,-0.009890909,0,3,0,2,0,0,2,-0.005401782,-0.029060811,0.024271027,0.018275797
30/05/2019,-0.005401782,0,0,1,1,0,3,0,-0.029060811,0.024271027,0.018275797,-0.030255967
31/05/2019,-0.029060811,0,0,0,0,0,0,0,0.024271027,0.018275797,-0.030255967,-0.081246877
01/06/2019,0.024271027,0,0,0,0,0,0,0,0.018275797,-0.030255967,-0.081246877,-0.005871013
02/06/2019,0.018275797,0,0,0,0,0,0,0,-0.030255967,-0.081246877,-0.005871013,-0.009383911
03/06/2019,-0.030255967,0,1,0,3,0,0,3,-0.081246877,-0.005871013,-0.009383911,0.032410099
04/06/2019,-0.081246877,0,1,0,0,0,0,0,-0.005871013,-0.009383911,0.032410099,-0.004960224
05/06/2019,-0.005871013,0,0,0,0,0,0,0,-0.009383911,0.032410099,-0.004960224,-0.023420118
06/06/2019,-0.009383911,0,0,2,2,0,0,0,0.032410099,-0.004960224,-0.023420118,0.01450556
07/06/2019,0.032410099,0,0,0,0,0,0,0,-0.004960224,-0.023420118,0.01450556,0.003942621
08/06/2019,-0.004960224,0,0,0,0,0,0,0,-0.023420118,0.01450556,0.003942621,0.022507055
09/06/2019,-0.023420118,0,0,0,0,0,0,0,0.01450556,0.003942621,0.022507055,0.015236889
10/06/2019,0.01450556,0,0,0,4,0,0,4,0.003942621,0.022507055,0.015236889,0.026432713
11/06/2019,0.003942621,0,0,0,0,0,0,0,0.022507055,0.015236889,0.026432713,0.038899434
12/06/2019,0.022507055,0,2,1,0,0,0,-1,0.015236889,0.026432713,0.038899434,0.04095484
13/06/2019,0.015236889,0,0,1,0,0,0,-1,0.026432713,0.038899434,0.04095484,0.014355069
14/06/2019,0.026432713,0,3,2,4,0,0,2,0.038899434,0.04095484,0.014355069,-0.013668181
15/06/2019,0.038899434,0,0,0,0,0,0,0,0.04095484,0.014355069,-0.013668181,0.002792076
16/06/2019,0.04095484,0,0,0,0,0,0,0,0.014355069,-0.013668181,0.002792076,0.02457626
17/06/2019,0.014355069,0,0,0,5,0,0,5,-0.013668181,0.002792076,0.02457626,0.044677735
18/06/2019,-0.013668181,0,2,1,2,0,0,1,0.002792076,0.02457626,0.044677735,0.083262345
19/06/2019,0.002792076,0,0,0,0,0,0,0,0.02457626,0.044677735,0.083262345,0.009160516
20/06/2019,0.02457626,0,0,0,0,0,0,0,0.044677735,0.083262345,0.009160516,0.002798036
21/06/2019,0.044677735,0,2,0,0,0,0,0,0.083262345,0.009160516,0.002798036,0.043074651
22/06/2019,0.083262345,0,0,0,0,0,0,0,0.009160516,0.002798036,0.043074651,0.10945745
23/06/2019,0.009160516,0,1,3,0,0,0,-3,0.002798036,0.043074651,0.10945745,-0.101578481
24/06/2019,0.002798036,1,2,1,1,0,0,0,0.043074651,0.10945745,-0.101578481,0.009069456
25/06/2019,0.043074651,0,2,0,0,0,0,0,0.10945745,-0.101578481,0.009069456,0.013217782
26/06/2019,0.10945745,0,0,1,2,0,0,1,-0.101578481,0.009069456,0.013217782,-0.045110681
27/06/2019,-0.101578481,0,0,0,0,0,0,0,0.009069456,0.013217782,-0.045110681,-0.065033901
28/06/2019,0.009069456,0,0,0,0,0,0,0,0.013217782,-0.045110681,-0.065033901,-0.041887065
29/06/2019,0.013217782,0,0,0,0,0,0,0,-0.045110681,-0.065033901,-0.041887065,0.103856284
30/06/2019,-0.045110681,0,0,0,0,0,0,0,-0.065033901,-0.041887065,0.103856284,0.029499337
01/07/2019,-0.065033901,0,0,0,0,0,0,0,-0.041887065,0.103856284,0.029499337,-0.053573439
02/07/2019,-0.041887065,0,4,1,2,0,1,1,0.103856284,0.029499337,-0.053573439,0.026071879
03/07/2019,0.103856284,0,3,6,2,0,3,-4,0.029499337,-0.053573439,0.026071879,-0.005617345
04/07/2019,0.029499337,0,0,0,0,0,0,0,-0.053573439,0.026071879,-0.005617345,0.049793937
05/07/2019,-0.053573439,1,1,10,1,0,0,-9,0.026071879,-0.005617345,0.049793937,0.043950641
06/07/2019,0.026071879,0,0,0,0,0,0,0,-0.005617345,0.049793937,0.043950641,0.002142804
07/07/2019,-0.005617345,0,0,0,0,0,0,0,0.049793937,0.043950641,0.002142804,-0.087115123
08/07/2019,0.049793937,2,2,2,0,0,0,-2,0.043950641,0.002142804,-0.087115123,0.002764351
09/07/2019,0.043950641,0,0,0,1,0,0,1,0.002142804,-0.087115123,0.002764351,-0.023730786
10/07/2019,0.002142804,0,0,0,0,0,1,0,-0.087115123,0.002764351,-0.023730786,-0.061105515
11/07/2019,-0.087115123,0,0,0,0,0,0,0,0.002764351,-0.023730786,-0.061105515,-0.025025971
12/07/2019,0.002764351,0,0,0,0,0,0,0,-0.023730786,-0.061105515,-0.025025971,-0.039386236
13/07/2019,-0.023730786,0,1,5,0,0,0,-5,-0.061105515,-0.025025971,-0.039386236,-0.047531454
14/07/2019,-0.061105515,0,0,0,0,0,0,0,-0.025025971,-0.039386236,-0.047531454,0.056595396
15/07/2019,-0.025025971,0,2,2,4,0,0,2,-0.039386236,-0.047531454,0.056595396,0.032258359
16/07/2019,-0.039386236,0,0,0,0,0,0,0,-0.047531454,0.056595396,0.032258359,0.026117521
17/07/2019,-0.047531454,0,1,1,2,0,1,1,0.056595396,0.032258359,0.026117521,-0.013278137
18/07/2019,0.056595396,0,0,0,0,0,0,0,0.032258359,0.026117521,-0.013278137,-0.019954037
19/07/2019,0.032258359,0,0,1,1,0,0,0,0.026117521,-0.013278137,-0.019954037,-0.033734574
20/07/2019,0.026117521,0,0,0,0,0,0,0,-0.013278137,-0.019954037,-0.033734574,-0.032683934
21/07/2019,-0.013278137,0,5,3,0,0,0,-3,-0.019954037,-0.033734574,-0.032683934,0.029716561
22/07/2019,-0.019954037,0,0,0,0,0,0,0,-0.033734574,-0.032683934,0.029716561,-0.023995576
23/07/2019,-0.033734574,0,0,0,0,0,0,0,-0.032683934,0.029716561,-0.023995576,-0.017146295
24/07/2019,-0.032683934,0,0,0,0,0,0,0,0.029716561,-0.023995576,-0.017146295,-0.01914978
25/07/2019,0.029716561,0,0,0,0,0,0,0,-0.023995576,-0.017146295,-0.01914978,0.010734801
26/07/2019,-0.023995576,0,0,5,0,0,3,-5,-0.017146295,-0.01914978,0.010734801,0.003675829
27/07/2019,-0.017146295,0,1,0,1,0,0,1,-0.01914978,0.010734801,0.003675829,0.031443117
28/07/2019,-0.01914978,0,0,0,0,0,0,0,0.010734801,0.003675829,0.031443117,0.023948685
29/07/2019,0.010734801,0,0,0,0,0,0,0,0.003675829,0.031443117,0.023948685,0.034974538
30/07/2019,0.003675829,0,0,0,0,0,0,0,0.031443117,0.023948685,0.034974538,0.027580599
31/07/2019,0.031443117,0,2,1,0,0,1,-1,0.023948685,0.034974538,0.027580599,0.005455489
01/08/2019,0.023948685,0,0,3,1,0,3,-2,0.034974538,0.027580599,0.005455489,0.070557495
02/08/2019,0.034974538,0,0,0,1,0,0,1,0.027580599,0.005455489,0.070557495,0.010289517
03/08/2019,0.027580599,0,0,0,0,0,0,0,0.005455489,0.070557495,0.010289517,-0.001640343
04/08/2019,0.005455489,0,0,0,0,0,0,0,0.070557495,0.010289517,-0.001640343,0.002301995
05/08/2019,0.070557495,0,0,1,1,0,1,0,0.010289517,-0.001640343,0.002301995,0.001728842
06/08/2019,0.010289517,0,3,0,0,0,0,0,-0.001640343,0.002301995,0.001728842,-0.024458014
07/08/2019,-0.001640343,0,0,0,2,0,0,2,0.002301995,0.001728842,-0.024458014,-0.01419338
08/08/2019,0.002301995,0,0,0,0,0,0,0,0.001728842,-0.024458014,-0.01419338,-5.10E-05
09/08/2019,0.001728842,0,0,0,2,0,0,2,-0.024458014,-0.01419338,-5.10E-05,-0.029674519
10/08/2019,-0.024458014,0,0,0,0,0,0,0,-0.01419338,-5.10E-05,-0.029674519,-0.064305721
11/08/2019,-0.01419338,0,1,1,1,0,0,0,-5.10E-05,-0.029674519,-0.064305721,-0.043681502
12/08/2019,-5.10E-05,0,2,1,1,0,0,0,-0.029674519,-0.064305721,-0.043681502,0.020063919
13/08/2019,-0.029674519,0,0,0,0,0,0,0,-0.064305721,-0.043681502,0.020063919,0.007939758
14/08/2019,-0.064305721,0,0,0,0,0,0,0,-0.043681502,0.020063919,0.007939758,0.009018499
15/08/2019,-0.043681502,0,1,3,1,0,2,-2,0.020063919,0.007939758,0.009018499,0.033860254
16/08/2019,0.020063919,0,3,4,0,0,0,-4,0.007939758,0.009018499,0.033860254,0.006533269
17/08/2019,0.007939758,0,0,0,0,0,0,0,0.009018499,0.033860254,0.006533269,-0.058028726
18/08/2019,0.009018499,0,0,0,0,0,0,0,0.033860254,0.006533269,-0.058028726,-0.015607854
19/08/2019,0.033860254,0,1,0,0,0,0,0,0.006533269,-0.058028726,-0.015607854,0.027974093
20/08/2019,0.006533269,0,0,1,0,0,0,-1,-0.058028726,-0.015607854,0.027974093,-0.019494574
21/08/2019,-0.058028726,0,3,0,1,0,1,1,-0.015607854,0.027974093,-0.019494574,0.000397629
22/08/2019,-0.015607854,0,2,4,0,0,0,-4,0.027974093,-0.019494574,0.000397629,0.027380362
23/08/2019,0.027974093,0,0,3,0,0,2,-3,-0.019494574,0.000397629,0.027380362,-0.022082347
24/08/2019,-0.019494574,0,0,0,0,0,0,0,0.000397629,0.027380362,-0.022082347,-0.025925837
25/08/2019,0.000397629,0,0,0,0,0,0,0,0.027380362,-0.022082347,-0.025925837,-0.044273147
26/08/2019,0.027380362,0,0,0,1,0,2,1,-0.022082347,-0.025925837,-0.044273147,0.00621597
27/08/2019,-0.022082347,0,1,2,0,0,0,-2,-0.025925837,-0.044273147,0.00621597,0.004290246
28/08/2019,-0.025925837,0,2,3,0,0,0,-3,-0.044273147,0.00621597,0.004290246,0.007986304
29/08/2019,-0.044273147,0,0,2,0,0,0,-2,0.00621597,0.004290246,0.007986304,0.045990152
30/08/2019,0.00621597,0,0,0,0,0,0,0,0.004290246,0.007986304,0.045990152,0.041614435
31/08/2019,0.004290246,0,2,1,0,0,0,-1,0.007986304,0.045990152,0.041614435,-0.000125008
01/09/2019,0.007986304,0,0,0,0,0,0,0,0.045990152,0.041614435,-0.000125008,-0.000651981
02/09/2019,0.045990152,3,0,6,2,0,0,-4,0.041614435,-0.000125008,-0.000651981,0.007002035
03/09/2019,0.041614435,0,0,0,1,0,0,1,-0.000125008,-0.000651981,0.007002035,-0.016048725
04/09/2019,-0.000125008,0,0,0,0,0,1,0,-0.000651981,0.007002035,-0.016048725,-0.005042738
05/09/2019,-0.000651981,0,2,1,0,0,0,-1,0.007002035,-0.016048725,-0.005042738,-0.010891879
06/09/2019,0.007002035,0,0,2,2,0,3,0,-0.016048725,-0.005042738,-0.010891879,-0.017757812
07/09/2019,-0.016048725,0,0,1,0,0,0,-1,-0.005042738,-0.010891879,-0.017757812,-0.006186065
08/09/2019,-0.005042738,0,0,0,0,0,0,0,-0.010891879,-0.017757812,-0.006186065,0.018965459
09/09/2019,-0.010891879,0,0,0,1,0,0,1,-0.017757812,-0.006186065,0.018965459,0.004549881
10/09/2019,-0.017757812,2,1,2,0,0,2,-2,-0.006186065,0.018965459,0.004549881,0.005441621
11/09/2019,-0.006186065,0,0,0,5,0,0,5,0.018965459,0.004549881,0.005441621,-0.004990268
12/09/2019,0.018965459,0,0,0,0,0,0,0,0.004549881,0.005441621,-0.004990268,-0.007739532
13/09/2019,0.004549881,0,0,2,0,0,0,-2,0.005441621,-0.004990268,-0.007739532,-0.001892396
14/09/2019,0.005441621,0,0,0,0,0,0,0,-0.004990268,-0.007739532,-0.001892396,-0.002023531
15/09/2019,-0.004990268,0,0,1,0,0,0,-1,-0.007739532,-0.001892396,-0.002023531,-0.021752147
16/09/2019,-0.007739532,0,0,0,0,0,0,0,-0.001892396,-0.002023531,-0.021752147,0.018608296
17/09/2019,-0.001892396,0,0,0,0,0,0,0,-0.002023531,-0.021752147,0.018608296,-0.014429575
18/09/2019,-0.002023531,0,0,3,0,0,0,-3,-0.021752147,0.018608296,-0.014429575,-0.003872563
19/09/2019,-0.021752147,0,0,1,1,0,0,0,0.018608296,-0.014429575,-0.003872563,-0.015484558
20/09/2019,0.018608296,0,3,0,2,0,1,2,-0.014429575,-0.003872563,-0.015484558,-0.112178706
21/09/2019,-0.014429575,0,0,0,0,0,0,0,-0.003872563,-0.015484558,-0.112178706,-0.046826738
22/09/2019,-0.003872563,0,0,0,0,0,0,0,-0.015484558,-0.112178706,-0.046826738,-0.038125922
23/09/2019,-0.015484558,0,4,3,1,0,1,-2,-0.112178706,-0.046826738,-0.038125922,-0.01164067
24/09/2019,-0.112178706,0,2,4,0,0,3,-4,-0.046826738,-0.038125922,-0.01164067,0.016084613
25/09/2019,-0.046826738,0,0,3,2,0,1,-1,-0.038125922,-0.01164067,0.016084613,-0.01389947
26/09/2019,-0.038125922,0,3,1,0,0,0,-1,-0.01164067,0.016084613,-0.01389947,0.001771086
27/09/2019,-0.01164067,0,4,2,1,0,3,-1,0.016084613,-0.01389947,0.001771086,0.037692694
28/09/2019,0.016084613,0,2,3,0,0,0,-3,-0.01389947,0.001771086,0.037692694,-0.015784565
29/09/2019,-0.01389947,0,0,0,1,0,0,1,0.001771086,0.037692694,-0.015784565,-0.005815019
30/09/2019,0.001771086,0,2,2,0,0,0,-2,0.037692694,-0.015784565,-0.005815019,-0.007023478
01/10/2019,0.037692694,0,2,1,0,0,0,-1,-0.015784565,-0.005815019,-0.007023478,-0.005622032
02/10/2019,-0.015784565,0,2,0,0,0,0,0,-0.005815019,-0.007023478,-0.005622032,-0.019170274
03/10/2019,-0.005815019,0,0,0,0,0,0,0,-0.007023478,-0.005622032,-0.019170274,0.015134265
04/10/2019,-0.007023478,0,1,0,0,0,0,0,-0.005622032,-0.019170274,0.015134265,0.016464703
05/10/2019,-0.005622032,0,0,1,1,0,0,0,-0.019170274,0.015134265,0.016464703,0.028875297
06/10/2019,-0.019170274,0,0,2,0,0,0,-2,0.015134265,0.016464703,0.028875297,0.012052304
07/10/2019,0.015134265,0,1,0,1,0,1,1,0.016464703,0.028875297,0.012052304,-0.013782943
08/10/2019,0.016464703,0,0,2,2,0,0,0,0.028875297,0.012052304,-0.013782943,-0.0122124
09/10/2019,0.028875297,0,0,0,1,0,0,1,0.012052304,-0.013782943,-0.0122124,0.000642839
10/10/2019,0.012052304,0,1,1,2,0,0,1,-0.013782943,-0.0122124,0.000642839,-0.003370657
11/10/2019,-0.013782943,0,0,1,3,0,0,2,-0.0122124,0.000642839,-0.003370657,-0.007059713
12/10/2019,-0.0122124,0,0,1,1,0,0,0,0.000642839,-0.003370657,-0.007059713,-0.029560908
13/10/2019,0.000642839,0,0,0,0,0,0,0,-0.003370657,-0.007059713,-0.029560908,0.004557781
14/10/2019,-0.003370657,0,0,0,2,0,0,2,-0.007059713,-0.029560908,0.004557781,-0.015699036
15/10/2019,-0.007059713,0,0,0,0,0,0,0,-0.029560908,0.004557781,-0.015699036,0.003904436
16/10/2019,-0.029560908,0,0,1,1,0,0,0,0.004557781,-0.015699036,0.003904436,0.015412198
17/10/2019,0.004557781,0,0,2,0,0,0,-2,-0.015699036,0.003904436,0.015412198,0.016732379
18/10/2019,-0.015699036,0,0,0,0,0,0,0,0.003904436,0.015412198,0.016732379,-0.00496197
19/10/2019,0.003904436,0,0,0,2,0,2,2,0.015412198,0.016732379,-0.00496197,-0.080268222
20/10/2019,0.015412198,0,0,0,0,0,0,0,0.016732379,-0.00496197,-0.080268222,-0.01741168
21/10/2019,0.016732379,0,0,2,4,0,0,2,-0.00496197,-0.080268222,-0.01741168,0.093963727
22/10/2019,-0.00496197,0,3,2,2,0,0,0,-0.080268222,-0.01741168,0.093963727,0.12612774
23/10/2019,-0.080268222,0,2,2,3,0,0,1,-0.01741168,0.093963727,0.12612774,0.010493768
24/10/2019,-0.01741168,0,12,2,0,0,0,-2,0.093963727,0.12612774,0.010493768,4.54E-05
25/10/2019,0.093963727,0,0,1,3,0,0,2,0.12612774,0.010493768,4.54E-05,-0.012929795
26/10/2019,0.12612774,0,0,0,0,0,0,0,0.010493768,4.54E-05,-0.012929795,-0.024195827
27/10/2019,0.010493768,0,0,0,0,0,0,0,4.54E-05,-0.012929795,-0.024195827,0.001530625
28/10/2019,4.54E-05,0,5,8,1,0,0,-7,-0.012929795,-0.024195827,0.001530625,-0.00161112
29/10/2019,-0.012929795,0,0,0,0,0,0,0,-0.024195827,0.001530625,-0.00161112,0.013193151
30/10/2019,-0.024195827,0,0,0,0,0,0,0,0.001530625,-0.00161112,0.013193151,-0.011172816
31/10/2019,0.001530625,1,3,3,1,0,4,-2,-0.00161112,0.013193151,-0.011172816,0.017048067
01/11/2019,-0.00161112,0,0,6,0,0,0,-6,0.013193151,-0.011172816,0.017048067,-0.001273728
02/11/2019,0.013193151,0,2,2,0,0,0,-2,-0.011172816,0.017048067,-0.001273728,0.001226715
03/11/2019,-0.011172816,0,1,2,2,0,0,0,0.017048067,-0.001273728,0.001226715,-0.013096274
04/11/2019,0.017048067,1,0,1,0,0,0,-1,-0.001273728,0.001226715,-0.013096274,-0.035314069
05/11/2019,-0.001273728,0,3,0,0,0,0,0,0.001226715,-0.013096274,-0.035314069,-0.010713634
06/11/2019,0.001226715,0,1,0,0,0,0,0,-0.013096274,-0.035314069,-0.010713634,0.018317343
07/11/2019,-0.013096274,2,2,2,1,0,1,-1,-0.035314069,-0.010713634,0.018317343,-0.02608211
08/11/2019,-0.035314069,0,0,0,0,0,0,0,-0.010713634,0.018317343,-0.02608211,-0.003035378
09/11/2019,-0.010713634,0,0,0,0,0,0,0,0.018317343,-0.02608211,-0.003035378,0.003525393
10/11/2019,0.018317343,0,1,0,0,0,0,0,-0.02608211,-0.003035378,0.003525393,-0.013015139
11/11/2019,-0.02608211,0,1,3,0,0,0,-3,-0.003035378,0.003525393,-0.013015139,-0.009854146
12/11/2019,-0.003035378,0,2,0,2,0,0,2,0.003525393,-0.013015139,-0.009854146,-0.009366076
13/11/2019,0.003525393,0,0,0,2,0,0,2,-0.013015139,-0.009854146,-0.009366076,0.005221466
14/11/2019,-0.013015139,0,1,2,1,0,0,-1,-0.009854146,-0.009366076,0.005221466,-0.025466515
15/11/2019,-0.009854146,0,0,0,0,0,0,0,-0.009366076,0.005221466,-0.025466515,-0.025855605
16/11/2019,-0.009366076,0,1,1,0,0,0,-1,0.005221466,-0.025466515,-0.025855605,0.000177158
17/11/2019,0.005221466,0,0,0,0,0,0,0,-0.025466515,-0.025855605,0.000177158,-0.048319068
18/11/2019,-0.025466515,0,2,0,0,0,0,0,-0.025855605,0.000177158,-0.048319068,-0.072913501
19/11/2019,-0.025855605,0,0,0,0,0,0,0,0.000177158,-0.048319068,-0.072913501,0.003426012
20/11/2019,0.000177158,0,0,0,3,0,2,3,-0.048319068,-0.072913501,0.003426012,-0.01817171
21/11/2019,-0.048319068,0,1,3,1,0,0,-2,-0.072913501,0.003426012,-0.01817171,-0.026757575
22/11/2019,-0.072913501,0,1,1,2,0,0,1,0.003426012,-0.01817171,-0.026757575,0.031759531
23/11/2019,0.003426012,0,0,0,0,0,0,0,-0.01817171,-0.026757575,0.031759531,0.019480917
24/11/2019,-0.01817171,0,1,1,0,0,1,-1,-0.026757575,0.031759531,0.019480917,0.032048673
25/11/2019,-0.026757575,0,0,2,2,0,1,0,0.031759531,0.019480917,0.032048673,0.01700472
26/11/2019,0.031759531,0,0,0,0,0,0,0,0.019480917,0.032048673,0.01700472,-0.002434652
27/11/2019,0.019480917,0,0,0,0,1,0,0,0.032048673,0.01700472,-0.002434652,-0.037080523
28/11/2019,0.032048673,0,0,2,2,0,0,0,0.01700472,-0.002434652,-0.037080523,-0.009714311
29/11/2019,0.01700472,0,0,0,0,0,0,0,-0.002434652,-0.037080523,-0.009714311,0.004288455
30/11/2019,-0.002434652,0,0,0,0,0,0,0,-0.037080523,-0.009714311,0.004288455,0.004198684
01/12/2019,-0.037080523,0,0,0,0,0,0,0,-0.009714311,0.004288455,0.004198684,-0.000579424
02/12/2019,-0.009714311,0,0,0,0,0,0,0,0.004288455,0.004198684,-0.000579424,0.012644298
03/12/2019,0.004288455,0,0,1,1,0,0,0,0.004198684,-0.000579424,0.012644298,0.013959514
04/12/2019,0.004198684,0,0,0,0,0,0,0,-0.000579424,0.012644298,0.013959514,-0.006617695
05/12/2019,-0.000579424,0,0,0,0,0,0,0,0.012644298,0.013959514,-0.006617695,-0.007441335
06/12/2019,0.012644298,0,0,0,0,0,1,0,0.013959514,-0.006617695,-0.007441335,-0.021702045
07/12/2019,0.013959514,0,0,0,0,0,0,0,-0.006617695,-0.007441335,-0.021702045,-0.010816787
08/12/2019,-0.006617695,0,0,0,0,0,0,0,-0.007441335,-0.021702045,-0.010816787,-0.00328902
09/12/2019,-0.007441335,0,0,3,3,0,2,0,-0.021702045,-0.010816787,-0.00328902,0.006344064
10/12/2019,-0.021702045,0,2,0,0,0,0,0,-0.010816787,-0.00328902,0.006344064,-0.014711073
11/12/2019,-0.010816787,0,2,0,1,0,0,1,-0.00328902,0.006344064,-0.014711073,-0.002793792
12/12/2019,-0.00328902,0,0,3,1,0,0,-2,0.006344064,-0.014711073,-0.002793792,-0.01739995
13/12/2019,0.006344064,0,1,0,1,0,0,1,-0.014711073,-0.002793792,-0.01739995,-0.036042628
14/12/2019,-0.014711073,1,2,5,0,0,3,-5,-0.002793792,-0.01739995,-0.036042628,0.01311863
15/12/2019,-0.002793792,0,0,1,0,0,0,-1,-0.01739995,-0.036042628,0.01311863,0.042930002
16/12/2019,-0.01739995,0,0,1,0,0,0,-1,-0.036042628,0.01311863,0.042930002,0.002626646
17/12/2019,-0.036042628,0,1,2,0,0,0,-2,0.01311863,0.042930002,0.002626646,-0.001652644
18/12/2019,0.01311863,0,5,7,0,0,0,-7,0.042930002,0.002626646,-0.001652644,0.029078091
19/12/2019,0.042930002,0,2,1,0,0,0,-1,0.002626646,-0.001652644,0.029078091,0.01797825
20/12/2019,0.002626646,0,0,0,0,0,0,0,-0.001652644,0.029078091,0.01797825,-0.025510399
21/12/2019,-0.001652644,0,0,0,0,0,0,0,0.029078091,0.01797825,-0.025510399,-0.015199436
22/12/2019,0.029078091,0,0,0,0,0,0,0,0.01797825,-0.025510399,-0.015199436,0.008998536
23/12/2019,0.01797825,0,0,0,4,0,0,4,-0.025510399,-0.015199436,0.008998536,-0.011546802
24/12/2019,-0.025510399,0,0,1,1,0,1,0,-0.015199436,0.008998536,-0.011546802,0.016552666
25/12/2019,-0.015199436,0,0,0,0,0,0,0,0.008998536,-0.011546802,0.016552666,0.013777396
26/12/2019,0.008998536,0,0,0,0,0,0,0,-0.011546802,0.016552666,0.013777396,-0.016310409
27/12/2019,-0.011546802,0,0,0,0,0,0,0,0.016552666,0.013777396,-0.016310409,-0.012013699
28/12/2019,0.016552666,0,0,0,0,0,0,0,0.013777396,-0.016310409,-0.012013699,7.84E-05
29/12/2019,0.013777396,0,1,0,0,0,1,0,-0.016310409,-0.012013699,7.84E-05,-0.023475175
30/12/2019,-0.016310409,0,2,0,0,0,0,0,-0.012013699,7.84E-05,-0.023475175,0.027658239
31/12/2019,-0.012013699,0,0,0,0,0,0,0,7.84E-05,-0.023475175,0.027658239,0.011694258
01/01/2020,7.84E-05,0,0,0,1,0,0,1,-0.023475175,0.027658239,0.011694258,0.015056193
02/01/2020,-0.023475175,0,0,1,0,0,0,-1,0.027658239,0.011694258,0.015056193,0.022944659
03/01/2020,0.027658239,0,0,0,0,0,0,0,0.011694258,0.015056193,0.022944659,0.040818822
04/01/2020,0.011694258,0,0,1,1,0,0,0,0.015056193,0.022944659,0.040818822,0.035853921
05/01/2020,0.015056193,0,0,0,1,0,0,1,0.022944659,0.040818822,0.035853921,-0.041508522
06/01/2020,0.022944659,0,0,0,5,0,1,5,0.040818822,0.035853921,-0.041508522,0.006357667
07/01/2020,0.040818822,0,0,0,0,0,0,0,0.035853921,-0.041508522,0.006357667,0.022058008
08/01/2020,0.035853921,0,0,2,1,0,0,-1,-0.041508522,0.006357667,0.022058008,-0.00169851
09/01/2020,-0.041508522,0,0,2,1,0,0,-1,0.006357667,0.022058008,-0.00169851,-0.001004115
10/01/2020,0.006357667,0,0,0,0,0,0,0,0.022058008,-0.00169851,-0.001004115,0.057735756
11/01/2020,0.022058008,0,1,0,1,0,5,1,-0.00169851,-0.001004115,0.057735756,0.018704748
12/01/2020,-0.00169851,0,3,0,1,0,0,1,-0.001004115,0.057735756,0.018704748,-0.011759143
13/01/2020,-0.001004115,0,0,3,0,0,1,-3,0.057735756,0.018704748,-0.011759143,0.025585663
14/01/2020,0.057735756,0,0,0,0,0,0,0,0.018704748,-0.011759143,0.025585663,0.001193837
15/01/2020,0.018704748,0,0,0,1,0,0,1,-0.011759143,0.025585663,0.001193837,-0.013035691
16/01/2020,-0.011759143,0,1,1,2,0,1,1,0.025585663,0.001193837,-0.013035691,-0.016839943
17/01/2020,0.025585663,0,5,3,0,0,0,-3,0.001193837,-0.013035691,-0.016839943,-0.00011646
18/01/2020,0.001193837,0,0,0,0,0,0,0,-0.013035691,-0.016839943,-0.00011646,0.002847732
19/01/2020,-0.013035691,0,0,0,1,0,0,1,-0.016839943,-0.00011646,0.002847732,-0.029921756
20/01/2020,-0.016839943,0,1,3,1,0,0,-2,-0.00011646,0.002847732,-0.029921756,-0.004167852
21/01/2020,-0.00011646,0,1,2,1,0,1,-1,0.002847732,-0.029921756,-0.004167852,-0.005461206
22/01/2020,0.002847732,0,0,0,0,0,0,0,-0.029921756,-0.004167852,-0.005461206,0.012087675
23/01/2020,-0.029921756,0,0,0,0,0,0,0,-0.004167852,-0.005461206,0.012087675,0.039467867
24/01/2020,-0.004167852,0,0,0,0,0,0,0,-0.005461206,0.012087675,0.039467867,0.034711093
25/01/2020,-0.005461206,0,0,0,0,0,0,0,0.012087675,0.039467867,0.034711093,0.026038468
26/01/2020,0.012087675,0,0,0,0,0,0,0,0.039467867,0.034711093,0.026038468,0.00648799
27/01/2020,0.039467867,1,2,1,1,0,0,0,0.034711093,0.026038468,0.00648799,-0.006213948
28/01/2020,0.034711093,0,0,0,0,0,0,0,0.026038468,0.00648799,-0.006213948,0.003930204
29/01/2020,0.026038468,0,1,4,1,0,0,-3,0.00648799,-0.006213948,0.003930204,-0.003461654
30/01/2020,0.00648799,0,0,0,0,0,0,0,-0.006213948,0.003930204,-0.003461654,0.001949437
31/01/2020,-0.006213948,0,0,4,0,0,0,-4,0.003930204,-0.003461654,0.001949437,-0.017632301
01/02/2020,0.003930204,0,0,1,0,0,1,-1,-0.003461654,0.001949437,-0.017632301,0.03048607
02/02/2020,-0.003461654,0,0,0,0,0,0,0,0.001949437,-0.017632301,0.03048607,0.023374364
03/02/2020,0.001949437,0,3,0,0,0,0,0,-0.017632301,0.03048607,0.023374364,0.007189105
04/02/2020,-0.017632301,1,6,2,1,0,0,-1,0.03048607,0.023374364,0.007189105,0.002409081
05/02/2020,0.03048607,0,0,2,0,0,0,-2,0.023374364,0.007189105,0.002409081,0.025449339
06/02/2020,0.023374364,1,4,0,1,0,0,1,0.007189105,0.002409081,0.025449339,-0.015183256
07/02/2020,0.007189105,0,1,0,0,0,0,0,0.002409081,0.025449339,-0.015183256,0.015118381
08/02/2020,0.002409081,0,0,1,0,0,1,-1,0.025449339,-0.015183256,0.015118381,0.026871987
09/02/2020,0.025449339,0,0,1,3,0,1,2,-0.015183256,0.015118381,0.026871987,-0.007592687
10/02/2020,-0.015183256,0,3,3,7,0,1,4,0.015118381,0.026871987,-0.007592687,-0.001444748
