date,percentage_change,constraining,litigious,negative,positive,superfluous,uncertainty,sentiment,p1_percentage_change,p2_percentage_change,p3_percentage_change,p4_percentage_change
12/09/2018,-0.002694302,1,2,3,1,0,0,-2,0.029766507,0.004932981,0.00411458,-0.009687889
13/09/2018,0.029766507,0,0,0,1,0,0,1,0.004932981,0.00411458,-0.009687889,-0.021066823
14/09/2018,0.004932981,0,2,3,4,0,1,1,0.00411458,-0.009687889,-0.021066823,-0.002801843
15/09/2018,0.00411458,0,1,0,0,0,0,0,-0.009687889,-0.021066823,-0.002801843,0.003731935
16/09/2018,-0.009687889,0,0,0,0,0,0,0,-0.021066823,-0.002801843,0.003731935,0.013346292
17/09/2018,-0.021066823,0,1,0,3,0,0,3,-0.002801843,0.003731935,0.013346292,0.038613534
18/09/2018,-0.002801843,0,0,5,0,0,1,-5,0.003731935,0.013346292,0.038613534,0.004101273
19/09/2018,0.003731935,0,0,0,1,0,1,1,0.013346292,0.038613534,0.004101273,0.001408825
20/09/2018,0.013346292,0,0,1,3,0,0,2,0.038613534,0.004101273,0.001408825,-0.012854705
21/09/2018,0.038613534,0,0,1,0,0,1,-1,0.004101273,0.001408825,-0.012854705,-0.032753009
22/09/2018,0.004101273,0,0,0,0,0,0,0,0.001408825,-0.012854705,-0.032753009,0.008700865
23/09/2018,0.001408825,0,0,0,0,0,0,0,-0.012854705,-0.032753009,0.008700865,0.014009745
24/09/2018,-0.012854705,0,0,0,2,0,1,2,-0.032753009,0.008700865,0.014009745,0.01472847
25/09/2018,-0.032753009,0,0,0,1,0,0,1,0.008700865,0.014009745,0.01472847,-0.017955643
26/09/2018,0.008700865,0,2,1,2,0,0,1,0.014009745,0.01472847,-0.017955643,0.004932668
27/09/2018,0.014009745,0,0,0,0,0,0,0,0.01472847,-0.017955643,0.004932668,-0.002463174
28/09/2018,0.01472847,4,4,0,0,0,0,0,-0.017955643,0.004932668,-0.002463174,-0.004997091
29/09/2018,-0.017955643,0,0,0,0,0,0,0,0.004932668,-0.002463174,-0.004997091,-0.013081278
30/09/2018,0.004932668,0,0,0,0,0,0,0,-0.002463174,-0.004997091,-0.013081278,0.01649013
01/10/2018,-0.002463174,0,1,1,1,0,0,0,-0.004997091,-0.013081278,0.01649013,0.000537187
02/10/2018,-0.004997091,0,0,0,0,0,0,0,-0.013081278,0.01649013,0.000537187,-0.000211359
03/10/2018,-0.013081278,0,0,0,0,0,0,0,0.01649013,0.000537187,-0.000211359,0.000177521
04/10/2018,0.01649013,0,0,0,0,0,0,0,0.000537187,-0.000211359,0.000177521,0.006102155
05/10/2018,0.000537187,0,0,1,0,0,0,-1,-0.000211359,0.000177521,0.006102155,-0.001342452
06/10/2018,-0.000211359,0,0,0,0,0,0,0,0.000177521,0.006102155,-0.001342452,-0.014432248
07/10/2018,0.000177521,0,0,0,0,0,0,0,0.006102155,-0.001342452,-0.014432248,-0.046542455
08/10/2018,0.006102155,0,0,0,0,0,0,0,-0.001342452,-0.014432248,-0.046542455,-0.001329282
09/10/2018,-0.001342452,0,6,5,0,0,1,-5,-0.014432248,-0.046542455,-0.001329282,1.89E-05
10/10/2018,-0.014432248,0,2,4,1,0,1,-3,-0.046542455,-0.001329282,1.89E-05,0.006453796
11/10/2018,-0.046542455,0,0,0,1,0,0,1,-0.001329282,1.89E-05,0.006453796,0.034452396
12/10/2018,-0.001329282,0,0,0,0,0,0,0,1.89E-05,0.006453796,0.034452396,-0.002763445
13/10/2018,1.89E-05,0,0,0,0,0,0,0,0.006453796,0.034452396,-0.002763445,-0.000493807
14/10/2018,0.006453796,0,0,0,0,0,0,0,0.034452396,-0.002763445,-0.000493807,-0.002746432
15/10/2018,0.034452396,0,0,4,1,0,0,-3,-0.002763445,-0.000493807,-0.002746432,-0.005476283
16/10/2018,-0.002763445,0,0,4,1,0,0,-3,-0.000493807,-0.002746432,-0.005476283,0.002245054
17/10/2018,-0.000493807,0,3,2,1,0,2,-1,-0.002746432,-0.005476283,0.002245054,0.005496992
18/10/2018,-0.002746432,0,1,0,3,0,0,3,-0.005476283,0.002245054,0.005496992,-0.004799469
19/10/2018,-0.005476283,0,2,1,0,0,0,-1,0.002245054,0.005496992,-0.004799469,-0.001405225
20/10/2018,0.002245054,0,0,0,0,0,0,0,0.005496992,-0.004799469,-0.001405225,0.005646989
21/10/2018,0.005496992,0,0,0,0,0,0,0,-0.004799469,-0.001405225,0.005646989,-0.005079012
22/10/2018,-0.004799469,0,1,0,0,0,0,0,-0.001405225,0.005646989,-0.005079012,0.001827594
23/10/2018,-0.001405225,1,2,1,1,0,0,0,0.005646989,-0.005079012,0.001827594,-0.000689065
24/10/2018,0.005646989,0,1,3,4,0,0,1,-0.005079012,0.001827594,-0.000689065,-0.000386009
25/10/2018,-0.005079012,0,3,1,0,0,1,-1,0.001827594,-0.000689065,-0.000386009,-0.016490419
26/10/2018,0.001827594,0,0,0,1,0,0,1,-0.000689065,-0.000386009,-0.016490419,-0.005664818
27/10/2018,-0.000689065,0,0,0,0,0,0,0,-0.000386009,-0.016490419,-0.005664818,0.002776766
28/10/2018,-0.000386009,0,0,0,0,0,0,0,-0.016490419,-0.005664818,0.002776766,0.005641957
29/10/2018,-0.016490419,0,0,0,1,0,0,1,-0.005664818,0.002776766,0.005641957,0.005707749
30/10/2018,-0.005664818,0,2,0,2,0,0,2,0.002776766,0.005641957,0.005707749,-0.003257517
31/10/2018,0.002776766,0,0,0,1,0,0,1,0.005641957,0.005707749,-0.003257517,0.010910135
01/11/2018,0.005641957,0,0,4,2,0,0,-2,0.005707749,-0.003257517,0.010910135,0.00026328
02/11/2018,0.005707749,0,1,0,0,0,0,0,-0.003257517,0.010910135,0.00026328,0.002696539
03/11/2018,-0.003257517,0,0,0,0,0,0,0,0.010910135,0.00026328,0.002696539,0.013568702
04/11/2018,0.010910135,0,0,0,0,0,0,0,0.00026328,0.002696539,0.013568702,-0.00977859
05/11/2018,0.00026328,0,1,1,1,0,2,0,0.002696539,0.013568702,-0.00977859,-0.013054711
06/11/2018,0.002696539,0,0,1,0,0,0,-1,0.013568702,-0.00977859,-0.013054711,-0.001639137
07/11/2018,0.013568702,0,1,0,1,0,2,1,-0.00977859,-0.013054711,-0.001639137,-0.005606929
08/11/2018,-0.00977859,0,4,2,1,0,0,-1,-0.013054711,-0.001639137,-0.005606929,0.00468099
09/11/2018,-0.013054711,0,0,1,1,0,0,0,-0.001639137,-0.005606929,0.00468099,-0.009389936
10/11/2018,-0.001639137,0,0,0,0,0,0,0,-0.005606929,0.00468099,-0.009389936,-0.097018612
11/11/2018,-0.005606929,0,0,1,0,0,0,-1,0.00468099,-0.009389936,-0.097018612,-0.050044556
12/11/2018,0.00468099,0,0,0,5,0,0,5,-0.009389936,-0.097018612,-0.050044556,0.013057854
13/11/2018,-0.009389936,0,0,1,1,0,0,0,-0.097018612,-0.050044556,0.013057854,-0.008148366
14/11/2018,-0.097018612,0,3,2,0,0,0,-2,-0.050044556,0.013057854,-0.008148366,0.010944061
15/11/2018,-0.050044556,0,0,1,1,0,0,0,0.013057854,-0.008148366,0.010944061,-0.089533948
16/11/2018,0.013057854,0,0,0,0,0,0,0,-0.008148366,0.010944061,-0.089533948,-0.141729127
17/11/2018,-0.008148366,0,0,2,0,0,0,-2,0.010944061,-0.089533948,-0.141729127,-0.001885313
18/11/2018,0.010944061,0,0,0,0,0,0,0,-0.089533948,-0.141729127,-0.001885313,-0.003808818
19/11/2018,-0.089533948,0,7,3,1,0,1,-2,-0.141729127,-0.001885313,-0.003808818,-0.047598341
20/11/2018,-0.141729127,0,7,5,1,0,1,-4,-0.001885313,-0.003808818,-0.047598341,-0.06521665
21/11/2018,-0.001885313,2,0,0,0,0,0,0,-0.003808818,-0.047598341,-0.06521665,-0.053516431
22/11/2018,-0.003808818,0,1,2,0,0,0,-2,-0.047598341,-0.06521665,-0.053516431,0.009851411
23/11/2018,-0.047598341,0,0,0,4,0,0,4,-0.06521665,-0.053516431,0.009851411,-0.029164202
24/11/2018,-0.06521665,0,0,0,0,0,0,0,-0.053516431,0.009851411,-0.029164202,0.097600595
25/11/2018,-0.053516431,0,0,0,0,0,0,0,0.009851411,-0.029164202,0.097600595,0.031764949
26/11/2018,0.009851411,0,0,0,0,0,0,0,-0.029164202,0.097600595,0.031764949,-0.048816082
27/11/2018,-0.029164202,0,1,2,1,0,0,-1,0.097600595,0.031764949,-0.048816082,0.01439247
28/11/2018,0.097600595,0,4,1,1,0,0,0,0.031764949,-0.048816082,0.01439247,0.00654136
29/11/2018,0.031764949,0,0,0,2,0,0,2,-0.048816082,0.01439247,0.00654136,-0.056917485
30/11/2018,-0.048816082,0,0,1,2,0,0,1,0.01439247,0.00654136,-0.056917485,0.000345777
01/12/2018,0.01439247,0,0,0,0,0,0,0,0.00654136,-0.056917485,0.000345777,-0.032459371
02/12/2018,0.00654136,0,0,1,0,0,0,-1,-0.056917485,0.000345777,-0.032459371,-0.03418149
03/12/2018,-0.056917485,0,4,0,3,0,0,3,0.000345777,-0.032459371,-0.03418149,-0.090428119
04/12/2018,0.000345777,0,2,4,1,0,0,-3,-0.032459371,-0.03418149,-0.090428119,0.008783203
05/12/2018,-0.032459371,0,0,1,2,0,1,1,-0.03418149,-0.090428119,0.008783203,0.032051231
06/12/2018,-0.03418149,0,0,0,5,0,0,5,-0.090428119,0.008783203,0.032051231,-0.013815118
07/12/2018,-0.090428119,0,0,0,0,0,0,0,0.008783203,0.032051231,-0.013815118,-0.02661404
08/12/2018,0.008783203,0,0,0,0,0,0,0,0.032051231,-0.013815118,-0.02661404,0.015399098
09/12/2018,0.032051231,0,0,0,0,0,0,0,-0.013815118,-0.02661404,0.015399098,-0.020157774
10/12/2018,-0.013815118,0,4,2,2,0,0,0,-0.02661404,0.015399098,-0.020157774,-0.038345961
11/12/2018,-0.02661404,0,0,0,0,0,0,0,0.015399098,-0.020157774,-0.038345961,-0.014969995
12/12/2018,0.015399098,0,2,0,0,0,0,0,-0.020157774,-0.038345961,-0.014969995,0.01530702
13/12/2018,-0.020157774,1,0,2,1,0,0,-1,-0.038345961,-0.014969995,0.01530702,0.050623461
14/12/2018,-0.038345961,0,0,4,1,0,0,-3,-0.014969995,0.01530702,0.050623461,0.03510429
15/12/2018,-0.014969995,0,0,0,0,0,0,0,0.01530702,0.050623461,0.03510429,0.066167093
16/12/2018,0.01530702,0,0,0,0,0,0,0,0.050623461,0.03510429,0.066167093,0.053373815
17/12/2018,0.050623461,0,1,3,1,0,0,-2,0.03510429,0.066167093,0.053373815,-0.003814522
18/12/2018,0.03510429,0,0,1,2,0,2,1,0.066167093,0.053373815,-0.003814522,-0.025821845
19/12/2018,0.066167093,0,1,1,1,0,0,0,0.053373815,-0.003814522,-0.025821845,0.028638767
20/12/2018,0.053373815,0,0,0,0,0,0,0,-0.003814522,-0.025821845,0.028638767,0.037424163
21/12/2018,-0.003814522,0,0,0,2,0,1,2,-0.025821845,0.028638767,0.037424163,-0.092609061
22/12/2018,-0.025821845,0,0,0,0,0,0,0,0.028638767,0.037424163,-0.092609061,-0.001545581
23/12/2018,0.028638767,0,0,0,0,0,0,0,0.037424163,-0.092609061,-0.001545581,-0.019787314
24/12/2018,0.037424163,0,0,0,0,0,0,0,-0.092609061,-0.001545581,-0.019787314,0.011417633
25/12/2018,-0.092609061,0,0,0,0,0,0,0,-0.001545581,-0.019787314,0.011417633,0.031755396
26/12/2018,-0.001545581,0,0,0,0,0,1,0,-0.019787314,0.011417633,0.031755396,-0.021414581
27/12/2018,-0.019787314,0,0,0,0,0,0,0,0.011417633,0.031755396,-0.021414581,-0.009382502
28/12/2018,0.011417633,0,2,4,0,0,0,-4,0.031755396,-0.021414581,-0.009382502,-0.01090814
29/12/2018,0.031755396,0,0,0,0,0,0,0,-0.021414581,-0.009382502,-0.01090814,0.031431349
30/12/2018,-0.021414581,0,0,0,0,0,0,0,-0.009382502,-0.01090814,0.031431349,-0.003481627
31/12/2018,-0.009382502,0,1,1,0,0,0,-1,-0.01090814,0.031431349,-0.003481627,-0.008214309
01/01/2019,-0.01090814,0,0,1,0,0,1,-1,0.031431349,-0.003481627,-0.008214309,0.012454922
02/01/2019,0.031431349,0,1,1,0,0,0,-1,-0.003481627,-0.008214309,0.012454922,0.033501423
03/01/2019,-0.003481627,0,0,1,1,0,0,0,-0.008214309,0.012454922,0.033501423,0.012609675
04/01/2019,-0.008214309,0,0,0,0,0,3,0,0.012454922,0.033501423,0.012609675,-0.000284948
05/01/2019,0.012454922,0,0,0,0,0,0,0,0.033501423,0.012609675,-0.000284948,-0.002236145
06/01/2019,0.033501423,0,0,0,3,0,0,3,0.012609675,-0.000284948,-0.002236145,-0.065996241
07/01/2019,0.012609675,0,2,0,0,0,0,0,-0.000284948,-0.002236145,-0.065996241,-0.034425279
08/01/2019,-0.000284948,0,0,0,0,0,0,0,-0.002236145,-0.065996241,-0.034425279,-0.00343195
09/01/2019,-0.002236145,0,0,0,0,0,0,0,-0.065996241,-0.034425279,-0.00343195,-0.022391584
10/01/2019,-0.065996241,1,4,0,1,0,0,1,-0.034425279,-0.00343195,-0.022391584,0.018936724
11/01/2019,-0.034425279,0,0,0,0,0,0,0,-0.00343195,-0.022391584,0.018936724,0.004563819
12/01/2019,-0.00343195,0,0,0,0,0,0,0,-0.022391584,0.018936724,0.004563819,-0.006578701
13/01/2019,-0.022391584,0,0,0,0,0,0,0,0.018936724,0.004563819,-0.006578701,-0.000583728
14/01/2019,0.018936724,0,0,1,0,0,3,-1,0.004563819,-0.006578701,-0.000583728,0.002635096
15/01/2019,0.004563819,0,1,5,0,0,1,-5,-0.006578701,-0.000583728,0.002635096,0.023413648
16/01/2019,-0.006578701,0,0,1,0,0,0,-1,-0.000583728,0.002635096,0.023413648,-0.034880484
17/01/2019,-0.000583728,0,0,0,0,0,0,0,0.002635096,0.023413648,-0.034880484,-0.010633703
18/01/2019,0.002635096,0,2,0,0,0,0,0,0.023413648,-0.034880484,-0.010633703,0.003409182
19/01/2019,0.023413648,0,0,0,0,0,0,0,-0.034880484,-0.010633703,0.003409182,0.004605543
20/01/2019,-0.034880484,0,0,0,0,0,0,0,-0.010633703,0.003409182,0.004605543,-0.002784004
21/01/2019,-0.010633703,0,1,0,0,0,0,0,0.003409182,0.004605543,-0.002784004,-0.001135306
22/01/2019,0.003409182,2,0,2,1,0,0,-1,0.004605543,-0.002784004,-0.001135306,0.009464644
23/01/2019,0.004605543,0,7,2,0,0,0,-2,-0.002784004,-0.001135306,0.009464644,-0.01350905
24/01/2019,-0.002784004,1,1,4,0,0,0,-4,-0.001135306,0.009464644,-0.01350905,-0.030098532
25/01/2019,-0.001135306,0,0,0,1,0,0,1,0.009464644,-0.01350905,-0.030098532,-0.012384075
26/01/2019,0.009464644,0,1,0,0,0,0,0,-0.01350905,-0.030098532,-0.012384075,0.010807141
27/01/2019,-0.01350905,0,0,0,0,0,0,0,-0.030098532,-0.012384075,0.010807141,-0.002299069
28/01/2019,-0.030098532,0,0,4,2,0,0,-2,-0.012384075,0.010807141,-0.002299069,-0.001993401
29/01/2019,-0.012384075,0,0,0,0,0,0,0,0.010807141,-0.002299069,-0.001993401,0.006720698
30/01/2019,0.010807141,0,0,0,0,0,0,0,-0.002299069,-0.001993401,0.006720698,-0.00468689
31/01/2019,-0.002299069,0,0,0,0,0,0,0,-0.001993401,0.006720698,-0.00468689,-0.002133707
01/02/2019,-0.001993401,0,2,1,1,0,0,0,0.006720698,-0.00468689,-0.002133707,0.002169864
02/02/2019,0.006720698,0,0,0,0,0,0,0,-0.00468689,-0.002133707,0.002169864,-0.01432857
03/02/2019,-0.00468689,0,0,0,0,0,0,0,-0.002133707,0.002169864,-0.01432857,-0.002276993
04/02/2019,-0.002133707,0,0,0,0,0,0,0,0.002169864,-0.01432857,-0.002276993,0.036409688
05/02/2019,0.002169864,0,4,9,0,0,1,-9,-0.01432857,-0.002276993,0.036409688,0.034112276
06/02/2019,-0.01432857,0,0,0,0,0,0,0,-0.002276993,0.036409688,0.034112276,-0.001893098
07/02/2019,-0.002276993,0,0,2,2,0,0,0,0.036409688,0.034112276,-0.001893098,-0.003383721
08/02/2019,0.036409688,0,1,5,1,0,0,-4,0.034112276,-0.001893098,-0.003383721,-0.005217326
09/02/2019,0.034112276,0,0,0,0,0,0,0,-0.001893098,-0.003383721,-0.005217326,0.000569233
10/02/2019,-0.001893098,0,0,0,0,0,0,0,-0.003383721,-0.005217326,0.000569233,-0.003568187
11/02/2019,-0.003383721,0,0,0,0,0,0,0,-0.005217326,0.000569233,-0.003568187,0.00143495
12/02/2019,-0.005217326,0,0,0,0,0,0,0,0.000569233,-0.003568187,0.00143495,0.004253844
13/02/2019,0.000569233,0,0,0,1,0,0,1,-0.003568187,0.00143495,0.004253844,0.001594841
14/02/2019,-0.003568187,1,0,2,0,0,0,-2,0.00143495,0.004253844,0.001594841,0.046653176
15/02/2019,0.00143495,0,0,0,0,0,0,0,0.004253844,0.001594841,0.046653176,0.034785774
16/02/2019,0.004253844,0,0,0,0,0,0,0,0.001594841,0.046653176,0.034785774,0.002092373
17/02/2019,0.001594841,0,0,0,0,0,0,0,0.046653176,0.034785774,0.002092373,-0.001518074
18/02/2019,0.046653176,0,0,0,0,0,0,0,0.034785774,0.002092373,-0.001518074,0.004490819
19/02/2019,0.034785774,0,0,0,0,0,0,0,0.002092373,-0.001518074,0.004490819,0.023790871
20/02/2019,0.002092373,0,0,0,0,0,0,0,-0.001518074,0.004490819,0.023790871,-0.030342166
21/02/2019,-0.001518074,0,0,0,0,0,0,0,0.004490819,0.023790871,-0.030342166,-0.027814445
22/02/2019,0.004490819,0,0,0,0,0,0,0,0.023790871,-0.030342166,-0.027814445,-0.00013707
23/02/2019,0.023790871,0,0,0,0,0,0,0,-0.030342166,-0.027814445,-0.00013707,-0.005276459
24/02/2019,-0.030342166,0,0,0,0,0,0,0,-0.027814445,-0.00013707,-0.005276459,0.010340526
25/02/2019,-0.027814445,0,0,0,0,0,0,0,-0.00013707,-0.005276459,0.010340526,0.000196643
26/02/2019,-0.00013707,0,0,0,1,0,0,1,-0.005276459,0.010340526,0.000196643,-0.003738382
27/02/2019,-0.005276459,0,0,0,0,0,0,0,0.010340526,0.000196643,-0.003738382,-0.001311373
28/02/2019,0.010340526,0,0,0,0,0,0,0,0.000196643,-0.003738382,-0.001311373,-0.021756219
01/03/2019,0.000196643,0,0,0,0,0,0,0,-0.003738382,-0.001311373,-0.021756219,0.016051123
02/03/2019,-0.003738382,0,0,0,0,0,0,0,-0.001311373,-0.021756219,0.016051123,0.017006737
03/03/2019,-0.001311373,0,0,0,0,0,0,0,-0.021756219,0.016051123,0.017006737,0.005042102
04/03/2019,-0.021756219,0,0,0,0,0,0,0,0.016051123,0.017006737,0.005042102,0.001335041
05/03/2019,0.016051123,0,0,0,0,0,0,0,0.017006737,0.005042102,0.001335041,0.008217837
06/03/2019,0.017006737,0,2,0,0,0,0,0,0.005042102,0.001335041,0.008217837,-0.002159641
07/03/2019,0.005042102,1,6,6,0,0,0,-6,0.001335041,0.008217837,-0.002159641,-0.008194535
08/03/2019,0.001335041,0,2,0,0,0,0,0,0.008217837,-0.002159641,-0.008194535,-0.00344322
09/03/2019,0.008217837,0,0,0,0,0,0,0,-0.002159641,-0.008194535,-0.00344322,0.001653015
10/03/2019,-0.002159641,0,0,0,0,0,0,0,-0.008194535,-0.00344322,0.001653015,-0.000966105
11/03/2019,-0.008194535,0,0,0,0,0,0,0,-0.00344322,0.001653015,-0.000966105,0.008091879
12/03/2019,-0.00344322,0,4,2,2,0,1,0,0.001653015,-0.000966105,0.008091879,0.026131268
13/03/2019,0.001653015,0,0,0,0,0,0,0,-0.000966105,0.008091879,0.026131268,-0.005540141
14/03/2019,-0.000966105,0,0,0,0,0,0,0,0.008091879,0.026131268,-0.005540141,0.001484581
15/03/2019,0.008091879,0,0,0,0,0,0,0,0.026131268,-0.005540141,0.001484581,0.002629643
16/03/2019,0.026131268,0,3,0,0,0,0,0,-0.005540141,0.001484581,0.002629643,0.004869158
17/03/2019,-0.005540141,0,0,0,0,0,0,0,0.001484581,0.002629643,0.004869158,0.000736191
18/03/2019,0.001484581,0,0,0,1,0,0,1,0.002629643,0.004869158,0.000736191,-0.00485745
19/03/2019,0.002629643,0,0,0,1,0,0,1,0.004869158,0.000736191,-0.00485745,-2.15E-05
20/03/2019,0.004869158,0,6,5,4,0,0,-1,0.000736191,-0.00485745,-2.15E-05,-0.003729398
21/03/2019,0.000736191,0,1,2,3,0,0,1,-0.00485745,-2.15E-05,-0.003729398,-0.008512195
22/03/2019,-0.00485745,0,2,2,4,0,0,2,-2.15E-05,-0.003729398,-0.008512195,-0.006616721
23/03/2019,-2.15E-05,0,0,0,0,0,0,0,-0.003729398,-0.008512195,-0.006616721,0.022823805
24/03/2019,-0.003729398,0,0,0,0,0,0,0,-0.008512195,-0.006616721,0.022823805,0.002627218
25/03/2019,-0.008512195,0,2,1,1,0,0,0,-0.006616721,0.022823805,0.002627218,0.013496503
26/03/2019,-0.006616721,0,3,5,6,0,2,1,0.022823805,0.002627218,0.013496503,0.005388963
27/03/2019,0.022823805,0,1,3,7,0,1,4,0.002627218,0.013496503,0.005388963,0.000675802
28/03/2019,0.002627218,0,0,2,7,0,0,5,0.013496503,0.005388963,0.000675802,0.007904794
29/03/2019,0.013496503,0,1,2,7,0,0,5,0.005388963,0.000675802,0.007904794,0.126585071
30/03/2019,0.005388963,0,1,0,4,0,0,4,0.000675802,0.007904794,0.126585071,0.067975186
31/03/2019,0.000675802,0,1,0,2,0,0,2,0.007904794,0.126585071,0.067975186,-0.02081974
01/04/2019,0.007904794,0,1,2,7,0,1,5,0.126585071,0.067975186,-0.02081974,0.005096651
02/04/2019,0.126585071,1,0,2,3,0,1,1,0.067975186,-0.02081974,0.005096651,0.018096149
03/04/2019,0.067975186,0,0,2,4,0,0,2,-0.02081974,0.005096651,0.018096149,0.012265223
04/04/2019,-0.02081974,0,4,10,3,0,0,-7,0.005096651,0.018096149,0.012265223,0.018963594
05/04/2019,0.005096651,1,0,3,3,0,1,0,0.018096149,0.012265223,0.018963594,-0.004561844
06/04/2019,0.018096149,0,0,2,3,0,1,1,0.012265223,0.018963594,-0.004561844,0.014251529
07/04/2019,0.012265223,0,0,3,3,0,1,0,0.018963594,-0.004561844,0.014251529,-0.033449799
08/04/2019,0.018963594,0,0,2,3,0,0,1,-0.004561844,0.014251529,-0.033449799,-0.015608722
09/04/2019,-0.004561844,0,2,4,2,0,1,-2,0.014251529,-0.033449799,-0.015608722,0.009172504
10/04/2019,0.014251529,0,0,0,0,0,0,0,-0.033449799,-0.015608722,0.009172504,-0.000566685
11/04/2019,-0.033449799,0,1,0,0,0,0,0,-0.015608722,0.009172504,-0.000566685,0.003860143
12/04/2019,-0.015608722,0,0,3,0,0,0,-3,0.009172504,-0.000566685,0.003860143,0.001963518
13/04/2019,0.009172504,0,0,0,0,0,0,0,-0.000566685,0.003860143,0.001963518,0.020131575
14/04/2019,-0.000566685,0,0,0,0,0,0,0,0.003860143,0.001963518,0.020131575,0.009084713
15/04/2019,0.003860143,0,0,1,1,0,0,0,0.001963518,0.020131575,0.009084713,-0.00184809
16/04/2019,0.001963518,0,5,0,0,0,0,0,0.020131575,0.009084713,-0.00184809,0.010699306
17/04/2019,0.020131575,0,0,0,0,0,0,0,0.009084713,-0.00184809,0.010699306,-0.007479736
18/04/2019,0.009084713,0,0,0,0,0,0,0,-0.00184809,0.010699306,-0.007479736,0.010797674
19/04/2019,-0.00184809,0,0,1,1,0,0,0,0.010699306,-0.007479736,0.010797674,0.037538443
20/04/2019,0.010699306,0,0,1,0,0,0,-1,-0.007479736,0.010797674,0.037538443,-0.010700124
21/04/2019,-0.007479736,0,0,0,0,0,0,0,0.010797674,0.037538443,-0.010700124,-0.02869033
22/04/2019,0.010797674,0,3,4,0,0,0,-4,0.037538443,-0.010700124,-0.02869033,-0.033469414
23/04/2019,0.037538443,0,0,0,0,0,1,0,-0.010700124,-0.02869033,-0.033469414,0.001080757
24/04/2019,-0.010700124,0,1,0,1,0,0,1,-0.02869033,-0.033469414,0.001080757,0.000467261
25/04/2019,-0.02869033,0,0,1,0,0,2,-1,-0.033469414,0.001080757,0.000467261,-0.002964072
26/04/2019,-0.033469414,0,0,0,0,0,0,0,0.001080757,0.000467261,-0.002964072,0.011999917
27/04/2019,0.001080757,0,0,0,0,0,0,0,0.000467261,-0.002964072,0.011999917,0.017530368
28/04/2019,0.000467261,0,0,0,0,0,0,0,-0.002964072,0.011999917,0.017530368,0.01190611
29/04/2019,-0.002964072,0,0,1,1,0,0,0,0.011999917,0.017530368,0.01190611,0.049241804
30/04/2019,0.011999917,0,0,0,0,0,0,0,0.017530368,0.01190611,0.049241804,0.008734806
01/05/2019,0.017530368,0,0,0,2,0,0,2,0.01190611,0.049241804,0.008734806,0.004053837
02/05/2019,0.01190611,0,2,5,3,0,0,-2,0.049241804,0.008734806,0.004053837,-0.011512468
03/05/2019,0.049241804,0,5,0,2,0,0,2,0.008734806,0.004053837,-0.011512468,0.035409734
04/05/2019,0.008734806,0,0,0,2,0,0,2,0.004053837,-0.011512468,0.035409734,-0.003481122
05/05/2019,0.004053837,0,2,2,2,0,0,0,-0.011512468,0.035409734,-0.003481122,0.03265285
06/05/2019,-0.011512468,0,0,7,2,0,0,-5,0.035409734,-0.003481122,0.03265285,0.040585066
07/05/2019,0.035409734,0,4,7,2,0,0,-5,-0.003481122,0.03265285,0.040585066,0.088030663
08/05/2019,-0.003481122,0,3,4,0,0,1,-4,0.03265285,0.040585066,0.088030663,0.03944477
09/05/2019,0.03265285,0,0,0,1,0,0,1,0.040585066,0.088030663,0.03944477,0.055742904
10/05/2019,0.040585066,0,2,1,0,0,0,-1,0.088030663,0.03944477,0.055742904,0.048804205
11/05/2019,0.088030663,0,0,0,0,0,0,0,0.03944477,0.055742904,0.048804205,0.007173773
12/05/2019,0.03944477,0,0,0,0,0,0,0,0.055742904,0.048804205,0.007173773,-0.007657239
13/05/2019,0.055742904,0,0,0,0,0,0,0,0.048804205,0.007173773,-0.007657239,-0.116329886
14/05/2019,0.048804205,0,0,1,1,0,0,0,0.007173773,-0.007657239,-0.116329886,0.022971189
15/05/2019,0.007173773,0,2,0,2,0,0,2,-0.007657239,-0.116329886,0.022971189,0.077470076
16/05/2019,-0.007657239,0,1,0,1,0,0,1,-0.116329886,0.022971189,0.077470076,-0.005589603
17/05/2019,-0.116329886,0,2,1,1,0,0,0,0.022971189,0.077470076,-0.005589603,0.004842338
18/05/2019,0.022971189,0,0,0,0,0,0,0,0.077470076,-0.005589603,0.004842338,-0.012656559
19/05/2019,0.077470076,0,0,0,0,0,0,0,-0.005589603,0.004842338,-0.012656559,-0.016494217
20/05/2019,-0.005589603,0,2,0,1,0,0,1,0.004842338,-0.012656559,-0.016494217,0.03752479
21/05/2019,0.004842338,0,0,0,0,0,0,0,-0.012656559,-0.016494217,0.03752479,0.004796762
22/05/2019,-0.012656559,2,2,7,4,0,0,-3,-0.016494217,0.03752479,0.004796762,0.044364382
23/05/2019,-0.016494217,0,2,8,0,0,0,-8,0.03752479,0.004796762,0.044364382,0.041242609
24/05/2019,0.03752479,0,1,0,4,0,0,4,0.004796762,0.044364382,0.041242609,-0.009239816
25/05/2019,0.004796762,0,0,0,1,0,0,1,0.044364382,0.041242609,-0.009239816,-0.009890909
26/05/2019,0.044364382,0,0,0,0,0,0,0,0.041242609,-0.009239816,-0.009890909,-0.005401782
27/05/2019,0.041242609,0,0,0,0,0,0,0,-0.009239816,-0.009890909,-0.005401782,-0.029060811
28/05/2019,-0.009239816,0,2,3,0,0,0,-3,-0.009890909,-0.005401782,-0.029060811,0.024271027
