Date,Price,Open,High,Low,Vol.,Change %
"Jun 30, 2020",97.349,97.39,97.81,97.185,18.34K,-0.16%
"Jun 29, 2020",97.501,97.475,97.61,97.085,13.59K,0.10%
"Jun 26, 2020",97.404,97.335,97.665,97.235,10.76K,0.02%
"Jun 25, 2020",97.388,97.21,97.585,97.135,16.12K,0.27%
"Jun 24, 2020",97.129,96.605,97.205,96.5,18.30K,0.54%
"Jun 23, 2020",96.608,96.84,97.215,96.32,21.21K,-0.39%
"Jun 22, 2020",96.985,97.63,97.7,96.94,15.16K,-0.61%
"Jun 19, 2020",97.577,97.4,97.7,97.115,18.10K,0.18%
"Jun 18, 2020",97.4,97.08,97.555,96.93,13.31K,0.26%
"Jun 17, 2020",97.144,96.95,97.35,96.765,15.42K,0.22%
"Jun 16, 2020",96.933,96.49,97.24,96.385,21.71K,-0.05%
"Jun 15, 2020",96.978,97.17,97.385,97.035,0.54K,-0.34%
"Jun 12, 2020",97.305,96.835,97.455,96.505,7.39K,0.59%
"Jun 11, 2020",96.739,96.145,96.82,95.945,16.97K,0.82%
"Jun 10, 2020",95.95,96.445,96.465,95.705,29.44K,-0.39%
"Jun 09, 2020",96.321,96.635,97.065,96.215,19.69K,-0.30%
"Jun 08, 2020",96.608,96.935,97.065,96.58,19.42K,-0.32%
"Jun 05, 2020",96.922,96.765,97.05,96.43,23.99K,0.27%
"Jun 04, 2020",96.657,97.32,97.635,96.56,30.71K,-0.62%
"Jun 03, 2020",97.259,97.57,97.615,97.155,25.24K,-0.41%
"Jun 02, 2020",97.659,97.86,97.9,97.42,15.32K,-0.16%
"Jun 01, 2020",97.82,98.265,98.335,97.77,15.02K,-0.53%
"May 29, 2020",98.341,98.47,98.55,97.935,21.71K,-0.03%
"May 28, 2020",98.372,98.93,99.095,98.335,25.98K,-0.69%
"May 27, 2020",99.058,99.01,99.36,98.715,20.95K,0.15%
"May 26, 2020",98.906,99.76,99.785,98.895,18.17K,-0.98%
"May 25, 2020",99.888,99.79,99.995,99.7,4.07K,0.00%
"May 22, 2020",99.888,99.445,99.9,99.4,13.88K,0.49%
"May 21, 2020",99.403,99.18,99.54,99.03,11.52K,0.27%
"May 20, 2020",99.135,99.56,99.57,99.005,13.17K,-0.23%
"May 19, 2020",99.366,99.635,99.755,99.245,18.18K,-0.32%
"May 18, 2020",99.681,100.435,100.515,99.595,17.63K,-0.75%
"May 15, 2020",100.434,100.305,100.515,100.095,12.71K,-0.07%
"May 14, 2020",100.507,100.245,100.605,100.2,13.87K,0.22%
"May 13, 2020",100.291,100.055,100.325,99.585,14.30K,0.34%
"May 12, 2020",99.956,100.27,100.51,99.685,12.08K,-0.31%
"May 11, 2020",100.27,99.86,100.35,99.69,14.20K,0.50%
"May 08, 2020",99.769,99.84,99.97,99.46,11.06K,-0.14%
"May 07, 2020",99.906,100.265,100.455,99.825,13.98K,-0.23%
"May 06, 2020",100.136,99.84,100.265,99.8,8.86K,0.37%
"May 05, 2020",99.762,99.58,100.07,99.375,12.35K,0.20%
"May 04, 2020",99.567,99.1,99.655,99.09,14.59K,0.47%
"May 01, 2020",99.1,99.13,99.225,98.765,12.23K,0.07%
"Apr 30, 2020",99.028,99.55,99.8,98.83,26.66K,-0.62%
"Apr 29, 2020",99.644,99.935,99.955,99.515,10.39K,-0.29%
"Apr 28, 2020",99.934,100.155,100.295,99.485,13.66K,-0.16%
"Apr 27, 2020",100.097,100.27,100.37,99.84,11.46K,-0.34%
"Apr 24, 2020",100.434,100.615,100.975,100.25,11.91K,-0.10%
"Apr 23, 2020",100.535,100.595,100.85,100.12,22.23K,0.01%
"Apr 22, 2020",100.528,100.33,100.625,99.99,11.26K,0.15%
"Apr 21, 2020",100.374,100.055,100.63,100.03,16.31K,0.32%
"Apr 20, 2020",100.058,99.77,100.185,99.75,13.17K,0.22%
"Apr 17, 2020",99.836,99.97,100.355,99.66,12.80K,-0.26%
"Apr 16, 2020",100.1,99.67,100.39,99.64,13.51K,0.62%
"Apr 15, 2020",99.486,98.82,100.06,98.82,15.57K,0.61%
"Apr 14, 2020",98.885,99.38,99.435,98.815,11.13K,-0.45%
"Apr 13, 2020",99.336,99.495,99.64,99.11,9.03K,-0.17%
"Apr 09, 2020",99.504,100.2,100.345,99.31,16.15K,-0.66%
"Apr 08, 2020",100.17,99.98,100.51,99.95,11.10K,0.26%
"Apr 07, 2020",99.914,100.83,100.83,99.715,15.56K,-0.83%
"Apr 06, 2020",100.755,100.865,101.03,100.535,11.18K,0.08%
"Apr 03, 2020",100.677,100.305,100.965,100.24,10.32K,0.40%
"Apr 02, 2020",100.271,99.625,100.5,99.445,12.72K,0.52%
"Apr 01, 2020",99.753,99.025,99.915,98.955,12.13K,0.67%
"Mar 31, 2020",99.092,99.285,100.125,98.875,18.58K,-0.19%
"Mar 30, 2020",99.281,98.43,99.445,98.395,11.21K,0.76%
"Mar 27, 2020",98.537,99.43,100.02,98.345,15.81K,-0.92%
"Mar 26, 2020",99.453,100.97,101.08,99.365,15.00K,-1.53%
"Mar 25, 2020",100.997,101.865,102.11,100.835,13.89K,-1.22%
"Mar 24, 2020",102.247,102.83,102.915,101.555,20.69K,-0.96%
"Mar 23, 2020",103.24,103.15,103.96,102.3,21.53K,-0.25%
"Mar 20, 2020",103.502,103.78,103.825,101.905,23.16K,-0.10%
"Mar 19, 2020",103.605,101.13,103.7,101.045,34.70K,2.03%
"Mar 18, 2020",101.543,99.695,102.04,99.385,26.16K,1.74%
"Mar 17, 2020",99.804,98.225,100.075,98.105,26.90K,1.59%
"Mar 16, 2020",98.24,97.985,98.47,97.555,0.13K,-0.53%
"Mar 13, 2020",98.764,97.495,98.845,97.335,17.20K,1.33%
"Mar 12, 2020",97.464,96.62,98.335,96.055,44.99K,1.01%
"Mar 11, 2020",96.492,96.285,96.61,95.9,37.23K,0.11%
"Mar 10, 2020",96.389,95.375,96.58,95.18,64.64K,1.60%
"Mar 09, 2020",94.87,95.72,95.78,94.61,102.13K,-1.11%
"Mar 06, 2020",95.934,96.645,96.655,95.685,42.51K,-0.88%
"Mar 05, 2020",96.79,97.345,97.41,96.49,24.40K,-0.53%
"Mar 04, 2020",97.307,97.145,97.565,97.07,22.20K,0.19%
"Mar 03, 2020",97.122,97.52,97.655,96.875,51.42K,-0.20%
"Mar 02, 2020",97.319,97.985,98.045,97.135,45.68K,-0.78%
"Feb 28, 2020",98.081,98.39,98.615,97.91,41.69K,-0.39%
"Feb 27, 2020",98.461,98.965,98.995,98.295,28.47K,-0.48%
"Feb 26, 2020",98.938,98.99,99.2,98.85,18.10K,0.04%
"Feb 25, 2020",98.901,99.26,99.32,98.81,22.34K,-0.39%
"Feb 24, 2020",99.284,99.38,99.57,99.03,23.27K,0.10%
"Feb 21, 2020",99.188,99.765,99.79,99.14,23.26K,-0.59%
"Feb 20, 2020",99.776,99.47,99.815,99.445,18.07K,0.18%
"Feb 19, 2020",99.597,99.315,99.62,99.275,14.00K,0.27%
"Feb 18, 2020",99.333,99.1,99.375,99.03,13.76K,0.33%
"Feb 17, 2020",99.003,99.03,99.095,98.935,3.91K,0.00%
"Feb 14, 2020",99.003,98.995,99.045,98.875,16.18K,0.05%
"Feb 13, 2020",98.958,98.895,99.01,98.745,12.79K,0.04%
"Feb 12, 2020",98.922,98.665,98.925,98.58,14.97K,0.33%
"Feb 11, 2020",98.594,98.75,98.855,98.585,14.35K,-0.12%
"Feb 10, 2020",98.714,98.57,98.77,98.49,11.20K,0.15%
"Feb 07, 2020",98.571,98.335,98.6,98.3,13.51K,0.19%
"Feb 06, 2020",98.381,98.18,98.445,98.075,14.24K,0.23%
"Feb 05, 2020",98.158,97.8,98.18,97.76,18.14K,0.36%
"Feb 04, 2020",97.809,97.645,97.855,97.635,11.60K,0.19%
"Feb 03, 2020",97.625,97.245,97.755,97.23,18.79K,0.42%
"Jan 31, 2020",97.213,97.685,97.79,97.165,19.45K,-0.50%
"Jan 30, 2020",97.706,97.86,97.91,97.62,15.51K,-0.12%
"Jan 29, 2020",97.819,97.78,98.005,97.76,10.09K,-0.02%
"Jan 28, 2020",97.835,97.745,97.975,97.715,10.15K,0.07%
"Jan 27, 2020",97.767,97.64,97.8,97.59,17.92K,0.12%
"Jan 24, 2020",97.65,97.49,97.74,97.45,16.25K,0.17%
"Jan 23, 2020",97.484,97.305,97.59,97.185,18.07K,0.19%
"Jan 22, 2020",97.295,97.38,97.46,97.15,12.49K,0.00%
"Jan 21, 2020",97.294,97.385,97.42,97.15,11.01K,-0.07%
"Jan 20, 2020",97.359,97.4,97.485,97.335,4.74K,0.00%
"Jan 17, 2020",97.359,97.07,97.41,97.01,12.42K,0.31%
"Jan 16, 2020",97.062,96.935,97.115,96.815,11.83K,0.11%
"Jan 15, 2020",96.96,97.095,97.18,96.885,10.98K,-0.14%
"Jan 14, 2020",97.094,97.09,97.305,97.045,8.81K,0.04%
"Jan 13, 2020",97.06,97.1,97.245,97.02,8.53K,-0.02%
"Jan 10, 2020",97.078,97.145,97.3,97.005,10.77K,-0.09%
"Jan 09, 2020",97.162,96.985,97.275,96.955,11.37K,0.17%
"Jan 08, 2020",96.996,96.56,97.04,96.525,13.73K,0.30%
"Jan 07, 2020",96.702,96.37,96.795,96.31,11.61K,0.37%
"Jan 06, 2020",96.35,96.565,96.585,96.23,10.96K,-0.18%
"Jan 03, 2020",96.521,96.44,96.795,96.395,12.64K,0.00%
"Jan 02, 2020",96.525,96.14,96.56,96.1,17.44K,0.49%
"Dec 31, 2019",96.058,96.415,96.415,96.02,11.50K,-0.36%
"Dec 30, 2019",96.407,96.595,96.63,96.255,12.04K,-0.14%
"Dec 27, 2019",96.546,97.145,97.16,96.535,14.11K,-0.59%
"Dec 26, 2019",97.115,97.255,97.295,97.075,4.49K,-0.14%
"Dec 24, 2019",97.251,97.26,97.39,97.2,4.04K,0.02%
"Dec 23, 2019",97.235,97.295,97.405,97.17,6.53K,-0.04%
"Dec 20, 2019",97.274,96.995,97.35,96.975,11.73K,0.33%
"Dec 19, 2019",96.955,96.975,97.065,96.805,10.32K,-0.01%
"Dec 18, 2019",96.963,96.79,97.045,96.78,9.89K,0.19%
"Dec 17, 2019",96.777,96.705,96.865,96.585,13.27K,-0.19%
"Dec 16, 2019",96.965,97.15,97.15,96.93,0.39K,-0.21%
"Dec 13, 2019",97.171,96.835,97.23,96.715,9.00K,-0.22%
"Dec 12, 2019",97.384,97.07,97.52,97.03,22.81K,0.34%
"Dec 11, 2019",97.056,97.485,97.575,97.015,24.33K,-0.34%
"Dec 10, 2019",97.385,97.62,97.63,97.37,13.49K,-0.23%
"Dec 09, 2019",97.609,97.665,97.7,97.525,21.77K,-0.05%
"Dec 06, 2019",97.661,97.38,97.815,97.2,26.39K,0.30%
"Dec 05, 2019",97.371,97.535,97.555,97.31,10.06K,-0.24%
"Dec 04, 2019",97.602,97.67,97.74,97.355,17.81K,-0.08%
"Dec 03, 2019",97.681,97.87,97.88,97.585,12.75K,-0.11%
"Dec 02, 2019",97.791,98.21,98.32,97.75,23.02K,-0.42%
"Nov 29, 2019",98.202,98.265,98.495,98.155,11.82K,-0.09%
"Nov 28, 2019",98.288,98.265,98.34,98.2,3.66K,0.00%
"Nov 27, 2019",98.288,98.225,98.37,98.205,10.95K,0.12%
"Nov 26, 2019",98.17,98.25,98.31,98.145,7.74K,-0.07%
"Nov 25, 2019",98.238,98.19,98.295,98.08,8.19K,0.06%
"Nov 22, 2019",98.176,97.86,98.215,97.7,11.32K,0.28%
"Nov 21, 2019",97.899,97.775,97.945,97.62,15.47K,0.09%
"Nov 20, 2019",97.814,97.73,97.93,97.73,10.12K,0.07%
"Nov 19, 2019",97.742,97.715,97.77,97.635,7.19K,0.08%
"Nov 18, 2019",97.663,97.87,97.87,97.55,12.90K,-0.21%
"Nov 15, 2019",97.871,98.01,98.11,97.83,7.26K,-0.15%
"Nov 14, 2019",98.019,98.21,98.29,97.97,9.44K,-0.21%
"Nov 13, 2019",98.23,98.185,98.3,98.14,10.00K,0.08%
"Nov 12, 2019",98.151,98.075,98.27,98.055,8.45K,0.12%
"Nov 11, 2019",98.033,98.23,98.235,97.97,8.46K,-0.17%
"Nov 08, 2019",98.201,97.995,98.245,97.945,10.51K,0.22%
"Nov 07, 2019",97.989,97.78,98.075,97.66,16.09K,0.23%
"Nov 06, 2019",97.764,97.76,97.805,97.6,13.05K,-0.04%
"Nov 05, 2019",97.805,97.355,97.825,97.275,20.72K,0.45%
"Nov 04, 2019",97.366,97.03,97.38,96.975,11.56K,0.33%
"Nov 01, 2019",97.041,97.11,97.265,96.96,14.89K,-0.12%
"Oct 31, 2019",97.154,97.255,97.255,97.015,17.25K,-0.29%
"Oct 30, 2019",97.439,97.46,97.8,97.23,16.51K,-0.03%
"Oct 29, 2019",97.469,97.525,97.7,97.38,10.43K,-0.06%
"Oct 28, 2019",97.524,97.6,97.665,97.445,7.77K,-0.08%
"Oct 25, 2019",97.599,97.445,97.68,97.34,9.81K,0.20%
"Oct 24, 2019",97.405,97.215,97.555,97.055,18.18K,0.17%
"Oct 23, 2019",97.236,97.23,97.39,97.15,10.41K,-0.02%
"Oct 22, 2019",97.256,97.04,97.315,96.99,17.85K,0.21%
"Oct 21, 2019",97.05,97.06,97.13,96.885,14.80K,0.04%
"Oct 18, 2019",97.008,97.355,97.395,96.91,19.05K,-0.34%
"Oct 17, 2019",97.335,97.74,97.845,97.22,25.72K,-0.40%
"Oct 16, 2019",97.723,98.02,98.145,97.61,32.82K,-0.29%
"Oct 15, 2019",98.003,98.19,98.375,97.915,28.44K,-0.17%
"Oct 14, 2019",98.17,98.04,98.265,98.04,11.24K,0.17%
"Oct 11, 2019",98.005,98.4,98.45,97.885,31.39K,-0.41%
"Oct 10, 2019",98.406,98.755,98.795,98.325,18.50K,-0.41%
"Oct 09, 2019",98.815,98.78,98.865,98.595,11.27K,-0.01%
"Oct 08, 2019",98.822,98.665,98.955,98.54,13.92K,0.16%
"Oct 07, 2019",98.665,98.52,98.705,98.425,9.10K,0.18%
"Oct 04, 2019",98.488,98.56,98.69,98.34,10.91K,-0.05%
"Oct 03, 2019",98.54,98.69,98.875,98.3,17.38K,-0.15%
"Oct 02, 2019",98.689,98.795,99.08,98.62,13.66K,-0.09%
"Oct 01, 2019",98.777,99.035,99.305,98.705,23.62K,-0.25%
"Sep 30, 2019",99.021,98.77,99.115,98.71,13.81K,0.26%
"Sep 27, 2019",98.761,98.805,98.955,98.63,10.39K,0.00%
"Sep 26, 2019",98.765,98.595,98.915,98.45,13.50K,0.11%
"Sep 25, 2019",98.659,97.99,98.69,97.965,17.35K,0.75%
"Sep 24, 2019",97.927,98.275,98.32,97.88,14.59K,-0.30%
"Sep 23, 2019",98.221,98.145,98.455,98.07,13.35K,0.09%
"Sep 20, 2019",98.136,97.935,98.25,97.735,13.51K,0.30%
"Sep 19, 2019",97.847,98.15,98.21,97.775,12.90K,-0.29%
"Sep 18, 2019",98.134,97.75,98.27,97.75,14.07K,0.32%
"Sep 17, 2019",97.819,98.22,98.29,97.735,12.69K,-0.82%
"Sep 16, 2019",98.627,98.1,98.5,98.055,0.32K,0.38%
"Sep 13, 2019",98.255,98.42,98.435,98,8.35K,-0.05%
"Sep 12, 2019",98.308,98.62,99.105,98.19,26.09K,-0.32%
"Sep 11, 2019",98.628,98.305,98.73,98.28,28.56K,0.33%
"Sep 10, 2019",98.307,98.3,98.44,98.135,14.07K,0.06%
"Sep 09, 2019",98.248,98.39,98.475,98.105,30.45K,-0.12%
"Sep 06, 2019",98.362,98.4,98.48,98.14,22.16K,-0.02%
"Sep 05, 2019",98.382,98.35,98.515,98.035,16.28K,-0.01%
"Sep 04, 2019",98.393,98.89,98.915,98.34,18.92K,-0.56%
"Sep 03, 2019",98.949,99.01,99.33,98.865,21.30K,0.09%
"Sep 02, 2019",98.86,98.795,99.085,98.715,8.33K,0.00%
"Aug 30, 2019",98.86,98.355,98.97,98.345,19.95K,0.41%
"Aug 29, 2019",98.455,98.135,98.485,98.1,19.95K,0.34%
"Aug 28, 2019",98.12,97.94,98.18,97.92,10.40K,0.22%
"Aug 27, 2019",97.907,97.915,97.96,97.765,9.70K,-0.08%
"Aug 26, 2019",97.989,97.46,97.995,97.37,18.90K,0.47%
"Aug 23, 2019",97.53,98.095,98.455,97.455,29.65K,-0.54%
"Aug 22, 2019",98.064,98.155,98.29,97.965,13.48K,-0.12%
"Aug 21, 2019",98.179,98.075,98.225,98,8.81K,0.12%
"Aug 20, 2019",98.063,98.24,98.335,97.99,11.52K,-0.16%
"Aug 19, 2019",98.221,98.06,98.27,98.005,9.29K,0.22%
"Aug 16, 2019",98.007,98.005,98.205,97.965,10.74K,0.00%
"Aug 15, 2019",98.005,97.815,98.095,97.68,17.08K,0.18%
"Aug 14, 2019",97.826,97.61,97.895,97.5,15.21K,0.20%
"Aug 13, 2019",97.631,97.22,97.69,97.125,27.58K,0.45%
"Aug 12, 2019",97.198,97.37,97.55,97.13,13.13K,-0.13%
"Aug 09, 2019",97.322,97.405,97.465,97.175,15.80K,-0.11%
"Aug 08, 2019",97.434,97.42,97.565,97.215,16.65K,0.09%
"Aug 07, 2019",97.345,97.37,97.535,97.115,15.77K,-0.07%
"Aug 06, 2019",97.417,97.08,97.565,96.98,20.26K,0.11%
"Aug 05, 2019",97.308,97.9,97.93,97.19,26.78K,-0.56%
"Aug 02, 2019",97.852,98.19,98.225,97.815,18.15K,-0.30%
"Aug 01, 2019",98.144,98.365,98.7,98.04,26.68K,-0.12%
"Jul 31, 2019",98.258,97.805,98.445,97.755,27.89K,0.46%
"Jul 30, 2019",97.809,97.84,97.96,97.765,9.35K,0.01%
"Jul 29, 2019",97.796,97.72,97.905,97.64,9.31K,0.05%
"Jul 26, 2019",97.751,97.535,97.835,97.505,11.84K,0.20%
"Jul 25, 2019",97.552,97.415,97.65,97.22,24.77K,0.10%
"Jul 24, 2019",97.452,97.435,97.57,97.26,14.32K,0.03%
"Jul 23, 2019",97.418,97.005,97.46,96.985,22.83K,0.49%
"Jul 22, 2019",96.94,96.785,96.985,96.785,6.90K,0.13%
"Jul 19, 2019",96.817,96.465,96.975,96.415,21.82K,0.38%
"Jul 18, 2019",96.449,96.855,96.93,96.32,22.35K,-0.42%
"Jul 17, 2019",96.853,97.03,97.1,96.8,13.96K,-0.19%
"Jul 16, 2019",97.041,96.57,97.08,96.54,21.86K,0.51%
"Jul 15, 2019",96.545,96.45,96.595,96.375,8.59K,0.13%
"Jul 12, 2019",96.424,96.735,96.735,96.405,10.29K,-0.25%
"Jul 11, 2019",96.666,96.675,96.775,96.415,15.62K,-0.04%
"Jul 10, 2019",96.703,97.155,97.165,96.64,17.93K,-0.40%
"Jul 09, 2019",97.095,96.98,97.195,96.97,9.71K,0.11%
"Jul 08, 2019",96.984,96.84,97.02,96.765,10.67K,0.10%
"Jul 05, 2019",96.89,96.315,97.04,96.315,24.52K,0.58%
"Jul 04, 2019",96.331,96.29,96.39,96.235,3.03K,0.00%
"Jul 03, 2019",96.331,96.27,96.435,96.12,9.44K,0.06%
"Jul 02, 2019",96.274,96.37,96.455,96.15,12.48K,-0.14%
"Jul 01, 2019",96.409,95.775,96.425,95.775,21.29K,0.78%
"Jun 28, 2019",95.666,95.74,95.845,95.56,14.56K,-0.08%
"Jun 27, 2019",95.742,95.705,95.92,95.67,10.59K,0.01%
"Jun 26, 2019",95.728,95.68,95.85,95.565,13.27K,0.08%
"Jun 25, 2019",95.648,95.5,95.875,95.365,24.24K,0.17%
"Jun 24, 2019",95.487,95.67,95.715,95.465,22.61K,-0.24%
"Jun 21, 2019",95.718,96.14,96.235,95.645,30.65K,-0.44%
"Jun 20, 2019",96.138,96.695,96.705,96.045,25.96K,-0.46%
"Jun 19, 2019",96.582,97.165,97.205,96.515,29.41K,-0.59%
"Jun 18, 2019",97.153,97.02,97.265,96.885,23.57K,-0.25%
"Jun 17, 2019",97.396,97.515,97.6,97.335,2.27K,-0.18%
"Jun 14, 2019",97.57,97.015,97.58,96.94,20.79K,0.59%
"Jun 13, 2019",96.999,96.94,97.075,96.86,23.62K,0.03%
"Jun 12, 2019",96.97,96.67,96.99,96.545,24.48K,0.34%
"Jun 11, 2019",96.645,96.7,96.86,96.605,19.95K,-0.07%
"Jun 10, 2019",96.711,96.58,96.895,96.575,24.30K,0.23%
"Jun 07, 2019",96.49,96.965,97.13,96.405,29.82K,-0.52%
"Jun 06, 2019",96.997,97.265,97.39,96.72,27.67K,-0.26%
"Jun 05, 2019",97.251,97.055,97.305,96.655,25.32K,0.26%
"Jun 04, 2019",96.999,97.135,97.275,96.9,25.60K,-0.06%
"Jun 03, 2019",97.06,97.7,97.72,97.015,29.61K,-0.62%
"May 31, 2019",97.666,98.085,98.085,97.63,19.07K,-0.39%
"May 30, 2019",98.053,98.04,98.195,98,7.34K,0.02%
"May 29, 2019",98.035,97.795,98.1,97.75,12.41K,0.20%
"May 28, 2019",97.842,97.605,97.865,97.57,13.14K,0.37%
"May 27, 2019",97.477,97.43,97.665,97.42,2.94K,0.00%
"May 24, 2019",97.477,97.72,97.775,97.41,9.77K,-0.25%
"May 23, 2019",97.723,97.95,98.26,97.665,19.35K,-0.16%
"May 22, 2019",97.881,97.87,97.97,97.73,7.57K,-0.02%
"May 21, 2019",97.896,97.79,97.975,97.635,14.85K,0.14%
"May 20, 2019",97.764,97.845,97.875,97.72,7.31K,-0.06%
"May 17, 2019",97.824,97.665,97.86,97.59,8.63K,0.15%
"May 16, 2019",97.678,97.355,97.715,97.265,12.12K,0.31%
"May 15, 2019",97.376,97.345,97.515,97.24,13.64K,0.06%
"May 14, 2019",97.322,97.115,97.36,97.075,9.00K,0.21%
"May 13, 2019",97.12,97.11,97.195,96.81,17.10K,-0.01%
"May 10, 2019",97.125,97.245,97.245,96.905,14.29K,-0.04%
"May 09, 2019",97.164,97.37,97.49,97.01,17.59K,-0.23%
"May 08, 2019",97.388,97.345,97.44,97.18,13.54K,-0.01%
"May 07, 2019",97.399,97.285,97.51,97.135,17.16K,0.13%
"May 06, 2019",97.268,97.335,97.465,97.225,9.24K,0.01%
"May 03, 2019",97.26,97.575,97.865,97.185,12.96K,-0.33%
"May 02, 2019",97.586,97.355,97.595,97.255,14.40K,0.18%
"May 01, 2019",97.41,97.23,97.46,96.87,18.04K,0.22%
"Apr 30, 2019",97.201,97.575,97.625,97.17,16.35K,-0.39%
"Apr 29, 2019",97.581,97.75,97.84,97.545,8.42K,-0.15%
"Apr 26, 2019",97.726,97.88,98.085,97.56,14.69K,-0.20%
"Apr 25, 2019",97.919,97.8,98.055,97.715,16.65K,0.07%
"Apr 24, 2019",97.855,97.265,97.88,97.265,20.00K,0.55%
"Apr 23, 2019",97.32,96.97,97.46,96.955,12.19K,0.38%
"Apr 22, 2019",96.955,97.085,97.1,96.92,6.23K,-0.20%
"Apr 18, 2019",97.151,96.695,97.29,96.62,16.76K,0.51%
"Apr 17, 2019",96.658,96.73,96.785,96.46,10.50K,0.01%
"Apr 16, 2019",96.652,96.545,96.73,96.5,14.63K,0.10%
"Apr 15, 2019",96.556,96.58,96.58,96.405,9.89K,-0.04%
"Apr 12, 2019",96.598,96.8,96.815,96.365,16.01K,-0.22%
"Apr 11, 2019",96.809,96.525,96.86,96.5,10.06K,0.26%
"Apr 10, 2019",96.558,96.6,96.84,96.405,13.60K,-0.05%
"Apr 09, 2019",96.611,96.675,96.7,96.46,9.46K,-0.04%
"Apr 08, 2019",96.65,97,97.02,96.575,12.36K,-0.36%
"Apr 05, 2019",97.002,96.92,97.075,96.7,10.23K,0.08%
"Apr 04, 2019",96.925,96.62,96.945,96.605,16.28K,0.27%
"Apr 03, 2019",96.662,96.885,96.89,96.525,12.58K,-0.27%
"Apr 02, 2019",96.923,96.895,97.095,96.825,14.00K,0.13%
"Apr 01, 2019",96.799,96.795,96.87,96.58,14.05K,-0.05%
"Mar 29, 2019",96.845,96.765,96.91,96.565,15.90K,0.08%
"Mar 28, 2019",96.764,96.485,96.855,96.36,20.79K,0.50%
"Mar 27, 2019",96.283,96.25,96.49,96.19,11.34K,0.06%
"Mar 26, 2019",96.225,95.99,96.335,95.94,10.86K,0.16%
"Mar 25, 2019",96.068,96.145,96.19,95.895,11.69K,-0.09%
"Mar 22, 2019",96.151,95.84,96.29,95.695,20.72K,0.17%
"Mar 21, 2019",95.987,95.38,96.125,95.295,28.79K,0.83%
"Mar 20, 2019",95.201,95.84,96.03,95.17,25.78K,-0.66%
"Mar 19, 2019",95.831,95.97,95.975,95.73,9.63K,-0.71%
"Mar 18, 2019",96.516,96.54,96.54,96.39,0.03K,-0.08%
"Mar 15, 2019",96.59,96.72,96.775,96.475,6.94K,-0.18%
"Mar 14, 2019",96.769,96.48,96.805,96.475,17.75K,0.27%
"Mar 13, 2019",96.512,96.975,96.985,96.345,31.34K,-0.40%
"Mar 12, 2019",96.899,97,97.245,96.8,26.30K,-0.28%
"Mar 11, 2019",97.174,97.35,97.41,97.115,17.09K,-0.10%
"Mar 08, 2019",97.269,97.55,97.595,97.18,25.41K,-0.37%
"Mar 07, 2019",97.628,96.785,97.665,96.765,27.95K,0.86%
"Mar 06, 2019",96.799,96.83,96.94,96.705,14.73K,0.00%
"Mar 05, 2019",96.795,96.615,96.95,96.585,14.58K,0.19%
"Mar 04, 2019",96.61,96.295,96.745,96.255,16.21K,0.17%
"Mar 01, 2019",96.45,96.165,96.475,95.96,30.25K,0.42%
"Feb 28, 2019",96.043,96.005,96.195,95.715,22.31K,0.01%
"Feb 27, 2019",96.038,95.915,96.07,95.755,14.21K,0.18%
"Feb 26, 2019",95.865,96.255,96.345,95.81,19.18K,-0.42%
"Feb 25, 2019",96.271,96.38,96.47,96.18,13.01K,-0.10%
"Feb 22, 2019",96.367,96.465,96.65,96.28,13.03K,-0.10%
"Feb 21, 2019",96.463,96.355,96.54,96.21,18.04K,0.18%
"Feb 20, 2019",96.294,96.335,96.495,96.12,19.01K,-0.06%
"Feb 19, 2019",96.349,96.665,96.93,96.25,21.43K,-0.40%
"Feb 18, 2019",96.74,96.77,96.77,96.485,6.77K,0.00%
"Feb 15, 2019",96.74,96.87,97.23,96.66,18.43K,-0.07%
"Feb 14, 2019",96.805,97,97.12,96.77,24.00K,-0.14%
"Feb 13, 2019",96.938,96.53,96.995,96.44,18.22K,0.45%
"Feb 12, 2019",96.503,96.87,97,96.445,18.52K,-0.37%
"Feb 11, 2019",96.857,96.43,96.915,96.41,17.68K,0.46%
"Feb 08, 2019",96.416,96.335,96.49,96.235,12.45K,0.13%
"Feb 07, 2019",96.289,96.155,96.455,96.155,15.63K,0.14%
"Feb 06, 2019",96.152,95.82,96.185,95.785,13.76K,0.35%
"Feb 05, 2019",95.817,95.585,95.865,95.54,18.45K,0.26%
"Feb 04, 2019",95.57,95.31,95.655,95.305,11.86K,0.28%
"Feb 01, 2019",95.3,95.29,95.4,95.11,15.82K,0.00%
"Jan 31, 2019",95.304,95.075,95.345,94.875,23.62K,0.29%
"Jan 30, 2019",95.031,95.485,95.69,94.945,22.68K,-0.51%
"Jan 29, 2019",95.516,95.435,95.56,95.305,14.84K,0.10%
"Jan 28, 2019",95.424,95.45,95.595,95.315,11.82K,-0.04%
"Jan 25, 2019",95.465,96.2,96.235,95.4,30.60K,-0.86%
"Jan 24, 2019",96.297,95.74,96.375,95.715,33.92K,0.55%
"Jan 23, 2019",95.772,95.96,96.045,95.705,15.63K,-0.19%
"Jan 22, 2019",95.959,96.005,96.15,95.87,10.68K,-0.04%
"Jan 21, 2019",95.993,96,96.1,95.86,4.88K,0.00%
"Jan 18, 2019",95.993,95.72,96.05,95.665,15.84K,0.29%
"Jan 17, 2019",95.713,95.71,95.925,95.625,17.60K,0.04%
