Date,Price,Open,High,Low,Vol.,Change %
"Jan 16, 2019",95.677,95.55,95.795,95.48,14.45K,0.00%
"Jan 15, 2019",95.675,95.155,95.895,95.07,28.67K,0.49%
"Jan 14, 2019",95.207,95.225,95.325,95.08,16.31K,-0.06%
"Jan 11, 2019",95.266,95.07,95.365,94.78,21.03K,0.15%
"Jan 10, 2019",95.12,94.73,95.215,94.635,22.32K,0.35%
"Jan 09, 2019",94.79,95.395,95.515,94.635,29.00K,-0.72%
"Jan 08, 2019",95.479,95.285,95.615,95.28,17.14K,0.26%
"Jan 07, 2019",95.228,95.705,95.73,95.195,23.36K,-0.55%
"Jan 04, 2019",95.75,95.795,96.2,95.615,29.01K,-0.13%
"Jan 03, 2019",95.878,96.35,96.37,95.775,31.52K,-0.57%
"Jan 02, 2019",96.423,95.69,96.56,95.375,32.14K,0.72%
"Dec 31, 2018",95.735,95.965,96.07,95.585,16.65K,-0.24%
"Dec 28, 2018",95.965,96.02,96.05,95.74,14.17K,-0.04%
"Dec 27, 2018",96.001,96.46,96.495,95.935,20.52K,-0.59%
"Dec 26, 2018",96.568,96.1,96.65,96.02,15.66K,0.58%
"Dec 24, 2018",96.007,96.44,96.44,95.87,13.93K,-0.46%
"Dec 21, 2018",96.455,95.875,96.56,95.73,20.13K,0.76%
"Dec 20, 2018",95.728,96.455,96.515,95.63,31.35K,-0.78%
"Dec 19, 2018",96.484,96.39,96.565,95.995,20.14K,-0.09%
"Dec 18, 2018",96.57,96.605,96.645,96.155,13.57K,-0.62%
"Dec 17, 2018",97.175,97.425,97.47,97.13,0.36K,-0.26%
"Dec 14, 2018",97.43,97.09,97.705,97.09,11.26K,0.39%
"Dec 13, 2018",97.056,97.075,97.29,96.86,23.06K,0.04%
"Dec 12, 2018",97.018,97.36,97.47,96.855,36.09K,-0.35%
"Dec 11, 2018",97.358,97.14,97.52,96.83,29.72K,0.18%
"Dec 10, 2018",97.183,96.7,97.21,96.325,37.93K,0.73%
"Dec 07, 2018",96.476,96.755,96.89,96.465,20.04K,-0.30%
"Dec 06, 2018",96.764,96.94,97.175,96.495,23.22K,-0.25%
"Dec 05, 2018",97.01,96.94,97.155,96.755,12.13K,0.11%
"Dec 04, 2018",96.902,96.89,97.07,96.3,25.71K,-0.07%
"Dec 03, 2018",96.969,97.055,97.085,96.64,15.84K,-0.23%
"Nov 30, 2018",97.196,96.705,97.24,96.635,17.87K,0.51%
"Nov 29, 2018",96.699,96.78,96.93,96.545,19.21K,0.02%
"Nov 28, 2018",96.681,97.31,97.455,96.58,29.53K,-0.62%
"Nov 27, 2018",97.28,96.93,97.41,96.88,19.33K,0.31%
"Nov 26, 2018",96.979,96.805,97.005,96.56,11.23K,0.16%
"Nov 23, 2018",96.825,96.4,96.865,96.295,13.66K,0.25%
"Nov 22, 2018",96.585,96.595,96.615,96.205,10.40K,0.00%
"Nov 21, 2018",96.585,96.725,96.755,96.36,23.45K,-0.14%
"Nov 20, 2018",96.716,96.095,96.77,95.93,19.07K,0.68%
"Nov 19, 2018",96.066,96.275,96.435,95.985,15.66K,-0.28%
"Nov 16, 2018",96.333,96.89,96.92,96.26,23.83K,-0.47%
"Nov 15, 2018",96.791,96.83,97.245,96.625,36.08K,0.14%
"Nov 14, 2018",96.659,96.91,97.26,96.585,37.71K,-0.50%
"Nov 13, 2018",97.144,97.43,97.505,96.91,24.03K,-0.24%
"Nov 12, 2018",97.382,96.875,97.53,96.8,21.08K,0.67%
"Nov 09, 2018",96.734,96.475,96.85,96.455,16.03K,0.19%
"Nov 08, 2018",96.55,95.995,96.58,95.895,17.93K,0.78%
"Nov 07, 2018",95.807,95.765,96.285,95.485,34.01K,-0.32%
"Nov 06, 2018",96.117,96.115,96.255,95.95,14.08K,0.04%
"Nov 05, 2018",96.083,96.275,96.51,96.045,16.87K,-0.27%
"Nov 02, 2018",96.343,96.13,96.405,95.795,31.27K,0.27%
"Nov 01, 2018",96.081,96.885,96.91,96,29.79K,-0.85%
"Oct 31, 2018",96.901,96.78,96.98,96.655,22.88K,0.11%
"Oct 30, 2018",96.791,96.44,96.805,96.395,16.49K,0.46%
"Oct 29, 2018",96.35,96.225,96.475,96.115,24.38K,0.23%
"Oct 26, 2018",96.128,96.35,96.62,96.05,28.67K,-0.34%
"Oct 25, 2018",96.455,96.12,96.5,95.975,28.29K,0.28%
"Oct 24, 2018",96.182,95.71,96.305,95.665,28.40K,0.49%
"Oct 23, 2018",95.713,95.775,95.92,95.545,22.79K,-0.04%
"Oct 22, 2018",95.749,95.385,95.84,95.205,16.46K,0.32%
"Oct 19, 2018",95.443,95.695,95.83,95.275,26.37K,-0.20%
"Oct 18, 2018",95.638,95.365,95.735,95.21,23.26K,0.36%
"Oct 17, 2018",95.297,94.795,95.375,94.77,24.83K,0.58%
"Oct 16, 2018",94.748,94.765,94.9,94.47,15.73K,-0.01%
"Oct 15, 2018",94.754,95.005,95.06,94.635,13.75K,-0.17%
"Oct 12, 2018",94.911,94.715,95.055,94.64,16.37K,0.22%
"Oct 11, 2018",94.706,95.12,95.125,94.665,29.20K,-0.49%
"Oct 10, 2018",95.177,95.305,95.47,95.05,20.04K,-0.18%
"Oct 09, 2018",95.346,95.425,95.84,95.31,21.73K,-0.09%
"Oct 08, 2018",95.436,95.3,95.705,95.26,12.18K,0.14%
"Oct 05, 2018",95.305,95.41,95.625,95.175,23.06K,-0.11%
"Oct 04, 2018",95.412,95.715,95.78,95.19,25.23K,0.01%
"Oct 03, 2018",95.406,95.115,95.745,94.885,21.51K,0.28%
"Oct 02, 2018",95.14,94.92,95.39,94.895,26.49K,0.22%
"Oct 01, 2018",94.929,94.71,95,94.605,14.86K,0.20%
"Sep 28, 2018",94.737,94.63,94.985,94.55,23.14K,0.23%
"Sep 27, 2018",94.524,93.89,94.62,93.81,27.05K,0.80%
"Sep 26, 2018",93.773,93.76,94,93.52,21.09K,0.07%
"Sep 25, 2018",93.711,93.82,93.96,93.59,14.78K,-0.07%
"Sep 24, 2018",93.775,93.795,93.95,93.415,16.81K,-0.02%
"Sep 21, 2018",93.798,93.49,93.93,93.395,23.21K,0.33%
"Sep 20, 2018",93.491,94.165,94.165,93.405,28.35K,-0.67%
"Sep 19, 2018",94.119,94.15,94.325,93.91,15.32K,-0.11%
"Sep 18, 2018",94.227,94.18,94.32,93.88,19.09K,-0.27%
"Sep 17, 2018",94.486,94.925,94.925,94.49,0.06K,-0.46%
"Sep 14, 2018",94.925,94.56,94.99,94.355,10.47K,0.43%
"Sep 13, 2018",94.517,94.85,94.955,94.41,27.96K,-0.26%
"Sep 12, 2018",94.768,95.11,95.27,94.705,34.87K,-0.48%
"Sep 11, 2018",95.225,95.13,95.33,94.845,29.32K,0.12%
"Sep 10, 2018",95.11,95.385,95.54,94.985,23.11K,-0.23%
"Sep 07, 2018",95.329,95,95.42,94.83,26.24K,0.36%
"Sep 06, 2018",94.988,95.04,95.175,94.88,17.39K,-0.14%
"Sep 05, 2018",95.124,95.35,95.62,94.995,24.33K,-0.27%
"Sep 04, 2018",95.38,95.105,95.68,95.085,22.20K,0.31%
"Sep 03, 2018",95.083,95.115,95.175,94.945,6.60K,0.00%
"Aug 31, 2018",95.083,94.655,95.17,94.485,21.92K,0.43%
"Aug 30, 2018",94.679,94.455,94.85,94.395,21.37K,0.17%
"Aug 29, 2018",94.522,94.63,94.86,94.44,18.77K,-0.12%
"Aug 28, 2018",94.635,94.66,94.825,94.34,18.56K,-0.05%
"Aug 27, 2018",94.684,95.08,95.23,94.595,18.84K,-0.40%
"Aug 24, 2018",95.063,95.57,95.61,94.935,23.38K,-0.54%
"Aug 23, 2018",95.583,95.08,95.625,95.08,18.33K,0.56%
"Aug 22, 2018",95.051,95.095,95.28,94.83,17.93K,-0.10%
"Aug 21, 2018",95.15,95.625,95.66,94.96,24.69K,-0.67%
"Aug 20, 2018",95.789,96.05,96.3,95.655,17.94K,-0.20%
"Aug 17, 2018",95.981,96.5,96.56,95.97,17.17K,-0.57%
"Aug 16, 2018",96.536,96.615,96.665,96.205,19.62K,-0.04%
"Aug 15, 2018",96.577,96.55,96.865,96.53,19.02K,-0.03%
"Aug 14, 2018",96.605,96.21,96.67,96.02,20.76K,0.37%
"Aug 13, 2018",96.251,96.25,96.39,96.02,20.27K,0.03%
"Aug 10, 2018",96.218,95.48,96.31,95.385,43.15K,0.91%
"Aug 09, 2018",95.355,94.955,95.485,94.87,19.15K,0.49%
"Aug 08, 2018",94.89,94.99,95.25,94.82,16.85K,-0.16%
"Aug 07, 2018",95.046,95.17,95.225,94.81,15.10K,-0.15%
"Aug 06, 2018",95.187,95.045,95.35,95.03,15.08K,0.24%
"Aug 03, 2018",94.961,95.01,95.195,94.795,22.57K,-0.03%
"Aug 02, 2018",94.987,94.45,95.02,94.42,20.49K,0.59%
"Aug 01, 2018",94.428,94.355,94.515,94.29,10.72K,0.16%
"Jul 31, 2018",94.275,94.12,94.365,93.94,15.48K,0.17%
"Jul 30, 2018",94.111,94.485,94.555,94.04,12.40K,-0.37%
"Jul 27, 2018",94.46,94.545,94.7,94.42,15.97K,-0.09%
"Jul 26, 2018",94.544,93.94,94.58,93.87,22.63K,0.44%
"Jul 25, 2018",94.129,94.375,94.45,93.905,19.41K,-0.27%
"Jul 24, 2018",94.388,94.425,94.635,94.165,13.35K,-0.06%
"Jul 23, 2018",94.44,94.195,94.49,93.97,15.26K,0.23%
"Jul 20, 2018",94.226,94.905,95.095,94.125,34.63K,-0.75%
"Jul 19, 2018",94.942,94.82,95.44,94.665,40.05K,0.14%
"Jul 18, 2018",94.811,94.8,95.18,94.72,27.55K,0.11%
"Jul 17, 2018",94.704,94.29,94.855,94.04,18.66K,0.46%
"Jul 16, 2018",94.272,94.455,94.52,94.15,12.03K,-0.24%
"Jul 13, 2018",94.5,94.64,95,94.43,17.52K,-0.07%
"Jul 12, 2018",94.564,94.485,94.715,94.4,14.68K,0.08%
"Jul 11, 2018",94.486,93.955,94.535,93.82,25.19K,0.64%
"Jul 10, 2018",93.889,93.805,94.225,93.75,14.45K,0.09%
"Jul 09, 2018",93.807,93.73,93.94,93.44,17.46K,0.04%
"Jul 06, 2018",93.769,94.125,94.235,93.575,19.78K,-0.48%
"Jul 05, 2018",94.223,94.27,94.345,93.915,13.95K,-0.20%
"Jul 04, 2018",94.412,94.32,94.455,94.135,10.80K,0.00%
"Jul 03, 2018",94.412,94.59,94.73,94.28,15.03K,-0.39%
"Jul 02, 2018",94.779,94.3,94.885,94.26,16.22K,0.46%
"Jun 29, 2018",94.349,95.025,95.055,94.195,28.02K,-0.79%
"Jun 28, 2018",95.096,94.97,95.255,94.79,19.79K,0.13%
"Jun 27, 2018",94.969,94.375,95.11,94.2,20.16K,0.66%
"Jun 26, 2018",94.346,93.95,94.455,93.83,15.30K,0.43%
"Jun 25, 2018",93.939,94.15,94.365,93.865,16.30K,-0.26%
"Jun 22, 2018",94.18,94.55,94.55,94.095,18.27K,-0.24%
"Jun 21, 2018",94.404,94.79,95.22,94.34,28.34K,-0.33%
"Jun 20, 2018",94.716,94.645,94.985,94.585,16.23K,-0.01%
"Jun 19, 2018",94.729,94.345,94.945,94.175,26.77K,-0.14%
"Jun 18, 2018",94.858,94.875,95,94.75,0.18K,0.08%
"Jun 15, 2018",94.782,94.955,95.13,94.665,10.09K,0.01%
"Jun 14, 2018",94.776,93.49,94.945,93.18,31.06K,1.15%
"Jun 13, 2018",93.699,93.815,94.04,93.52,42.47K,-0.11%
"Jun 12, 2018",93.801,93.68,93.915,93.455,24.79K,0.26%
"Jun 11, 2018",93.56,93.51,93.67,93.355,19.87K,0.02%
"Jun 08, 2018",93.537,93.47,93.825,93.38,18.65K,0.17%
"Jun 07, 2018",93.376,93.585,93.585,93.19,18.38K,-0.28%
"Jun 06, 2018",93.634,93.805,93.865,93.385,25.22K,-0.25%
"Jun 05, 2018",93.871,93.985,94.295,93.755,20.63K,-0.12%
"Jun 04, 2018",93.986,94.165,94.165,93.63,16.76K,-0.19%
"Jun 01, 2018",94.169,93.96,94.435,93.855,28.83K,0.22%
"May 31, 2018",93.959,94.05,94.215,93.69,32.32K,-0.17%
"May 30, 2018",94.115,94.8,94.925,93.985,37.62K,-0.71%
"May 29, 2018",94.789,94.345,94.975,94.235,35.74K,0.70%
"May 28, 2018",94.13,94.06,94.435,93.805,15.15K,0.00%
"May 25, 2018",94.13,93.735,94.24,93.69,23.15K,0.46%
"May 24, 2018",93.701,93.85,93.91,93.545,22.33K,-0.23%
"May 23, 2018",93.918,93.45,94.115,93.425,28.84K,0.42%
"May 22, 2018",93.526,93.46,93.65,93.2,20.94K,-0.06%
"May 21, 2018",93.581,93.585,93.965,93.42,22.28K,0.04%
"May 18, 2018",93.544,93.44,93.74,93.24,19.44K,0.18%
"May 17, 2018",93.375,93.195,93.48,93.005,21.66K,0.10%
"May 16, 2018",93.281,93.22,93.515,93.015,28.24K,0.20%
"May 15, 2018",93.093,92.53,93.345,92.48,29.91K,0.68%
"May 14, 2018",92.462,92.425,92.55,92.115,17.87K,0.06%
"May 11, 2018",92.411,92.605,92.71,92.235,20.26K,-0.11%
"May 10, 2018",92.516,93.005,93.03,92.39,34.75K,-0.40%
"May 09, 2018",92.884,92.905,93.26,92.695,26.45K,-0.08%
"May 08, 2018",92.958,92.555,93.135,92.505,29.98K,0.40%
"May 07, 2018",92.592,92.415,92.825,92.29,19.36K,0.20%
"May 04, 2018",92.408,92.27,92.755,92.19,25.44K,0.17%
"May 03, 2018",92.251,92.59,92.6,92.185,23.02K,-0.10%
"May 02, 2018",92.339,92.295,92.665,92.04,38.90K,0.09%
"May 01, 2018",92.255,91.62,92.37,91.595,27.41K,0.68%
"Apr 30, 2018",91.63,91.345,91.71,91.28,23.56K,0.31%
"Apr 27, 2018",91.343,91.385,91.79,91.29,30.52K,-0.02%
"Apr 26, 2018",91.365,91.005,91.44,90.745,38.97K,0.45%
"Apr 25, 2018",90.953,90.54,91.035,90.515,26.43K,0.46%
"Apr 24, 2018",90.537,90.695,90.85,90.475,24.27K,-0.19%
"Apr 23, 2018",90.705,90.14,90.75,90.08,31.08K,0.70%
"Apr 20, 2018",90.075,89.655,90.245,89.64,31.76K,0.42%
"Apr 19, 2018",89.695,89.355,89.71,89.235,24.76K,0.39%
"Apr 18, 2018",89.347,89.225,89.5,89.165,19.77K,0.13%
"Apr 17, 2018",89.228,89.115,89.385,88.945,14.99K,0.10%
"Apr 16, 2018",89.135,89.5,89.555,89.085,17.09K,-0.41%
"Apr 13, 2018",89.503,89.46,89.59,89.37,12.80K,0.05%
"Apr 12, 2018",89.456,89.21,89.675,89.16,23.61K,0.23%
"Apr 11, 2018",89.253,89.28,89.365,89.02,18.44K,-0.03%
"Apr 10, 2018",89.28,89.545,89.665,89.23,21.99K,-0.28%
"Apr 09, 2018",89.534,89.85,89.98,89.51,22.27K,-0.28%
"Apr 06, 2018",89.782,90.07,90.295,89.745,22.63K,-0.41%
"Apr 05, 2018",90.154,89.745,90.27,89.74,25.72K,0.41%
"Apr 04, 2018",89.783,89.8,89.895,89.57,15.11K,-0.08%
"Apr 03, 2018",89.859,89.73,89.945,89.515,19.80K,0.17%
"Apr 02, 2018",89.706,89.68,89.81,89.41,13.28K,-0.12%
"Mar 29, 2018",89.812,89.725,89.84,89.575,17.76K,0.10%
"Mar 28, 2018",89.719,88.97,89.82,88.895,32.56K,0.83%
"Mar 27, 2018",88.983,88.625,89.25,88.53,24.99K,0.43%
"Mar 26, 2018",88.604,89.04,89.105,88.56,25.80K,-0.48%
"Mar 23, 2018",89.033,89.325,89.345,88.975,22.74K,-0.49%
"Mar 22, 2018",89.473,89.265,89.575,88.99,26.35K,0.12%
"Mar 21, 2018",89.369,89.98,89.985,89.215,32.86K,-0.65%
"Mar 20, 2018",89.954,89.47,90.025,89.41,18.11K,-0.03%
"Mar 19, 2018",89.983,90.18,90.35,89.97,1.71K,-0.25%
"Mar 16, 2018",90.212,90.12,90.375,89.875,9.39K,0.10%
"Mar 15, 2018",90.126,89.695,90.165,89.62,21.07K,0.49%
"Mar 14, 2018",89.687,89.685,89.875,89.54,24.99K,0.05%
"Mar 13, 2018",89.643,89.87,90.09,89.565,27.20K,-0.25%
"Mar 12, 2018",89.867,90.065,90.165,89.815,23.38K,-0.22%
"Mar 09, 2018",90.065,90.175,90.365,89.965,25.55K,-0.10%
"Mar 08, 2018",90.156,89.585,90.215,89.42,31.83K,0.61%
"Mar 07, 2018",89.607,89.49,89.745,89.33,23.59K,0.02%
"Mar 06, 2018",89.59,89.92,90.035,89.47,32.81K,-0.50%
"Mar 05, 2018",90.041,89.83,90.19,89.65,24.45K,0.15%
"Mar 02, 2018",89.906,90.2,90.26,89.835,25.82K,-0.42%
"Mar 01, 2018",90.281,90.655,90.885,90.16,39.78K,-0.30%
"Feb 28, 2018",90.551,90.305,90.65,90.245,24.71K,0.30%
"Feb 27, 2018",90.28,89.675,90.435,89.62,29.72K,0.55%
"Feb 26, 2018",89.79,89.88,90,89.425,20.83K,-0.02%
"Feb 23, 2018",89.808,89.705,89.99,89.69,16.56K,0.17%
"Feb 22, 2018",89.656,90.055,90.17,89.56,24.08K,-0.29%
"Feb 21, 2018",89.913,89.675,90.06,89.49,23.07K,0.31%
"Feb 20, 2018",89.636,89.165,89.72,89.155,17.88K,0.70%
"Feb 19, 2018",89.013,89.005,89.355,88.865,11.42K,0.00%
"Feb 16, 2018",89.013,88.5,89.15,88.15,26.17K,0.57%
"Feb 15, 2018",88.505,88.89,88.89,88.445,27.69K,-0.56%
"Feb 14, 2018",89.005,89.595,90.02,88.835,39.24K,-0.66%
"Feb 13, 2018",89.592,90.06,90.07,89.49,20.99K,-0.56%
"Feb 12, 2018",90.096,90.25,90.31,89.955,19.21K,-0.26%
"Feb 09, 2018",90.334,90.16,90.45,90.005,34.96K,0.24%
"Feb 08, 2018",90.116,90.155,90.455,89.895,35.27K,0.00%
"Feb 07, 2018",90.118,89.49,90.275,89.325,33.06K,0.75%
"Feb 06, 2018",89.451,89.465,89.92,89.235,40.15K,0.05%
"Feb 05, 2018",89.405,89.185,89.58,88.875,37.14K,0.41%
"Feb 02, 2018",89.036,88.49,89.275,88.44,32.68K,0.60%
"Feb 01, 2018",88.505,88.935,89.17,88.385,23.88K,-0.50%
"Jan 31, 2018",88.954,88.95,89.135,88.615,29.18K,-0.05%
"Jan 30, 2018",88.999,89.215,89.48,88.74,26.24K,-0.15%
"Jan 29, 2018",89.131,88.95,89.44,88.835,25.77K,0.27%
"Jan 26, 2018",88.891,89.17,89.18,88.565,33.16K,-0.38%
"Jan 25, 2018",89.227,89.095,89.415,88.255,77.36K,0.24%
"Jan 24, 2018",89.011,89.875,89.905,88.955,32.30K,-1.01%
"Jan 23, 2018",89.915,90.155,90.395,89.845,20.36K,-0.31%
"Jan 22, 2018",90.191,90.27,90.5,90.14,16.70K,-0.20%
"Jan 19, 2018",90.37,90.32,90.51,89.96,24.17K,0.08%
"Jan 18, 2018",90.297,90.65,90.765,90.205,28.15K,-0.02%
"Jan 17, 2018",90.313,89.99,90.695,89.96,33.60K,0.19%
"Jan 16, 2018",90.146,90.255,90.58,90.105,27.97K,-0.65%
"Jan 15, 2018",90.735,90.595,90.705,90.045,24.81K,0.00%
"Jan 12, 2018",90.735,91.51,91.63,90.53,40.56K,-0.95%
"Jan 11, 2018",91.608,92.07,92.305,91.535,22.70K,-0.50%
"Jan 10, 2018",92.07,92.225,92.285,91.65,24.56K,-0.21%
"Jan 09, 2018",92.26,92.07,92.36,91.96,21.58K,0.17%
"Jan 08, 2018",92.1,91.765,92.135,91.61,15.96K,0.47%
"Jan 05, 2018",91.673,91.55,91.83,91.51,13.75K,0.10%
"Jan 04, 2018",91.581,91.965,92,91.52,15.73K,-0.34%
"Jan 03, 2018",91.896,91.56,91.99,91.535,17.21K,0.35%
"Jan 02, 2018",91.573,91.895,91.93,91.47,19.62K,-0.28%
"Dec 29, 2017",91.826,92.355,92.375,91.805,21.61K,-0.51%
"Dec 28, 2017",92.3,92.69,92.69,92.275,15.44K,-0.34%
"Dec 27, 2017",92.612,92.825,92.865,92.525,16.22K,-0.20%
"Dec 26, 2017",92.801,92.885,92.96,92.755,6.31K,-0.13%
"Dec 22, 2017",92.924,93,93.075,92.87,9.38K,0.07%
"Dec 21, 2017",92.862,92.925,93.095,92.815,12.90K,-0.03%
"Dec 20, 2017",92.891,93.035,93.12,92.75,20.13K,-0.15%
"Dec 19, 2017",93.027,93.255,93.31,93.015,14.68K,-0.53%
"Dec 18, 2017",93.52,94,94.02,93.575,0.54K,-0.44%
"Dec 15, 2017",93.929,93.57,93.995,93.405,8.97K,0.48%
"Dec 14, 2017",93.479,93.38,93.77,93.275,29.83K,0.06%
"Dec 13, 2017",93.419,94.015,94.095,93.34,30.86K,-0.70%
"Dec 12, 2017",94.08,93.895,94.21,93.745,18.70K,0.25%
"Dec 11, 2017",93.843,93.86,93.955,93.65,26.43K,-0.03%
"Dec 08, 2017",93.874,93.8,94.075,93.785,19.75K,0.11%
"Dec 07, 2017",93.769,93.565,93.78,93.495,14.81K,0.20%
"Dec 06, 2017",93.582,93.31,93.62,93.135,21.66K,0.27%
"Dec 05, 2017",93.334,93.02,93.445,93,18.29K,0.20%
"Dec 04, 2017",93.144,93.04,93.345,93.005,30.07K,0.33%
"Dec 01, 2017",92.841,92.905,93.21,92.55,31.15K,-0.17%
"Nov 30, 2017",93.002,93.2,93.465,92.68,27.69K,-0.11%
"Nov 29, 2017",93.107,93.175,93.375,92.925,17.79K,-0.11%
"Nov 28, 2017",93.213,92.795,93.27,92.76,21.74K,0.42%
"Nov 27, 2017",92.825,92.665,92.865,92.43,22.70K,0.13%
"Nov 24, 2017",92.707,93.11,93.175,92.61,17.46K,-0.46%
"Nov 23, 2017",93.135,93.195,93.21,93,9.96K,0.00%
"Nov 22, 2017",93.135,93.855,93.88,93.12,24.89K,-0.79%
"Nov 21, 2017",93.877,93.945,94.085,93.795,11.70K,-0.13%
"Nov 20, 2017",93.997,93.73,94.02,93.485,19.68K,0.45%
"Nov 17, 2017",93.575,93.715,93.845,93.42,16.91K,-0.30%
"Nov 16, 2017",93.854,93.785,93.915,93.69,12.19K,0.14%
"Nov 15, 2017",93.726,93.77,93.8,93.305,25.25K,0.00%
"Nov 14, 2017",93.723,94.405,94.44,93.64,27.44K,-0.70%
"Nov 13, 2017",94.388,94.355,94.545,94.31,10.71K,0.12%
"Nov 10, 2017",94.278,94.365,94.555,94.155,14.65K,-0.08%
"Nov 09, 2017",94.352,94.85,94.865,94.305,22.01K,-0.44%
"Nov 08, 2017",94.768,94.765,94.865,94.68,11.41K,-0.03%
"Nov 07, 2017",94.8,94.63,95.07,94.6,23.73K,0.15%
"Nov 06, 2017",94.657,94.825,95,94.605,17.71K,-0.21%
"Nov 03, 2017",94.858,94.61,94.92,94.115,24.48K,0.29%
"Nov 02, 2017",94.588,94.665,94.695,94.305,17.09K,-0.13%
"Nov 01, 2017",94.709,94.415,94.755,94.4,16.62K,0.30%
"Oct 31, 2017",94.429,94.365,94.6,94.35,18.90K,-0.03%
"Oct 30, 2017",94.454,94.77,94.835,94.325,22.35K,-0.39%
"Oct 27, 2017",94.822,94.66,95.06,94.63,36.50K,0.33%
"Oct 26, 2017",94.509,93.495,94.615,93.365,44.61K,1.00%
"Oct 25, 2017",93.577,93.83,93.89,93.475,24.51K,-0.09%
"Oct 24, 2017",93.661,93.695,93.87,93.555,18.54K,-0.16%
"Oct 23, 2017",93.814,93.64,93.9,93.56,16.03K,0.25%
"Oct 20, 2017",93.579,93.045,93.675,92.995,27.27K,0.49%
"Oct 19, 2017",93.12,93.29,93.425,92.91,18.56K,-0.12%
"Oct 18, 2017",93.228,93.34,93.655,93.215,15.59K,-0.13%
"Oct 17, 2017",93.35,93.14,93.59,93.135,16.91K,0.20%
"Oct 16, 2017",93.161,92.965,93.21,92.93,15.65K,0.24%
"Oct 13, 2017",92.935,92.93,93.09,92.59,21.58K,0.04%
"Oct 12, 2017",92.898,92.755,93.065,92.635,17.44K,0.08%
"Oct 11, 2017",92.825,93.06,93.19,92.715,20.79K,-0.30%
"Oct 10, 2017",93.101,93.565,93.57,92.95,26.87K,-0.43%
"Oct 09, 2017",93.505,93.625,93.67,93.455,12.44K,-0.15%
"Oct 06, 2017",93.641,93.75,94.1,93.6,27.38K,-0.17%
"Oct 05, 2017",93.803,93.365,93.835,93.25,18.20K,0.56%
"Oct 04, 2017",93.284,93.415,93.42,93.085,17.76K,-0.14%
"Oct 03, 2017",93.414,93.49,93.775,93.275,17.65K,0.01%
"Oct 02, 2017",93.405,92.965,93.675,92.94,22.43K,0.56%
"Sep 29, 2017",92.883,93,93.115,92.805,21.91K,-0.05%
"Sep 28, 2017",92.932,93.26,93.495,92.92,24.78K,-0.26%
"Sep 27, 2017",93.171,92.89,93.415,92.81,32.50K,0.42%
"Sep 26, 2017",92.781,92.42,93.11,92.345,32.79K,0.37%
"Sep 25, 2017",92.441,92.12,92.525,92,26.58K,0.52%
"Sep 22, 2017",91.967,91.945,92.005,91.575,24.07K,-0.09%
"Sep 21, 2017",92.049,92.4,92.46,91.89,22.40K,-0.27%
"Sep 20, 2017",92.296,91.62,92.495,91.215,37.39K,0.80%
"Sep 19, 2017",91.561,91.765,91.845,91.515,24.29K,-0.32%
"Sep 18, 2017",91.853,91.865,92.02,91.8,1.39K,-0.01%
"Sep 15, 2017",91.863,92,92.155,91.585,10.88K,-0.27%
"Sep 14, 2017",92.112,92.385,92.66,92.025,26.59K,-0.43%
"Sep 13, 2017",92.508,91.875,92.515,91.69,50.27K,0.71%
"Sep 12, 2017",91.856,91.885,92.06,91.755,31.52K,0.00%
"Sep 11, 2017",91.853,91.39,91.965,91.39,36.43K,0.58%
"Sep 08, 2017",91.326,91.44,91.49,90.99,36.10K,-0.34%
"Sep 07, 2017",91.642,92.18,92.23,91.375,58.70K,-0.66%
"Sep 06, 2017",92.252,92.2,92.335,91.945,28.04K,0.03%
"Sep 05, 2017",92.226,92.61,92.695,92.145,27.65K,-0.59%
"Sep 04, 2017",92.769,92.665,92.675,92.41,10.72K,0.00%
"Sep 01, 2017",92.769,92.6,92.905,92.05,44.56K,0.15%
"Aug 31, 2017",92.628,92.86,93.305,92.565,38.28K,-0.21%
"Aug 30, 2017",92.823,92.295,92.885,92.19,29.84K,0.69%
"Aug 29, 2017",92.184,92.185,92.41,91.55,51.87K,0.05%
"Aug 28, 2017",92.14,92.35,92.48,92.115,19.55K,-0.58%
"Aug 25, 2017",92.677,93.225,93.37,92.345,44.54K,-0.56%
"Aug 24, 2017",93.202,93.09,93.305,93.075,10.74K,0.14%
"Aug 23, 2017",93.07,93.44,93.555,93.04,18.70K,-0.42%
"Aug 22, 2017",93.461,93.025,93.49,92.98,19.61K,0.48%
"Aug 21, 2017",93.012,93.365,93.495,92.92,18.58K,-0.37%
"Aug 18, 2017",93.359,93.65,93.685,93.245,23.75K,-0.19%
"Aug 17, 2017",93.534,93.38,93.995,93.21,40.45K,0.10%
"Aug 16, 2017",93.438,93.735,94.055,93.375,35.15K,-0.34%
"Aug 15, 2017",93.756,93.395,94.04,93.34,23.01K,0.48%
"Aug 14, 2017",93.305,92.98,93.39,92.945,13.44K,0.38%
"Aug 11, 2017",92.956,93.295,93.415,92.83,28.53K,-0.37%
"Aug 10, 2017",93.304,93.385,93.7,93.21,17.31K,-0.13%
"Aug 09, 2017",93.43,93.47,93.785,93.365,20.18K,-0.09%
"Aug 08, 2017",93.515,93.285,93.77,93.12,20.30K,0.22%
"Aug 07, 2017",93.309,93.38,93.415,93.175,13.48K,-0.11%
"Aug 04, 2017",93.416,92.61,93.64,92.58,31.04K,0.76%
