article_date,element_id,word_count,sd,ave_sentiment
2013-05-16,135,549,0.213678432,0.278210058
2013-05-17,136,2858,0.216027549,0.096254737
2013-05-18,137,360,0.174345886,0.217160909
2013-05-19,138,195,0.080280973,0.070227207
2013-05-21,139,1849,0.256882372,0.199009358
2013-05-22,140,811,0.193820224,0.117887274
2013-05-23,141,676,0.286851947,0.166203543
2013-05-25,142,767,0.3112982,0.202996818
2013-05-27,143,782,0.302514713,0.005022826
2013-05-28,144,974,0.23324511,0.227452257
2013-05-29,145,516,0.134721778,0.099849119
2013-05-31,146,2885,0.268985415,0.156134141
2013-06-03,147,2792,0.282247749,0.139679583
2013-06-04,148,1789,0.272119941,0.202682834
2013-06-05,149,407,0.128586418,0.004365799
2013-06-06,150,996,0.24774724,0.107875534
2013-06-08,151,1404,0.204989925,0.234846884
2013-06-10,152,969,0.209887465,0.160716645
2013-06-11,153,1586,0.302119419,0.172679365
2013-06-13,154,1907,0.290183235,0.121560375
2013-06-14,155,1644,0.239856794,0.155218827
2013-06-15,156,3462,0.270178827,0.225399251
2013-06-17,157,1031,0.170122326,0.2630653
2013-06-18,158,1295,0.234453435,0.234620531
2013-06-20,159,8119,0.245867359,0.150622797
2013-06-21,160,1029,0.192077746,0.084962466
2013-06-22,161,664,0.212577962,0.213804715
2013-06-24,162,2236,0.270827438,0.19310434
2013-06-26,163,4869,0.21184553,0.165241416
2013-06-27,164,2838,0.289456676,0.12359664
2013-06-28,165,1423,0.257656305,0.116221465
2013-06-29,166,1228,0.219705381,0.17513107
2013-07-02,167,4529,0.317855024,0.148814604
2013-07-03,168,640,0.214810771,0.20997993
2013-07-04,169,2503,0.284581118,0.245725864
2013-07-06,170,472,0.315852332,0.07027932
2013-07-08,171,2618,0.312167157,0.223613484
2013-07-09,172,1041,0.283416668,0.062241433
2013-07-10,173,530,0.27730297,0.307259353
2013-07-11,174,1582,0.199677193,0.136028495
2013-07-12,175,4101,0.208458182,0.170842739
2013-07-16,176,445,0.232898877,0.185499976
2013-07-18,177,2317,0.227810569,0.065893358
2013-07-20,178,505,0.23507595,0.227748501
2013-07-21,179,822,0.281610852,0.18248148
2013-07-23,180,3822,0.278755899,0.184400375
2013-07-24,181,1812,0.260629361,0.134219507
2013-07-25,182,2052,0.330679638,0.10982039
2013-07-26,183,1292,0.264688645,0.136574755
2013-07-27,184,3019,0.261416122,-0.01234441
2013-07-28,185,884,0.230761448,0.254819529
2013-07-29,186,4544,0.292550695,0.078368271
2013-07-30,187,985,0.193856775,0.141183575
2013-07-31,188,4417,0.434467352,0.206036326
2013-08-01,189,1258,0.30610547,0.296223922
2013-08-02,190,2642,0.228532811,0.249201499
2013-08-03,191,3903,0.252589052,0.223121782
2013-08-05,192,1621,0.271973459,0.119927969
2013-08-06,193,3031,0.230030449,0.224620086
2013-08-07,194,502,0.19180071,0.170779734
2013-08-08,195,973,0.246787623,0.232663437
2013-08-09,196,1684,0.206961182,0.100640814
2013-08-10,197,1282,0.252827721,0.298218484
2013-08-12,198,926,0.238856881,-0.06032256
2013-08-13,199,4605,0.234724331,0.168991714
2013-08-14,200,1005,0.244665146,0.150398212
2013-08-15,201,501,0.227883086,0.249222819
2013-08-16,202,1219,0.246241228,0.200354994
2013-08-19,203,2173,0.233086346,0.146460811
2013-08-20,204,1623,0.237844684,0.189571311
2013-08-21,205,1086,0.265184848,0.148761723
2013-08-23,206,1730,0.232734922,0.101113511
2013-08-26,207,3199,0.298046329,0.116195942
2013-08-27,208,3869,0.252396226,0.058755972
2013-08-29,209,2802,0.30204366,0.161462776
2013-08-30,210,4372,0.273243149,0.260639404
2013-09-01,211,1991,0.273641955,0.11346733
2013-09-03,212,2185,0.23804325,0.190761334
2013-09-04,213,1934,0.286293215,0.194103749
2013-09-07,214,4992,0.263858079,0.075147849
2013-09-09,215,2782,0.241998261,0.168447964
2013-09-12,216,754,0.248249255,0.241388369
2013-09-14,217,903,0.293902047,0.173613535
2013-09-15,218,2100,0.206898379,0.091437129
2013-09-16,219,628,0.236426566,0.226908997
2013-09-19,220,1350,0.269464887,0.21642451
2013-09-20,221,2032,0.249637583,0.095617971
2013-09-21,222,689,0.262950955,-0.00360242
2013-09-22,223,5295,0.26489713,0.148891244
2013-09-25,224,3108,0.290980228,0.049861375
2013-09-26,225,1268,0.221370327,0.203347897
2013-09-27,226,2155,0.200162711,0.151363474
2013-09-29,227,1888,0.279333219,0.127964493
2013-09-30,228,685,0.276007801,0.214524956
2013-10-02,229,4337,0.323661795,0.020138915
2013-10-04,230,2385,0.256434413,0.140970795
2013-10-08,231,743,0.200355068,0.216424266
2013-10-09,232,642,0.226672573,0.194408532
2013-10-10,233,1178,0.304113124,0.106417409
2013-10-12,234,2685,0.236075165,0.220107583
2013-10-15,235,358,0.168702577,0.171331881
2013-10-16,236,3637,0.236288424,0.201755253
2013-10-17,237,4253,0.203377855,0.224634031
2013-10-18,238,2343,0.252411362,0.116885917
2013-10-19,239,3489,0.298465342,0.1463473
2013-10-20,240,680,0.218103107,0.136656004
2013-10-22,241,3272,0.217132807,0.046830858
2013-10-23,242,2061,0.209919973,0.13384069
2013-10-24,243,1429,0.279725921,0.156279185
2013-10-25,244,759,0.160060387,0.046868478
2013-10-27,245,2056,0.253276463,0.189856791
2013-10-28,246,4759,0.258286223,0.104328414
2013-10-29,247,2375,0.230346687,0.112551625
2013-10-30,248,872,0.170607907,0.233985254
2013-11-02,249,2306,0.245977945,0.137077518
2013-11-04,250,6236,0.257519415,0.102974885
2013-11-05,251,769,0.189211038,0.211690856
2013-11-06,252,1426,0.280550151,0.234055932
2013-11-07,253,462,0.35643511,0.333457581
2013-11-08,254,3748,0.270414933,0.096450757
2013-11-09,255,706,0.219881872,0.278304415
2013-11-10,256,1362,0.266838944,0.10979908
2013-11-11,257,939,0.236720435,0.22949847
2013-11-12,258,2115,0.238321738,0.226454418
2013-11-13,259,753,0.25731502,0.281168485
2013-11-14,260,1480,0.247204953,0.276170009
2013-11-20,261,4367,0.269238908,0.154581953
2013-11-22,262,2536,0.217125946,0.202651649
2013-11-23,263,1261,0.251169296,0.276826558
2013-11-25,264,455,0.195257881,0.1942154
2013-11-26,265,4569,0.235540988,0.18344045
2013-11-27,266,719,0.206864131,0.185841197
2013-11-28,267,2747,0.224807601,0.187301167
2013-11-29,268,831,0.295033281,0.154160492
2013-11-30,269,510,0.226210007,0.190004089
2013-12-02,270,3988,0.260447805,0.12546331
2013-12-03,271,4018,0.267146478,0.124711296
2013-12-04,272,3500,0.290252704,0.208754798
2013-12-05,273,2310,0.316179824,0.115925157
2013-12-06,274,1055,0.26954592,0.164091598
2013-12-07,275,1652,0.23873533,0.071242874
2013-12-08,276,664,0.176632324,0.132940716
2013-12-09,277,480,0.354283964,0.376681235
2013-12-10,278,2573,0.22171147,0.093930789
2013-12-11,279,5371,0.246656633,0.17636719
2013-12-12,280,870,0.23028418,0.340895385
2013-12-14,281,1516,0.269767475,0.139004356
2013-12-16,282,592,0.364737142,0.469772948
2013-12-17,283,3427,0.251608358,0.214238332
2013-12-18,284,2409,0.280226267,0.003495928
2013-12-19,285,862,0.192868674,0.095631102
2013-12-20,286,663,0.238022265,0.209826209
2013-12-21,287,433,0.249048483,-0.069047606
2013-12-23,288,1846,0.253197999,0.212912225
2013-12-24,289,2386,0.313255605,0.175765929
2013-12-25,290,657,0.279478308,0.391670031
2013-12-26,291,631,0.308370026,0.24255434
2013-12-27,292,1106,0.176604878,0.104335783
2013-12-29,293,477,0.201535053,0.0360435
2013-12-30,294,1265,0.276957162,0.069538143
2013-12-31,295,3134,0.230060214,0.150199649
2014-01-01,296,741,0.233911099,0.17630392
2014-01-02,297,2080,0.190185986,0.11489472
2014-01-03,298,2481,0.222987979,0.042278051
2014-01-04,299,956,0.202789013,0.129784416
2014-01-07,300,834,0.22222046,0.057142296
2014-01-08,301,2176,0.255884125,0.107898848
2014-01-09,302,4598,0.252574432,0.131699565
2014-01-10,303,1303,0.215040386,0.179560076
2014-01-11,304,2605,0.260217456,0.219737076
2014-01-14,305,1979,0.255462645,0.123731198
2014-01-16,306,1505,0.210962222,0.091980518
2014-01-17,307,652,0.243330619,0.127824596
2014-01-19,308,624,0.204081959,0.048013276
2014-01-20,309,1236,0.198091027,0.016839679
2014-01-21,310,2678,0.245429797,0.154624771
2014-01-22,311,1726,0.23697151,0.195392496
2014-01-23,312,3133,0.256274341,0.252797833
2014-01-24,313,4296,0.252166509,0.186032395
2014-01-27,314,1227,0.278359975,0.039323186
2014-01-29,315,2478,0.271976654,0.04250863
2014-01-30,316,3588,0.266412204,0.138297793
2014-01-31,317,1415,0.255101685,0.079467575
2014-02-01,318,2102,0.262705043,0.348551308
2014-02-02,319,583,0.172347105,0.110458262
2014-02-03,320,3587,0.264509354,0.09186478
2014-02-04,321,2459,0.284508776,0.156403422
2014-02-05,322,5228,0.225258313,0.156536664
2014-02-06,323,1621,0.258611981,0.171689605
2014-02-07,324,3578,0.244052116,0.140383673
2014-02-08,325,3483,0.275188965,0.147510642
2014-02-10,326,3321,0.26996561,0.094649676
2014-02-12,327,444,0.188093269,0.253670955
2014-02-13,328,1524,0.22151872,0.079938464
2014-02-14,329,8412,0.285876932,0.141088555
2014-02-15,330,1104,0.256647301,0.192873043
2014-02-16,331,3136,0.25410235,0.065276331
2014-02-17,332,1572,0.281799341,0.271059619
2014-02-18,333,5717,0.256101587,0.210724653
2014-02-19,334,1759,0.26824856,0.007275678
2014-02-20,335,2529,0.299766122,0.152858117
2014-02-21,336,1779,0.331350389,0.16010332
2014-02-22,337,2649,0.269546344,0.175295684
2014-02-23,338,2267,0.25191933,0.084447395
2014-02-24,339,2999,0.268001415,0.160179597
2014-02-25,340,3806,0.27391956,0.164893638
2014-02-27,341,3503,0.251709715,0.149119296
2014-02-28,342,3025,0.314226352,0.193409928
2014-03-01,343,6973,0.291313881,0.118313046
2014-03-02,344,1800,0.263448084,0.220064236
2014-03-03,345,2825,0.205587346,0.166961625
2014-03-04,346,5329,0.235271046,0.149188235
2014-03-05,347,1645,0.273001943,0.064821901
2014-03-06,348,4640,0.286822572,0.126682121
2014-03-07,349,6741,0.282709666,0.16890839
2014-03-08,350,1072,0.283090632,0.337201633
2014-03-09,351,923,0.248686349,-0.046450824
2014-03-10,352,2008,0.27064607,0.051169217
2014-03-11,353,6503,0.314344153,0.136024902
2014-03-12,354,2213,0.249512109,0.15710054
2014-03-13,355,5122,0.274396146,0.060476587
2014-03-14,356,4446,0.291438696,0.149574305
2014-03-17,357,2570,0.244843837,0.252466777
2014-03-18,358,4770,0.294773167,0.195792223
2014-03-19,359,3876,0.252302376,0.160643429
2014-03-20,360,1481,0.244650436,0.146665426
2014-03-21,361,3432,0.274908187,0.138557673
2014-03-22,362,1309,0.271053551,0.304595611
2014-03-23,363,573,0.242816465,0.083654898
2014-03-24,364,3023,0.265031407,0.209727825
2014-03-25,365,5382,0.235896451,0.076784289
2014-03-26,366,2177,0.279951617,0.032212889
2014-03-27,367,2070,0.282467481,0.260387634
2014-03-28,368,5294,0.259391607,0.160871582
2014-03-29,369,1197,0.192154603,0.127191854
2014-03-31,370,2193,0.227744043,0.134199798
2014-04-01,371,5016,0.305116887,0.038742851
2014-04-02,372,3325,0.256325115,0.20679219
2014-04-03,373,1724,0.224947395,0.095556029
2014-04-05,374,11609,0.273357176,0.126446272
2014-04-07,375,3872,0.296665859,0.164007593
2014-04-08,376,4341,0.230229848,0.179502757
2014-04-09,377,6811,0.284291829,0.203102278
2014-04-10,378,4380,0.267626306,0.148498182
2014-04-11,379,1843,0.227956602,0.201541869
2014-04-12,380,3582,0.26569453,0.170486021
2014-04-14,381,727,0.145297561,-0.054629222
2014-04-15,382,608,0.157033924,0.191591597
2014-04-16,383,11301,0.266421658,0.154174532
2014-04-17,384,2841,0.215756409,0.090411435
2014-04-18,385,1167,0.318888628,0.253574839
2014-04-19,386,3903,0.269732969,0.105060751
2014-04-20,387,1310,0.230060936,0.21918732
2014-04-22,388,1676,0.215411319,0.249542316
2014-04-24,389,3074,0.280380404,0.04922406
2014-04-25,390,2181,0.271686838,0.159383076
2014-04-26,391,907,0.232654596,0.16691061
2014-04-29,392,4774,0.240039419,0.153789311
2014-04-30,393,5370,0.286484958,0.138194522
2014-05-02,394,1953,0.208479329,0.179939897
2014-05-03,395,1273,0.24124863,0.193924665
2014-05-05,396,4152,0.260788215,0.104530631
2014-05-06,397,5848,0.297806956,0.131511103
2014-05-07,398,3831,0.244706525,0.074092189
2014-05-08,399,1731,0.248755935,0.19743139
2014-05-10,400,1367,0.33452039,0.062473647
2014-05-12,401,3498,0.253013267,0.245393135
2014-05-13,402,9316,0.235608762,0.138050141
2014-05-14,403,4110,0.310425705,0.077652998
2014-05-15,404,2138,0.239100679,0.194571298
2014-05-16,405,3829,0.259721078,0.112412303
2014-05-19,406,10260,0.258020241,0.221614183
2014-05-20,407,894,0.247958851,0.189188828
2014-05-22,408,5415,0.282048899,0.207546966
2014-05-23,409,3509,0.319804804,0.21898663
2014-05-28,410,7808,0.285124611,0.201323651
2014-05-29,411,702,0.249055457,0.188159685
2014-05-30,412,2880,0.237164617,0.083465256
2014-06-01,413,951,0.262778147,0.192329832
2014-06-02,414,4319,0.220885868,0.161309817
2014-06-03,415,3756,0.287855547,0.114856804
2014-06-04,416,2309,0.231157835,0.188419605
2014-06-05,417,4620,0.254525282,0.148573234
2014-06-06,418,1653,0.220078119,0.148580344
2014-06-10,419,1911,0.244586477,0.164725184
2014-06-12,420,733,0.30359249,0.227514773
2014-06-13,421,413,0.220240766,0.257922695
2014-06-15,422,13532,0.247702295,0.115276917
2014-06-17,423,6395,0.278257887,0.137931355
2014-06-20,424,10329,0.281194947,0.112192044
2014-06-21,425,1880,0.268112486,0.215602938
2014-06-23,426,1489,0.290356085,0.140681079
2014-06-25,427,3218,0.253963355,0.193340243
2014-06-30,428,1672,0.259845693,0.087913064
2014-07-01,429,4194,0.2920508,0.191481891
2014-07-02,430,3598,0.248114918,0.19138815
2014-07-03,431,4107,0.301188938,0.198631835
2014-07-07,432,1322,0.215178154,0.238619923
2014-07-08,433,603,0.271729304,0.27483537
2014-07-09,434,2235,0.248673146,0.085734329
2014-07-10,435,666,0.216489743,0.277753245
2014-07-11,436,564,0.303412314,0.217977649
2014-07-15,437,2227,0.245920784,0.185906931
2014-07-16,438,3579,0.230912499,0.180984352
2014-07-17,439,867,0.195478888,0.19371793
2014-07-18,440,1979,0.219247876,0.223776451
2014-07-20,441,2852,0.228193649,0.147597497
2014-07-22,442,2726,0.273111911,0.104495546
2014-07-23,443,1571,0.274082929,0.113093924
2014-07-24,444,1435,0.225444233,0.269229385
2014-07-25,445,3858,0.368474689,0.197563445
2014-07-28,446,6438,0.267124275,0.183369095
2014-07-29,447,2700,0.285062172,0.05971517
2014-07-30,448,15610,0.30754169,0.157751963
2014-07-31,449,569,0.278327517,0.273434966
2014-08-01,450,2302,0.256573749,0.229603542
2014-08-04,451,595,0.204659916,0.239145823
2014-08-05,452,2654,0.257419367,0.186892404
2014-08-08,453,757,0.282164358,0.286916809
2014-08-11,454,2155,0.257977056,0.214298679
2014-08-12,455,978,0.194444232,0.124738546
2014-08-13,456,546,0.312319865,0.251056312
2014-08-14,457,3345,0.291781403,0.123766825
2014-08-16,458,839,0.190055822,0.096532676
2014-08-19,459,6203,0.303647429,0.176626116
2014-08-20,460,4287,0.2145425,0.130317787
2014-08-22,461,1768,0.283427264,0.144908026
2014-08-26,462,1286,0.248012449,0.19375082
2014-08-27,463,2592,0.356132654,0.096002346
2014-08-28,464,3075,0.252772413,0.22228153
2014-08-29,465,7162,0.228201174,0.103083658
2014-08-30,466,707,0.247437846,0.236519893
2014-09-02,467,11041,0.274874454,0.080325813
2014-09-05,468,1951,0.254079178,0.030082013
2014-09-08,469,845,0.22083766,0.014722374
2014-09-09,470,1692,0.252683425,0.236968814
2014-09-10,471,2963,0.202992045,0.202674486
2014-09-11,472,646,0.297395535,0.340177412
2014-09-12,473,2120,0.30112765,0.192321572
2014-09-13,474,757,0.24083391,0.217465634
2014-09-15,475,5350,0.258679097,0.114869065
2014-09-16,476,2264,0.24691928,0.203047107
2014-09-17,477,701,0.251587702,0.180664958
2014-09-19,478,1469,0.264074022,0.164976262
2014-09-20,479,1589,0.273629321,0.297696403
2014-09-21,480,836,0.343331361,0.382758947
2014-09-22,481,3557,0.274029321,0.145970665
2014-09-23,482,4807,0.291389529,0.18184163
2014-09-24,483,582,0.211270082,0.311662114
2014-09-25,484,2623,0.257291562,0.15440889
2014-09-26,485,803,0.220428585,0.187740352
2014-09-27,486,1883,0.246134647,0.211934828
2014-09-29,487,7175,0.281672659,0.173508659
2014-09-30,488,6442,0.277655468,0.19294597
2014-10-01,489,3167,0.291270839,0.238847634
2014-10-02,490,3374,0.310760192,0.232077557
2014-10-03,491,602,0.194928149,0.197562543
2014-10-04,492,692,0.257257246,0.103015954
2014-10-05,493,259,0.163469035,0.189074469
2014-10-06,494,1805,0.287973293,0.117467563
2014-10-07,495,5604,0.254699878,0.125483219
2014-10-08,496,1552,0.20288573,0.134566914
2014-10-09,497,889,0.240866072,0.092790646
2014-10-10,498,2991,0.241576394,0.210554536
2014-10-11,499,2085,0.185444993,0.194211317
2014-10-12,500,745,0.26260618,0.120661496
2014-10-13,501,589,0.243124099,0.030661004
2014-10-14,502,4324,0.270798403,0.11770098
2014-10-15,503,512,0.231283669,0.302829442
2014-10-16,504,5917,0.282021534,0.177532471
2014-10-17,505,5349,0.271332064,0.098207946
2014-10-20,506,6079,0.307945635,0.242216417
2014-10-21,507,3269,0.268287904,0.230080719
2014-10-22,508,5559,0.239653252,0.165113667
2014-10-23,509,1881,0.265269048,0.249427876
2014-10-24,510,1738,0.234287485,0.258974305
2014-10-25,511,3529,0.260299005,0.1131375
2014-10-26,512,1123,0.20814622,0.196514777
2014-10-27,513,619,0.334004491,0.174709423
2014-10-28,514,7014,0.235360872,0.139048065
2014-10-29,515,4007,0.287067093,0.184586342
2014-10-30,516,6808,0.267614089,0.217492457
2014-10-31,517,3004,0.273694438,0.220920974
2014-11-03,518,293,0.185084154,0.267124597
2014-11-04,519,2079,0.30986912,0.227912505
2014-11-05,520,6497,0.269606917,0.181150036
2014-11-06,521,2187,0.237580091,0.078642791
2014-11-07,522,141,0.196955483,0.297108563
2014-11-08,523,1165,0.227891187,0.139354353
2014-11-10,524,5016,0.246295949,0.116424562
2014-11-11,525,2094,0.25116645,0.22335652
2014-11-12,526,6195,0.224372068,0.137412752
2014-11-13,527,1496,0.213323334,0.288283888
2014-11-14,528,5567,0.238699129,0.147630697
2014-11-17,529,3649,0.27876088,0.185515419
2014-11-18,530,5923,0.248122885,0.170323219
2014-11-19,531,2716,0.235829338,0.178703627
2014-11-20,532,2964,0.267096204,0.260375418
2014-11-21,533,1996,0.247294799,0.180701381
2014-11-24,534,1293,0.185641407,0.135833743
2014-11-25,535,1744,0.208922155,0.185887293
2014-11-26,536,2785,0.241265329,0.117219843
2014-11-27,537,2704,0.203435175,0.180176729
2014-11-28,538,384,0.301048703,0.335355016
2014-11-30,539,1681,0.229656651,0.17088987
2014-12-09,540,541,0.303992646,0.305088156
2014-12-10,541,914,0.277207275,0.233207121
2014-12-15,542,58,0.278969665,0.235915496
2014-12-17,543,148,0.136424799,0.155887419
2014-12-21,544,83,0.258230509,0.159738488
2014-12-22,545,1548,0.309754264,0.356921762
2014-12-25,546,1711,0.327648862,-0.066168258
2015-01-15,547,77,0.211149069,0.241129015
2015-01-16,548,2359,0.291079067,0.131902342
2015-01-21,549,435,0.307330494,0.258951812
2015-01-22,550,1658,0.256914695,0.093605751
2015-01-23,551,1881,0.253615158,0.028228829
2015-01-27,552,3572,0.23986313,0.084950516
2015-01-29,553,2405,0.266307277,0.126892039
2015-01-30,554,1078,0.245519354,0.082438852
2015-01-31,555,1107,0.207255549,0.117128173
2015-02-02,556,279,0.226941884,0.293931489
2015-02-03,557,854,0.270773328,0.105090268
2015-02-05,558,515,0.138889563,0.044538941
2015-02-12,559,945,0.290691216,0.254209069
2015-02-13,560,1591,0.298761744,0.190125981
2015-02-16,561,279,0.226941884,0.293931489
2015-02-17,562,1067,0.184376545,0.210020818
2015-02-18,563,771,0.209193358,0.107896455
2015-02-19,564,754,0.236018358,0.132878196
2015-02-20,565,1599,0.297279941,0.194783498
2015-02-21,566,417,0.25139325,0.028267484
2015-02-22,567,841,0.214642025,0.110209578
2015-02-23,568,651,0.282226886,0.002166681
2015-02-24,569,1026,0.29815339,0.202266716
2015-02-25,570,2880,0.267092345,0.249220991
2015-02-26,571,741,0.295685053,0.115700369
2015-02-27,572,3081,0.268837014,0.287153626
2015-02-28,573,731,0.253457295,0.227526681
2015-03-02,574,2097,0.177594511,0.173378883
2015-03-03,575,1042,0.292899252,0.220038115
2015-03-04,576,1035,0.238512328,0.267977367
2015-03-05,577,1084,0.250323473,0.17885767
2015-03-06,578,566,0.281288179,0.137339961
2015-03-07,579,324,0.183248456,0.057388168
2015-03-09,580,2747,0.296213005,0.200362022
2015-03-10,581,1143,0.258608609,0.234095323
2015-03-11,582,1218,0.217113183,0.188197334
2015-03-12,583,2028,0.320833034,0.170848517
2015-03-13,584,1509,0.180056997,0.143670847
2015-03-14,585,2716,0.231826018,0.170673286
2015-03-16,586,1801,0.206807531,0.166687868
2015-03-17,587,572,0.200156377,0.241276216
