date,BCHAIN.AVBLS,BCHAIN.HRATE,BCHAIN.MIREV,BCHAIN.MKTCP,BCHAIN.NADDU,BCHAIN.TOTBC,BCHAIN.TOUTV
2015-02-12,0.37019118842,300545.137102,757105.79,3067764710.5,202264,13829350,819424.174578
2015-02-13,0.459659004211,309384.699958,843389.1,3319054029,256202,13832850,1009747.50518
2015-02-14,0.434725180916,355792.404952,991297.71,3394323806.25,243646,13836875,743325.923645
2015-02-15,0.440848720607,296125.355674,820538.37,3376876497.75,295507,13840225,734014.840187
2015-02-16,0.406862627102,349162.73281,935184.9,3265287115.5,223579,13844175,735253.322373
2015-02-17,0.384952668221,342533.060668,949160,3378924200,226216,13848050,769047.25304
2015-02-18,0.375044171114,355792.404952,948874.8,3253436855.25,223247,13852075,814178.367771
2015-02-19,0.307401976934,362422.077094,993659.67,3347513318.25,181312,13856175,703399.909491
2015-02-20,0.329416010753,366841.858522,1013940.28,3375820757,194679,13860325,723775.886795
2015-02-21,0.417947161025,304964.91853,850966.24,3405774966.5,248310,13863775,765685.841766
2015-02-22,0.332661811879,333693.497812,893732,3272741800,223159,13867550,480914.145479
2015-02-23,0.406974263435,317934.931986,815115.42,3288669462.75,215517,13870975,718922.650584
2015-02-24,0.391656212185,320255.62492,831706.4,3331249442.5,196851,13874425,830578.411427
2015-02-25,0.340458631516,362028.097736,934079.85,3311229561.75,194596,13878325,793938.981734
2015-02-26,0.36747402615,334179.782525,858325,3296957187.5,189240,13881925,783337.058361
2015-02-27,0.342901266074,366669.483604,1006856,3527012250,199935,13885875,1875028.08472
2015-02-28,0.394266163861,313293.546117,857096.24,3513702465,238834,13889250,711898.996986
2015-03-01,0.380356063843,348103.94013,931320.72,3439351080,229461,13893000,915290.390029
2015-03-02,0.415691057841,348103.94013,993508.46,3666101617.5,213896,13896750,2057569.86744
2015-03-03,0.383233349045,357386.711867,1065967,3833785480,216316,13900600,1209244.9502
2015-03-04,0.371939434367,364348.79067,1109701,3916209466.25,211468,13904525,927352.901759
2015-03-05,0.451330251861,264558.994499,760764.32,3694216021.25,195590,13907375,1005916.16768
2015-03-06,0.391250411166,366669.483604,1079500.04,3785549759,199410,13911325,940738.476004
2015-03-07,0.37688620547,327217.703723,975886.54,3838133075.5,222227,13914850,982317.326521
2015-03-08,0.324800259028,362028.097736,1071653.31,3811928062.5,213398,13918750,2518102.63592
2015-03-09,0.41520728487,311208.02387,952708.72,4002310934,201698,13922050,869353.142216
2015-03-10,0.427822517243,356003.118215,1114781.46,4095028099.5,210072,13925825,1209163.67226
2015-03-11,0.355840188911,391367.666382,1221552.85,4085522367.75,208179,13929975,964364.131833
2015-03-12,0.453379458951,313565.660415,992985.21,4143624087,193924,13933300,1105245.8328
2015-03-13,0.375345264407,327711.479681,1009810.88,4034835730.25,198297,13936775,936006.72143
2015-03-14,0.36504238755,315923.296959,955514.02,3961922926.25,219463,13940125,845760.366632
2015-03-15,0.321742583294,346572.572037,1045239.02,3954043366,222639,13943800,567261.992468
2015-03-16,0.411843103307,308850.387326,956704.32,4056925176,206461,13947075,845772.82938
2015-03-17,0.375672086969,337142.025859,1030114.78,4004115563,199845,13950650,879535.338765
2015-03-18,0.378029221339,332426.75277,941109,3709717423.75,191204,13954175,1313065.33102
2015-03-19,0.412476526274,337142.025859,935886.42,3637668805,190851,13957750,1264777.94069
2015-03-20,0.385300940656,332426.75277,919951.8,3627139245,198449,13961275,898988.249015
2015-03-21,0.373092364598,337142.025859,925351.87,3600557275.5,218099,13964850,671989.200632
2015-03-22,0.351632799421,313565.660415,869288.5,3638709587.5,214152,13968175,500187.761969
2015-03-23,0.39325928688,358360.75476,1015589.19,3717523388.25,221091,13971975,777604.434574
2015-03-24,0.301959254784,387831.112209,1038159.87,3463709254.5,185435,13976150,995369.888364
2015-03-25,0.284623151802,385508.770219,1023257.2,3434680104,182792,13980300,1048542.22335
2015-03-26,0.337233613801,346028.956402,942153.22,3523694619.5,188107,13984025,970255.894672
2015-03-27,0.311308882957,399442.822155,1072838.45,3477917244.75,202290,13988325,1081116.6675
2015-03-28,0.329889742533,348351.298391,946218.24,3519286704,208232,13992075,699832.03712
2015-03-29,0.323861507391,350673.64038,924217.35,3415687192.5,228699,13995850,542197.767181
2015-03-30,0.378150053427,329772.562477,873821.52,3432372892,202713,13999400,809237.493053
2015-03-31,0.360977032041,346028.956402,908277.88,3401639125,203189,14003125,780481.875871
2015-04-01,0.442979671586,329772.562477,865953.6,3399420022.5,241041,14006675,1065013.43306
2015-04-02,0.401884247657,341384.272423,931756.04,3536772754,214884,14010350,919886.269914
2015-04-03,0.346507678758,350673.64038,963883.71,3565053258.75,195509,14014125,710039.263911
2015-04-04,0.364960757169,357640.666348,980821.05,3557341515.75,228536,14017975,534385.211886
2015-04-05,0.34412914554,371157.005412,973886.67,3604010402.5,222020,14021750,464142.976205
2015-04-06,0.414320398671,317081.150319,825228,3572161132.5,189967,14024975,630939.019932
2015-04-07,0.375497859979,390820.952719,1019620.68,3584116146,220417,14028950,825264.711976
2015-04-08,0.452093156446,292501.216186,735211.1,3450310038.25,214628,14031925,920414.832755
2015-04-09,0.391029377917,351493.058105,879723.18,3438416790,203465,14035500,869233.747254
2015-04-10,0.393602928645,349035.064692,843606.09,3309144475.5,215133,14039050,938294.357911
2015-04-11,0.389155325228,336745.097625,814721.4,3323853832.5,243573,14042475,775358.464219
2015-04-12,0.325221019633,334287.104212,808298.64,3325501365,193479,14045875,518158.274837
2015-04-13,0.397882245111,346577.071279,800004.6,3175023906,232236,14049400,736302.887551
2015-04-14,0.383563874643,388362.959305,856656,3035523600,219510,14053350,1094007.70927
2015-04-15,0.423203561364,302333.189839,676586.4,3077794818,190441,14056425,796458.568182
2015-04-16,0.364453619805,339203.091039,795633.3,3228428497.5,196262,14059875,1092751.34812
2015-04-17,0.370227344001,329371.117385,749061.88,3131458310.75,191876,14063225,1160090.32854
2015-04-18,0.394062364908,326913.123972,742104.16,3127275396,225102,14066550,888595.044647
2015-04-19,0.334934914813,334287.104212,770156.64,3175869114,168858,14069950,824017.017661
2015-04-20,0.365684084145,408026.906612,935583.95,3161465083,253148,14074100,1314222.73997
2015-04-21,0.359495450866,376310.70587,897496.08,3165877506,205286,14078075,1167048.98372
2015-04-22,0.40196947618,338442.961883,852287.94,3342138811,222085,14081650,1492167.79494
2015-04-23,0.382458949435,326609.291887,815702.72,3316759348,212819,14085100,1043100.65398
2015-04-24,0.497293241819,284008.079902,696484.88,3253364933,205205,14088100,1300018.22487
2015-04-25,0.349916978316,364477.035874,902741.4,3221419770,242148,14091950,1061784.87241
2015-04-26,0.333681458595,352643.365878,816453.96,3078777333.5,226263,14095675,986913.304142
2015-04-27,0.410403590271,326609.291887,771274.35,3138324233.75,203028,14099125,1387033.68476
2015-04-28,0.359975207383,371577.237872,877280.4,3140185113,218502,14103050,1282095.82139
2015-04-29,0.46874903154,305308.685895,731686.98,3183645204.75,207741,14106275,1302466.31542
2015-04-30,0.411972935038,314775.621891,785569.33,3317590248,215077,14109600,1220912.96657
2015-05-01,0.358235080226,347909.89788,861356.7,3294461783.25,197072,14113275,1211402.25171
2015-05-02,0.356332707567,347909.89788,863705.57,3305201503.5,238390,14116950,938951.080965
2015-05-03,0.334149326103,326609.291887,832645.62,3396097404,212123,14120400,814631.001058
2015-05-04,0.372582854647,312624.333323,782431.21,3335594229,190201,14123700,1115767.98657
2015-05-05,0.365427432122,364728.388877,907195.56,3315170883,219068,14127550,1185724.4293
2015-05-06,0.389267581326,338676.3611,846721.89,3331977963.75,219506,14131125,1163293.86459
2015-05-07,0.362922869854,381306.952007,945553.59,3307483748.5,227324,14135150,1369922.51817
2015-05-08,0.382377875818,350518.191907,909134.8,3460059372,261673,14138850,1125450.44812
2015-05-09,0.399516408406,298414.136354,762777.12,3409353360,199251,14142000,912949.880654
2015-05-10,0.389588104662,305519.234838,775494,3385659603.75,213909,14145225,995251.992599
2015-05-11,0.378241718215,352886.558069,913514.79,3455032100.5,215628,14148950,1075275.17356
2015-05-12,0.372562179083,374201.853523,957828.66,3418066879,233523,14152900,1161665.75127
2015-05-13,0.339260566382,383675.318169,986656.8,3436174904,211323,14156950,1071140.42366
2015-05-14,0.361189263208,331571.262615,837456.48,3374718444,201739,14160450,1047459.52878
2015-05-15,0.320089236173,390780.416654,983664,3365503020,209999,14164575,1014614.79124
2015-05-16,0.390788860619,303150.868677,760292.19,3352520598.25,236081,14167775,744402.192593
2015-05-17,0.273894403711,419738.369702,1022577.86,3341497738,216412,14172100,686643.867361
2015-05-18,0.389825772195,332393.96907,813151.55,3351802886.25,197816,14175525,827210.0964
2015-05-19,0.396096257602,329967.735719,792416.6,3290077757,207126,14178925,1143305.56564
2015-05-20,0.400727668279,344525.135825,836349,3327208635,221491,14182475,1191754.86006
2015-05-21,0.323536754434,371213.702684,906004,3347966800,203159,14186300,957204.68142
2015-05-22,0.37616991661,344525.135825,857382.5,3412658925,207671,14189850,1165755.1174
2015-05-23,0.39145822525,291148.002105,719414.01,3388826794.5,194783,14192850,1144605.36823
2015-05-24,0.384455335901,342098.902474,850507.02,3413660332.5,246182,14196375,702062.280471
2015-05-25,0.396522475613,349377.602526,851874.75,3346224108.75,206424,14199975,886365.209672
2015-05-26,0.418513453448,327541.502369,800308.48,3351138399,222322,14203350,1039896.70267
2015-05-27,0.405971507368,351803.835877,855635,3338639125,221553,14206975,1119412.00004
2015-05-28,0.426733573278,320262.802316,784167.68,3360445832,220123,14210275,1049285.99305
2015-05-29,0.397479257766,380918.636088,929799.54,3352703354,237083,14214200,1125299.61817
2015-05-30,0.517877894063,300852.935509,720632.16,3285902376,269743,14217300,928260.478296
2015-05-31,0.343095999997,356656.302579,855431.6,3298555151.25,238007,14220975,782197.707911
2015-06-01,0.45502689111,332393.96907,771728,3163506560,252174,14224400,1473819.95235
2015-06-02,0.467757159716,345390.94554,824901.27,3198892481.5,257275,14228050,1517326.8090600001
2015-06-03,0.448338938431,335928.179909,807176.43,3220468764,239702,14231600,1325341.04414
2015-06-04,0.435934234673,335928.179909,804501.18,3210595731,240222,14235150,1277219.05789
2015-06-05,0.394963821895,335928.179909,799318.9,3191604605,232715,14238700,1443588.41218
2015-06-06,0.328409864295,380876.316657,906939.6,3197349335.25,244636,14242725,1086475.72481
2015-06-07,0.312804187843,395070.465104,932248.8,3171359940,225189,14246900,1064474.91632
2015-06-08,0.339739278699,333562.488501,807120,3249096900,188952,14250425,1001943.98781
2015-06-09,0.351669187899,383242.008065,935586.6,3279954697.5,208925,14254475,1244998.71711
2015-06-10,0.503861831713,373779.242434,905199.7,3251063484.25,267864,14258425,1303509.80233
2015-06-11,0.410447760551,366682.168211,891497,3266066700,258189,14262300,1392935.77554
2015-06-12,0.455860278186,321734.031462,786071.64,3280825686,247460,14265700,1324268.32117
2015-06-13,0.390649578239,373779.242434,913282.74,3285158823,246532,14269650,1103192.29357
2015-06-14,0.376327179218,358182.179015,844662,3312113463.75,223880,14273275,1329986.08266
2015-06-15,0.456071090698,370533.288636,890981.28,3375945331.5,277522,14277025,1370312.78786
2015-06-16,0.515885391856,303837.296682,759112.9,3503622535,241825,14280100,1844236.25745
2015-06-17,0.562683998699,350771.513242,893357.04,3570341154,256567,14283650,1955229.23569
2015-06-18,0.412149881388,380414.176333,960479.25,3546871875,233829,14287500,1459868.8313
2015-06-19,0.468944425168,397705.729803,999108.3,3522146336.25,247406,14291525,1837052.86043
2015-06-20,0.499824459873,331009.737848,823037.76,3489093090,246533,14294875,1286244.19602
2015-06-21,0.408822724077,301367.074757,742685.61,3466817874.75,224267,14297925,921198.44574
2015-06-22,0.509042997618,365592.844788,917161.05,3523205318.75,204152,14301625,1059024.19281
2015-06-23,0.563772474969,353241.735167,877380.24,3489324384,271463,14305200,1260338.90959
2015-06-24,0.380177750493,373003.51056,912266.24,3443311744,218529,14308975,1132574.14553
2015-06-25,0.337917339802,395235.507879,971550.72,3462594912,199310,14312975,942740.579846
2015-06-26,0.40517372054,365592.844788,896744.42,3453038843.25,240437,14316675,1512668.25294
2015-06-27,0.460095725954,316188.406303,799424.5,3558488937.5,258833,14319875,1294255.24826
2015-06-28,0.381588948827,363122.622864,917924.4,3563126298,230750,14323550,870994.430958
2015-06-29,0.446058342927,336442.8851,873579.6,3636186255,224321,14326975,1139559.77246
2015-06-30,0.542220502467,351177.609994,945633.06,3762199291.5,261770,14330550,1734608.37327
2015-07-01,0.595783483571,356089.184959,940636.8,3696067023.75,250536,14334175,1280883.76496
2015-07-02,0.488187599182,343810.247547,898066.26,3656967385.5,254259,14337675,1337087.91503
2015-07-03,0.434107951176,397837.572161,1039532.5,3658574047.5,270019,14341725,1337098.45126
2015-07-04,0.386377759134,380647.059784,1004340.48,3700017152,250207,14345600,1036173.95773
2015-07-05,0.362671220714,356089.184959,986961.56,3887492037,241519,14349225,933717.890501
2015-07-06,0.433578451942,417483.872021,1169750.23,3923809460.75,276989,14353475,1530520.87732
2015-07-07,0.740731677494,363456.547407,1000621.44,3837098590.5,295662,14357175,1344477.33377
2015-07-08,0.713985306876,378191.272302,1051752,3872881222,273054,14361025,1278925.21536
2015-07-09,0.667957955512,338898.672582,945214.56,3888176093,263045,14364475,1298475.19061
2015-07-10,0.666309570655,383102.847267,1130127.24,4123436257.5,273833,14368375,1780454.01324
2015-07-11,0.672474565177,356089.184959,1074503.5,4218182000,278810,14372000,1354466.27273
2015-07-12,0.730473594389,350384.751809,1081003.5,4446326685,271999,14375450,1292504.56927
2015-07-13,0.722125849231,368157.891394,1060744.1,4168493842.5,232590,14379075,1331647.86294
2015-07-14,0.675312254926,352923.77175,1025923.61,4212217418.5,229381,14382550,1286400.63958
2015-07-15,0.664601344567,391009.07086,1128304.1,4185723080,234754,14386400,1268311.65075
2015-07-16,0.645337602671,345306.711928,945029.52,3968131248,228231,14389800,1473628.09826
2015-07-17,0.66734768947,365618.871453,1007435.76,4001221266,214161,14393400,1229550.44066
2015-07-18,0.593763267994,406243.190504,1124555.52,4003628992,219461,14397400,947779.373421
2015-07-19,0.625128986119,363079.851513,991991.37,3975965187.75,242814,14400975,751333.20894
2015-07-20,0.482804768615,365618.871453,1011196.84,4008217039.5,216715,14404575,949290.190688
2015-07-21,0.439613335473,355462.791691,984206.16,4019420682.75,240028,14408075,1096580.92505
2015-07-22,0.502638070762,373235.931275,1028008.16,3999837095,270355,14411750,1030804.42292
2015-07-23,0.368611092535,378313.971157,1037676.64,3987897004,207134,14415475,1185367.95331
2015-07-24,0.350819496881,426555.350029,1213267.9,4142772627.5,217981,14419675,1221682.85841
2015-07-25,0.366369091607,397611.600337,1104263.52,4141275320,201269,14423500,879910.289118
2015-07-26,0.371112111686,358630.070892,1014092.77,4217430293.5,244803,14426950,579341.806797
2015-07-27,0.521914199091,402809.137596,1135825.74,4196339601.75,229418,14430825,926695.322343
2015-07-28,0.479636830343,369025.145411,1056073.48,4261604875,240969,14434375,1265076.76544
2015-07-29,0.780838652745,387216.525818,1093613.4,4197155670,255290,14438100,1103188.35067
2015-07-30,0.739444802277,356031.302263,994670.04,4152804929,247799,14441525,1033333.15762
2015-07-31,0.74784430497,361228.839522,999862.58,4113647100,232699,14445000,1041513.33587
2015-08-01,0.719474664549,426198.055263,1160777.2,4056151352,275871,14449100,884759.556435
2015-08-02,0.420317352198,408006.674856,1108164.12,4056819587.25,248553,14453025,671499.468955
2015-08-03,0.429767978435,382018.988559,1051958.61,4111340913,226079,14456700,949949.815226
2015-08-04,0.692439946863,374222.68267,1035690,4121185500,265834,14460300,1075348.88339
2015-08-05,0.790243065546,327444.847336,900084.96,4088672680.5,250494,14463450,1327670.61201
2015-08-06,0.757048906599,363827.608152,979548.5,4008791845,247781,14466950,1103973.30483
2015-08-07,0.56792280036,369025.145411,999936.81,4042912995,242234,14470500,1228088.12094
2015-08-08,0.350295249064,411296.56997,1065525.72,3906502563.25,233508,14474425,1303148.20585
2015-08-09,0.354968318233,353662.655707,900570.06,3842697676,218499,14477800,1075398.3593
2015-08-10,0.390679174151,458451.590731,1162172.07,3824307952.25,220994,14482175,1381572.86738
2015-08-11,0.381361735643,442733.250478,1130128.35,3851209440,227498,14486400,1195838.48023
2015-08-12,0.492138180306,322225.9752,830459,3881585457.75,232055,14489475,1281112.9605
2015-08-13,0.411912726076,390338.782966,997387.5,3854756404,226126,14493200,1461956.27457
2015-08-14,0.416901310878,351042.932331,900557.27,3870433884.5,220370,14496550,1328948.01854
2015-08-15,0.421532075797,351042.932331,894962.52,3848418459,245458,14499900,1201448.04046
2015-08-16,0.358668891156,385099.336214,950836.71,3734235455.25,228284,14503575,1145737.75451
2015-08-17,0.358668891156,385099.336214,950836.71,3734235455.25,228284,14503575,1145737.75451
2015-08-18,0.419639277778,377240.166087,932483.9,3734872203.75,230212,14507175,1414273.9932
2015-08-19,0.4606524,379859.889463,926771.5,3684437228,244699,14510800,1704654.5782
2015-08-20,0.439980717105,398197.953092,892100.96,3386111034,247961,14514600,1803977.19267
2015-08-21,0.385212729032,406057.123219,909597,3386143924.25,222182,14518475,1570874.33076
2015-08-22,0.397583318182,403437.399844,904694.07,3392269896.75,235230,14522325,1529910.59624
2015-08-23,0.391901973856,412658.093588,869575.88,3283490946,259239,14526150,1217558.10519
2015-08-24,0.404600737226,369504.306023,787802.6,3322623211,247407,14529575,1169074.88374
2015-08-25,0.434771732484,423446.540479,842084.76,3099123540,237850,14533500,1811809.74776
2015-08-26,0.486758152174,372201.417746,771519.5,3227493639,245539,14536950,2136229.1619
2015-08-27,0.413826322581,418052.317033,892476,3327522393,243215,14540825,1656288.98966
2015-08-28,0.396142946309,401869.646696,855555.96,3320084428.5,232198,14544550,1595398.21748
2015-08-29,0.431331825503,401869.646696,877903.33,3406769556.75,243840,14548275,1621121.8297
2015-08-30,0.356310812121,445023.434261,946656.56,3321148728,250584,14552400,1154973.29573
2015-08-31,0.347467875,388384.088082,819141.99,3296497320,229116,14556000,799631.790139
2015-09-01,0.409100056604,428840.763924,923760,3362480626.5,238504,14559975,1064439.48177
2015-09-02,0.515467473684,409960.981865,874008.96,3325201108,272866,14563775,1568804.78555
2015-09-03,0.658569805195,415355.20531,898267.92,3360459735,230707,14567625,1453675.88056
2015-09-04,0.600775549669,407263.870142,866697.62,3313827788,249811,14571400,1211735.9203
2015-09-05,0.333613138158,430369.76945,881886.8,3363956160,209983,14575200,1116494.71852
2015-09-06,0.482375781457,427538.389387,893388.69,3421248063.25,284893,14578975,1077080.37498
2015-09-07,0.367944616352,450189.429885,959839.2,3502824590,253777,14582950,961656.671292
2015-09-08,0.482218161765,385067.688455,826486.75,3519832118.5,238459,14586350,950863.32114
2015-09-09,0.643196784173,393561.828641,851509.24,3546494661,280276,14589825,1260514.60893
2015-09-10,0.711985134752,399224.588766,852524.08,3503571468,265428,14593350,1451482.77587
2015-09-11,0.738044627219,478503.230506,1019359.04,3498746776,235288,14597575,1382058.06135
2015-09-12,0.652206179191,489828.750755,1044415.29,3503433867,252398,14601900,1280146.77375
2015-09-13,0.703050963235,385067.688455,808141.81,3434144189,258271,14605300,858171.453512
2015-09-14,0.632981628571,396393.208704,810256.5,3357978768,279964,14608800,814693.734685
2015-09-15,0.700925528302,450189.429885,924674.4,3373797492,234525,14612775,1223402.05924
2015-09-16,0.693599484663,461514.950133,943920,3361875500,263932,14616850,1321276.59277
2015-09-17,0.698806744966,421875.629263,854930.72,3331444219.5,261990,14620575,1432383.60579
2015-09-18,0.688808609929,399224.588766,830934,3422039400,250985,14624100,1352347.35497
2015-09-19,0.617110090278,424738.98841,844821.74,3408107823,273195,14627700,1201441.58694
2015-09-20,0.461650856061,389344.07270899997,766418.62,3375518010,230379,14631000,1301022.97437
2015-09-21,0.475198641667,353949.157009,695204,3368746800,264443,14634000,869500.502581
2015-09-22,0.553837363636,389344.07270899997,753538.56,3316226688,285612,14637300,1487223.85423
2015-09-23,0.50275883125,471932.209345,923685.18,3359153459,327724,14641300,1536071.65121
2015-09-24,0.50182222,442436.446261,868521.15,3367629247.5,250674,14645050,1354982.61012
2015-09-25,0.474493386207,427688.564719,853501.1,3426325082.5,239053,14648675,1131711.59734
2015-09-26,0.446153759259,477831.361961,961315.83,3454966027.75,255255,14652725,1449833.86953
2015-09-27,0.426253826389,424738.98841,842917,3413610106.25,251247,14660125,762590.482176
2015-09-28,0.524385517986,409991.106868,836290,3503720584,246314,14663600,1369699.08722
2015-09-29,0.434677213873,510276.701354,1033908,3486272414,267985,14667925,1643197.11597
2015-09-30,0.532548735484,457184.327803,928562.73,3490567938,272223,14671800,1549007.54682
2015-10-01,0.45193961039,465548.431663,927003.42,3507186837,247211,14675650,1408171.12431
2015-10-02,0.547095784,377880.220506,748769.22,3490319119.5,254192,14678775,1834545.02163
2015-10-03,0.439540934211,459502.348135,914586.08,3511631462.75,234800,14682575,1180360.3598
2015-10-04,0.365588569536,456479.306371,908309.71,3516940234.5,261675,14686350,918962.564026
2015-10-05,0.418199,447410.181079,890376.84,3514153761,226632,14690050,1215322.43153
2015-10-06,0.465399651007,450433.222843,924519.16,3624513479.25,249199,14693775,1780616.55273
2015-10-07,0.674966711111,408110.638146,834095.25,3604476037.5,239250,14697150,1481143.69499
2015-10-08,0.69550749635,414156.721675,841733.41,3585617248.25,265540,14700575,1975585.33814
2015-10-09,0.583549917293,402064.554618,819523.44,3599220642,211096,14703900,1352775.2459
2015-10-10,0.626499073826,450433.222843,921712.5,3614987148.75,278854,14707625,1283682.35625
2015-10-11,0.5901196,453456.264607,935013.52,3649597910,234919,14711375,980167.589914
2015-10-12,0.558868771429,423225.846967,868877.49,3629129621.25,232117,14714875,1362093.22901
2015-10-13,0.578977835821,405087.596382,842332.5,3673374595.5,235683,14718225,1618164.22786
2015-10-14,0.491136552632,459502.348135,974099.6,3748227565,228578,14722025,1604043.53239
2015-10-15,0.568599613497,493327.875054,1045411.92,3751179453,307247,14726100,2130369.1167
2015-10-16,0.525302483871,469115.464008,1023533.62,3863819742.25,275882,14729975,1706812.78992
2015-10-17,0.654771526718,396478.230872,888738.21,3964275577.5,313859,14733250,1734621.27764
2015-10-18,0.517376356643,432796.84744,944259.12,3867532353,274902,14736825,1071197.31515
2015-10-19,0.517376356643,432796.84744,944259.12,3867532353,274902,14736825,1071197.31515
2015-10-20,0.513074746988,502407.529196,1103132.16,3893975956,266086,14740975,1370688.34442
2015-10-21,0.612539,384372.025349,864439.2,3977971670,290886,14744150,1577569.83549
2015-10-22,0.643368337931,438849.950201,983560.5,3968626252.5,309724,14747775,1461543.98073
2015-10-23,0.524851579618,475168.56677,1083198.3,4041228215,289944,14751700,1621906.31296
2015-10-24,0.520110136364,466088.912628,1075873.54,4093632236.5,281281,14755550,1442045.16597
2015-10-25,0.573187633094,420690.641917,980489.7,4131051097.5,323968,14759025,1438771.54114
2015-10-26,0.509111322581,469115.464008,1150243.99,4355203129,278147,14762900,1349019.65013
2015-10-27,0.501171947368,460035.809866,1089933.75,4207771165,277058,14766700,1555314.87485
2015-10-28,0.532480018987,478195.11815,1173025.4,4353353674.5,282636,14770650,1817399.43008
2015-10-29,0.576889411765,411610.987775,1024800.6,4416702247.5,274092,14774050,1982987.32026
2015-10-30,0.598327013514,458010.013458,1158573.88,4586422490,297971,14777750,2282588.66554
2015-10-31,0.552608969512,507524.609508,1360583.6,4866185020,298795,14781850,2576175.75345
2015-11-01,0.515852118421,470388.662471,1190201.76,4597154298,318120,14785650,1892685.65374
2015-11-02,0.535353591195,492051.298242,1246623,4606968187.5,305108,14789625,1808217.9387
2015-11-03,0.598349689655,448726.026699,1245221.95,5039912342.5,298505,14793250,2318357.45566
2015-11-04,0.6632265,488956.635989,1628638,6052054800,360192,14797200,2921589.02777
2015-11-05,0.773893503226,479672.64923,1713673.05,6468809828.75,392233,14801075,11707414.8602
2015-11-06,0.768430583893,461104.675711,1504000,5921920000,374641,14804800,3874950.61169
2015-11-07,0.670328883212,423968.728674,1342629.66,5751218425.5,354664,14808225,2867169.80203
2015-11-08,0.544952944785,504429.947255,1589032.76,5737988774,317500,14812300,2299911.46834
2015-11-09,0.564960357143,433252.715433,1344441.24,5652375858,333196,14815800,2106559.62605
2015-11-10,0.60688114966,454915.351205,1402696.4,5613617130,310788,14819475,2906015.99551
2015-11-11,0.55996806993,442536.702193,1273595.16,5241134019,295638,14823050,2580989.22593
2015-11-12,0.564048615819,579380.209973,1380604.5,4595034502.5,340384,14827475,3860070.4571000002
2015-11-13,0.547871479452,477906.839865,1218630,4918001050,301266,14831125,2970257.4199
2015-11-14,0.493198628743,546646.864777,1395572.2,4928286660,299301,14835300,2861605.14895
2015-11-15,0.531593092105,497546.846983,1269517.5,4925097290,348007,14839100,3242922.67523
2015-11-16,0.508644296552,474633.505345,1175537.51,4784255549.25,301039,14842725,2128062.23135
2015-11-17,0.479200732955,576106.875454,1457241,4889455205,310746,14847125,2538621.21887
2015-11-18,0.549028975155,527006.857659,1360933.45,4989243842.5,321631,14851150,1856400.16222
2015-11-19,0.662569764286,458266.832747,1179974.88,4968286239,328378,14854650,2009885.64119
2015-11-20,0.589680107143,458266.832747,1159725,4888331350,297379,14858150,2024646.99395
2015-11-21,0.520788742138,520460.18862,1282480,4765094517.5,298609,14862125,2253779.26709
2015-11-22,0.482332157303,582653.544493,1456881,4839962157,334688,14866575,1611089.44016
2015-11-23,0.40130741954,569560.206415,1409226.76,4793345255.25,265164,14870925,1104568.38641
2015-11-24,0.552857575,523733.52314,1306072.25,4826764413.25,324317,14874925,1278362.90375
2015-11-25,0.522624796053,549490.493162,1227886.4,4777558597.5,307413,14878725,1414610.27227
2015-11-26,0.530170850649,556720.631229,1259375,4836836875,307690,14882575,1858049.90945
2015-11-27,0.569060333333,585641.183501,1419492,5180545500,319759,14886625,2148058.27435
2015-11-28,0.570497926174,538645.28606,1348275,5353676439,284894,14890350,2195779.20855
2015-11-29,0.612602863014,527800.078958,1301570.64,5270688720,349162,14894000,2064689.21499
2015-11-30,0.455331987261,567565.838331,1436265.08,5422546741.5,269023,14897925,1270903.66977
2015-12-01,0.663142446667,542260.355094,1408908.46,5551320987.75,384237,14901675,2271903.22713
2015-12-02,0.536199416667,694093.25452,1736234.24,5356194597,365897,14906475,2663137.25754
2015-12-03,0.667464877551,531415.147992,1337791.88,5382265947,339855,14910150,2701487.04874
2015-12-04,0.664412569444,520569.94089,1316201.19,5406085237.5,317811,14913750,2151712.50717
2015-12-05,0.623240821429,607331.597705,1598511.04,5636186752,426997,14921600,4814997.07462
2015-12-06,0.572171406977,621791.873841,1688873.2,5821698036,374142,14925900,5637565.63396
2015-12-07,0.572171406977,621791.873841,1688873.2,5821698036,374142,14925900,5637565.63396
2015-12-08,0.649581788079,593762.303117,1505973.06,5905880836.5,340611,14929675,3098092.99737
2015-12-09,0.667387415094,625219.90858,1582724.93,5898642413.5,374956,14933650,2992135.18512
2015-12-10,0.643142887006,695999.520873,1847312.62,6184512430.75,414210,14938075,3869382.8982
2015-12-11,0.580618642857,770711.333848,2051183.4,6210898129,403387,14942975,3370213.78203
2015-12-12,0.600046308571,688135.119507,1961096.06,6640958131.5,387377,14947350,3624518.39334
2015-12-13,0.68788842515,656677.514044,1796268.96,6370246741.5,457574,14951525,3535444.34352
2015-12-14,0.650935067114,585897.901751,1648972.82,6562214147.5,381029,14955250,5135908.4542
2015-12-15,0.670941056818,692067.32019,1978018.4,6666020040,423138,14959650,4813539.63477
2015-12-16,0.589143512953,758914.731799,2234910.72,6875876973,392348,14964475,4352520.59535
2015-12-17,0.675648559524,660609.714727,1926328.77,6802214980.25,411804,14968675,4432222.99305
2015-12-18,0.676203924528,625219.90858,1819000.68,6788449783.5,395053,14972650,4256300.69285
2015-12-19,0.6342352625,629152.109263,1852781.15,6873533517.5,383932,14976650,4026919.22356
