date,open,high,low,close,volume_btc,volume_currency,weighted_price
2018-03-01,10314.99,11090,10223.41,10903.13,9481.66514611,101712406.72717,10727.272600309
2018-03-02,10917.37,11175,10774.01,11029.99,8329.09790086,91455982.504959,10980.298658216
2018-03-03,11032.81,11503.24,11022.85,11445,7786.26753951,88241259.776292,11332.934468091
2018-03-04,11445,11511,11054.91,11463.27,6831.63070279,77060624.278291,11279.975108552
2018-03-05,11479.68,11688,11383.66,11419.24,9933.67623336,114638102.23711,11540.350172892
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949313,161507885.73288,10961.26561404
2018-03-07,10723.01,10911.78,9450,9913.03,26116.51184803,264099759.77855,10112.367276125
2018-03-08,9904.52,10150,9078.95,9285.32,22522.42746991,217370120.91965,9651.2741004519
2018-03-09,9293.06,9420.39,8366,9230,29014.16684454,257069817.5836,8860.1481807492
2018-03-10,9228.83,9514.96,8697,8791.47,12886.58857926,118146982.45276,9168.212496743
2018-03-11,8795.04,9768.37,8450,9535.04,16407.54237557,149758874.76874,9127.4409866357
2018-03-12,9535.04,9892,8742.07,9120.75,18751.02057959,175103380.07353,9338.3386429712
2018-03-13,9115.24,9482.79,8830,9142.32,16001.47534639,146461539.24624,9153.0022123416
2018-03-14,9152.07,9356.14,7948,8196.69,21191.0231358,182210730.8525,8598.4867122662
2018-03-15,8195.99,8425,7682,8265.05,18387.61138793,148610946.85019,8082.123540404
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62433531,137219222.82076,8317.009953799
2018-03-17,8258.54,8356.4,7730.23,7860.83,12048.6688914,97294029.179732,8075.0853108079
2018-03-18,7860.83,8324.92,7325.37,8188.24,19547.36114711,150315447.64235,7689.8076682117
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08835883,162448296.1943,8375.3122376525
2018-03-20,8596.79,9051,8313.01,8904.02,13454.8222604,116496170.95306,8658.3210612842
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713332,108594771.1013,8974.0349414909
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392229,109923828.12971,8732.683902974
2018-03-23,8708.52,8920.79,8265,8920.79,13749.78486097,117134344.45484,8518.9947071347
2018-03-24,8917.99,9020,8505,8547,9731.98236841,85811618.322075,8817.4860037375
2018-03-25,8541.96,8680,8368.63,8453.9,9155.91214778,78013217.68781,8520.5292961145
2018-03-26,8451.12,8500,7831.15,8149.66,17693.4153393,145246518.5356,8209.0718920153
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028422,98488415.189242,7952.0730650656
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64467971,66890222.85988,7927.5941804862
2018-03-29,7932.41,7968,6914.53,7088.38,22138.11413228,163975079.77115,7406.9127474619
2018-03-30,7086.14,7302.35,6550,6850,29101.44802706,199556780.67169,6857.2801080597
2018-03-31,6839.63,7231.73,6794.26,6928.62,11579.59705718,81326187.467914,7023.2312114425
2018-04-01,6926.5,7045.71,6427.16,6813.52,18046.94087395,121116431.40304,6711.1890180716
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16035566,95159965.017439,6984.6480467992
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54162903,118019785.63287,7335.1863187907
2018-04-04,7415.53,7430,6710.38,6799.95,15779.20246661,110954121.83853,7031.6685569702
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53597807,80262665.41437,6747.8601571638
2018-04-06,6771.3,6850,6510,6618.33,8478.41806897,56294477.899358,6639.7383853232
2018-04-07,6627.7,7069.13,6600.99,6904.9,7683.0416526,52984840.498486,6896.3364894104
2018-04-08,6904.21,7104.52,6894.8,7027.26,4352.69794202,30482451.722745,7003.1167172144
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91621615,69104966.965091,6839.423990337
2018-04-10,6782.39,6900,6653.21,6835.67,6480.19276418,43978750.446789,6786.6423187111
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.41064556,40165964.25783,6894.958433264
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.3803344,143664243.10143,7548.0151490366
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275077,157461506.31628,8031.3152148775
2018-04-14,7885.9,8232.14,7835,8000.41,8935.53071477,71681139.862327,8022.0349692091
2018-04-15,8003.39,8417,8001.23,8354.22,7542.84081564,62269321.050527,8255.4202816281
2018-04-16,8353.43,8424.99,7905,8048.15,10866.60295749,87993966.210642,8097.6517274877
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.15121538,74462014.273664,8026.3879013008
2018-04-18,7890.87,8235,7870.35,8172.84,9227.20459808,74525247.423281,8076.6874334605
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.84632763,77478927.09225,8210.256308339
2018-04-20,8273,8934,8216.9,8861,16059.62267134,136267900.23543,8485.1246523128
2018-04-21,8865.78,9023.4,8608,8920.71,15336.30792743,134950187.05403,8799.3921152734
2018-04-22,8924.93,9036.52,8760,8789.96,9346.45175925,83089020.810015,8889.8999267592
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.1177149,91446649.756223,8890.2978063102
2018-04-24,8942,9737.16,8930,9648,20460.50898304,190711801.44706,9320.9705391561
2018-04-25,9648.36,9755.53,8751,8864.99,33035.90404482,303220038.55606,9178.4997966055
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.96970211,178009104.46869,8881.3737242717
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51437547,104644754.13741,9199.1228425732
2018-04-28,8916.54,9442.34,8854.47,9345.11,15558.40230193,143728558.94878,9238.00247349
2018-04-29,9352.97,9538.75,9180,9393.99,10940.71803063,102349678.47088,9354.9324810618
2018-04-30,9396.32,9443.96,9111,9242.17,8085.68829456,74978446.896002,9272.9826038987
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.2639605,109028331.06583,8982.2013609711
2018-05-02,9066.9,9259.16,8975.23,9222,10575.17497792,96344037.238708,9110.3965125745
2018-05-03,9220,9799.99,9165.19,9732.43,11670.79957863,109943721.45048,9420.4103763199
2018-05-04,9737,9784.73,9527.38,9696.57,7326.05207111,70716940.700585,9652.8034491394
