"","date","hits_daily","hits_monthly"
"1080",2019-12-16,8.1,10
"1081",2019-12-17,9.8,10
"1082",2019-12-18,10,10
"1083",2019-12-19,9.3,10
"1084",2019-12-20,8.1,10
"1085",2019-12-21,7,10
"1086",2019-12-22,7.6,10
"1087",2019-12-23,8.9,10
"1088",2019-12-24,7.8,10
"1089",2019-12-25,7.5,10
"1090",2019-12-26,7.6,10
"1091",2019-12-27,7.6,10
"1092",2019-12-28,7.4,10
"1093",2019-12-29,7.4,10
"1094",2019-12-30,7.8,10
"1095",2019-12-31,7.2,10
"1096",2020-01-01,7.93,13
"1097",2020-01-02,8.97,13
"1098",2020-01-03,9.88,13
"1099",2020-01-04,8.84,13
"1100",2020-01-05,8.97,13
"1101",2020-01-06,9.88,13
"1102",2020-01-07,11.7,13
"1103",2020-01-08,13,13
"1104",2020-01-09,10.66,13
"1105",2020-01-10,10.14,13
"1106",2020-01-11,9.62,13
"1107",2020-01-12,8.58,13
"1108",2020-01-13,9.1,13
"1109",2020-01-14,12.74,13
"1110",2020-01-15,12.74,13
"1111",2020-01-16,10.66,13
"1112",2020-01-17,11.05,13
"1113",2020-01-18,10.53,13
"1114",2020-01-19,11.05,13
"1115",2020-01-20,10.4,13
"1116",2020-01-21,10.01,13
"1117",2020-01-22,9.36,13
"1118",2020-01-23,9.62,13
"1119",2020-01-24,9.23,13
"1120",2020-01-25,8.32,13
"1121",2020-01-26,7.67,13
"1122",2020-01-27,9.36,13
"1123",2020-01-28,10.79,13
"1124",2020-01-29,11.7,13
"1125",2020-01-30,11.44,13
"1126",2020-01-31,11.05,13
"1127",2020-02-01,9.66,14
"1128",2020-02-02,9.66,14
"1129",2020-02-03,10.22,14
"1130",2020-02-04,10.22,14
"1131",2020-02-05,11.2,14
"1132",2020-02-06,11.62,14
"1133",2020-02-07,11.06,14
"1134",2020-02-08,10.36,14
"1135",2020-02-09,13.16,14
"1136",2020-02-10,11.62,14
"1137",2020-02-11,12.6,14
"1138",2020-02-12,14,14
"1139",2020-02-13,12.6,14
"1140",2020-02-14,11.2,14
"1141",2020-02-15,10.78,14
"1142",2020-02-16,10.78,14
"1143",2020-02-17,11.06,14
"1144",2020-02-18,11.06,14
"1145",2020-02-19,11.76,14
"1146",2020-02-20,11.76,14
"1147",2020-02-21,10.08,14
"1148",2020-02-22,9.52,14
"1149",2020-02-23,9.38,14
"1150",2020-02-24,11.62,14
"1151",2020-02-25,11.34,14
"1152",2020-02-26,11.62,14
"1153",2020-02-27,11.9,14
"1154",2020-02-28,12.18,14
"1155",2020-02-29,9.8,14
"1156",2020-03-01,5.7,19
"1157",2020-03-02,5.89,19
"1158",2020-03-03,6.08,19
"1159",2020-03-04,6.27,19
"1160",2020-03-05,6.27,19
"1161",2020-03-06,6.27,19
"1162",2020-03-07,5.89,19
"1163",2020-03-08,5.7,19
"1164",2020-03-09,10.64,19
"1165",2020-03-10,8.17,19
"1166",2020-03-11,7.03,19
"1167",2020-03-12,14.63,19
"1168",2020-03-13,19,19
"1169",2020-03-14,12.54,19
"1170",2020-03-15,10.83,19
"1171",2020-03-16,13.87,19
"1172",2020-03-17,11.02,19
"1173",2020-03-18,10.83,19
"1174",2020-03-19,11.78,19
"1175",2020-03-20,11.4,19
"1176",2020-03-21,9.5,19
"1177",2020-03-22,8.93,19
"1178",2020-03-23,9.12,19
"1179",2020-03-24,9.88,19
"1180",2020-03-25,8.55,19
"1181",2020-03-26,7.79,19
"1182",2020-03-27,7.41,19
"1183",2020-03-28,7.79,19
"1184",2020-03-29,7.98,19
"1185",2020-03-30,7.6,19
"1186",2020-03-31,6.84,19
"1187",2020-04-01,9.92,16
"1188",2020-04-02,10.72,16
"1189",2020-04-03,10.24,16
"1190",2020-04-04,9.44,16
"1191",2020-04-05,9.12,16
"1192",2020-04-06,11.04,16
"1193",2020-04-07,10.88,16
"1194",2020-04-08,10.08,16
"1195",2020-04-09,9.44,16
"1196",2020-04-10,10.56,16
"1197",2020-04-11,9.6,16
"1198",2020-04-12,9.6,16
"1199",2020-04-13,10.08,16
"1200",2020-04-14,9.76,16
"1201",2020-04-15,9.44,16
"1202",2020-04-16,10.4,16
"1203",2020-04-17,9.6,16
"1204",2020-04-18,9.44,16
"1205",2020-04-19,9.28,16
"1206",2020-04-20,9.28,16
"1207",2020-04-21,9.44,16
"1208",2020-04-22,8.96,16
"1209",2020-04-23,10.24,16
"1210",2020-04-24,10.4,16
"1211",2020-04-25,10.08,16
"1212",2020-04-26,10.24,16
"1213",2020-04-27,10.4,16
"1214",2020-04-28,10.08,16
"1215",2020-04-29,14.72,16
"1216",2020-04-30,16,16
"1217",2020-05-01,10.07,19
"1218",2020-05-02,9.5,19
"1219",2020-05-03,9.88,19
"1220",2020-05-04,9.69,19
"1221",2020-05-05,9.5,19
"1222",2020-05-06,10.45,19
"1223",2020-05-07,12.73,19
"1224",2020-05-08,14.25,19
"1225",2020-05-09,12.35,19
"1226",2020-05-10,15.96,19
"1227",2020-05-11,19,19
"1228",2020-05-12,14.25,19
"1229",2020-05-13,11.78,19
"1230",2020-05-14,11.97,19
"1231",2020-05-15,10.26,19
"1232",2020-05-16,9.31,19
"1233",2020-05-17,9.69,19
"1234",2020-05-18,9.88,19
"1235",2020-05-19,8.74,19
"1236",2020-05-20,8.93,19
"1237",2020-05-21,9.12,19
"1238",2020-05-22,8.36,19
"1239",2020-05-23,7.79,19
"1240",2020-05-24,8.17,19
"1241",2020-05-25,8.74,19
"1242",2020-05-26,7.79,19
"1243",2020-05-27,7.79,19
"1244",2020-05-28,7.79,19
"1245",2020-05-29,7.79,19
"1246",2020-05-30,7.79,19
"1247",2020-05-31,7.22,19
"1248",2020-06-01,10.36,14
"1249",2020-06-02,14,14
"1250",2020-06-03,11.48,14
"1251",2020-06-04,10.78,14
"1252",2020-06-05,10.08,14
"1253",2020-06-06,9.66,14
"1254",2020-06-07,10.08,14
"1255",2020-06-08,9.66,14
"1256",2020-06-09,9.8,14
"1257",2020-06-10,10.36,14
"1258",2020-06-11,11.06,14
"1259",2020-06-12,10.08,14
"1260",2020-06-13,9.24,14
"1261",2020-06-14,8.96,14
"1262",2020-06-15,10.5,14
"1263",2020-06-16,10.08,14
"1264",2020-06-17,9.24,14
"1265",2020-06-18,9.38,14
"1266",2020-06-19,8.82,14
"1267",2020-06-20,8.4,14
"1268",2020-06-21,7.84,14
"1269",2020-06-22,9.52,14
"1270",2020-06-23,9.66,14
"1271",2020-06-24,9.24,14
"1272",2020-06-25,8.96,14
"1273",2020-06-26,8.96,14
"1274",2020-06-27,8.68,14
"1275",2020-06-28,9.1,14
"1276",2020-06-29,8.96,14
"1277",2020-06-30,8.82,14
"1278",2020-07-01,6.72,14
"1279",2020-07-02,7.28,14
"1280",2020-07-03,7,14
"1281",2020-07-04,6.72,14
"1282",2020-07-05,6.44,14
"1283",2020-07-06,7.14,14
"1284",2020-07-07,6.58,14
"1285",2020-07-08,7.56,14
"1286",2020-07-09,7.14,14
"1287",2020-07-10,6.86,14
"1288",2020-07-11,5.88,14
"1289",2020-07-12,6.58,14
"1290",2020-07-13,6.44,14
"1291",2020-07-14,7,14
"1292",2020-07-15,8.12,14
"1293",2020-07-16,9.66,14
"1294",2020-07-17,7.14,14
"1295",2020-07-18,10.08,14
"1296",2020-07-19,6.72,14
"1297",2020-07-20,6.58,14
"1298",2020-07-21,6.86,14
"1299",2020-07-22,7,14
"1300",2020-07-23,7.7,14
"1301",2020-07-24,7.14,14
"1302",2020-07-25,7.42,14
"1303",2020-07-26,9.38,14
"1304",2020-07-27,13.58,14
"1305",2020-07-28,14,14
"1306",2020-07-29,11.76,14
"1307",2020-07-30,9.66,14
"1308",2020-07-31,10.36,14
"1309",2020-08-01,15.68,16
"1310",2020-08-02,16,16
"1311",2020-08-03,13.44,16
"1312",2020-08-04,12.16,16
"1313",2020-08-05,12.16,16
"1314",2020-08-06,13.6,16
"1315",2020-08-07,12.96,16
"1316",2020-08-08,11.84,16
"1317",2020-08-09,11.2,16
"1318",2020-08-10,13.44,16
"1319",2020-08-11,12.48,16
"1320",2020-08-12,11.68,16
"1321",2020-08-13,11.84,16
"1322",2020-08-14,11.52,16
"1323",2020-08-15,11.36,16
"1324",2020-08-16,11.04,16
"1325",2020-08-17,13.12,16
"1326",2020-08-18,12.8,16
"1327",2020-08-19,11.84,16
"1328",2020-08-20,11.04,16
"1329",2020-08-21,10.4,16
"1330",2020-08-22,10.56,16
"1331",2020-08-23,9.76,16
"1332",2020-08-24,10.24,16
"1333",2020-08-25,10.08,16
"1334",2020-08-26,9.92,16
"1335",2020-08-27,9.76,16
"1336",2020-08-28,9.44,16
"1337",2020-08-29,8.96,16
"1338",2020-08-30,8.8,16
"1339",2020-08-31,9.44,16
"1340",2020-09-01,10.08,12
"1341",2020-09-02,10.08,12
"1342",2020-09-03,11.28,12
"1343",2020-09-04,12,12
"1344",2020-09-05,10.8,12
"1345",2020-09-06,10.08,12
"1346",2020-09-07,10.2,12
"1347",2020-09-08,10.2,12
"1348",2020-09-09,9.48,12
"1349",2020-09-10,9,12
"1350",2020-09-11,8.64,12
"1351",2020-09-12,8.04,12
"1352",2020-09-13,8.52,12
"1353",2020-09-14,8.76,12
"1354",2020-09-15,9.12,12
"1355",2020-09-16,9,12
"1356",2020-09-17,9,12
"1357",2020-09-18,8.28,12
"1358",2020-09-19,7.68,12
"1359",2020-09-20,7.92,12
"1360",2020-09-21,8.76,12
"1361",2020-09-22,8.28,12
"1362",2020-09-23,8.52,12
"1363",2020-09-24,8.28,12
"1364",2020-09-25,8.16,12
"1365",2020-09-26,7.56,12
"1366",2020-09-27,7.08,12
"1367",2020-09-28,7.8,12
"1368",2020-09-29,7.68,12
"1369",2020-09-30,7.56,12
"1370",2020-10-01,6.63,13
"1371",2020-10-02,6.76,13
"1372",2020-10-03,6.11,13
"1373",2020-10-04,5.98,13
"1374",2020-10-05,6.37,13
"1375",2020-10-06,6.89,13
"1376",2020-10-07,5.98,13
"1377",2020-10-08,6.5,13
"1378",2020-10-09,6.89,13
"1379",2020-10-10,7.67,13
"1380",2020-10-11,6.89,13
"1381",2020-10-12,7.41,13
"1382",2020-10-13,7.54,13
"1383",2020-10-14,7.02,13
"1384",2020-10-15,7.41,13
"1385",2020-10-16,7.54,13
"1386",2020-10-17,6.11,13
"1387",2020-10-18,6.63,13
"1388",2020-10-19,7.15,13
"1389",2020-10-20,8.97,13
"1390",2020-10-21,12.35,13
"1391",2020-10-22,13,13
"1392",2020-10-23,11.31,13
"1393",2020-10-24,9.88,13
"1394",2020-10-25,9.49,13
"1395",2020-10-26,10.01,13
"1396",2020-10-27,12.09,13
"1397",2020-10-28,12.35,13
"1398",2020-10-29,10.01,13
"1399",2020-10-30,9.23,13
"1400",2020-10-31,10.4,13
"1401",2020-11-01,9.84,24
"1402",2020-11-02,10.32,24
"1403",2020-11-03,9.6,24
"1404",2020-11-04,9.12,24
"1405",2020-11-05,14.64,24
"1406",2020-11-06,15.84,24
"1407",2020-11-07,12.48,24
"1408",2020-11-08,12,24
"1409",2020-11-09,13.2,24
"1410",2020-11-10,11.76,24
"1411",2020-11-11,11.28,24
"1412",2020-11-12,12.96,24
"1413",2020-11-13,13.68,24
"1414",2020-11-14,11.28,24
"1415",2020-11-15,10.56,24
"1416",2020-11-16,13.92,24
"1417",2020-11-17,18.72,24
"1418",2020-11-18,22.08,24
"1419",2020-11-19,17.76,24
"1420",2020-11-20,18.24,24
"1421",2020-11-21,18.72,24
"1422",2020-11-22,16.56,24
"1423",2020-11-23,17.04,24
"1424",2020-11-24,22.56,24
"1425",2020-11-25,21.12,24
"1426",2020-11-26,24,24
"1427",2020-11-27,17.52,24
"1428",2020-11-28,15.12,24
"1429",2020-11-29,14.16,24
